"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"Redondo-Brenes and Montagnini; total AGB seq rates in plantation 1; Redondo-Brenes, A., & Montagnini, F. (2006). Growth, productivity, aboveground biomass, and carbon sequestration of pure and mixed native tree plantations in the Caribbean lowlands of Costa Rica. Forest Ecology and Management, 232(1-3), 168-178.",http://www.sciencedirect.com/science/article/pii/S0378112706003872,Latin America,Costa Rica,1  - Peer Reviewed,,,4.3,Mg C/ha/yr,,t C/ha/yr,,AGB seq rates for plantation 1 (mix of tree species); see Table 4,False
"Redondo-Brenes and Montagnini; total AGB seq rates in plantation 2; Redondo-Brenes, A., & Montagnini, F. (2006). Growth, productivity, aboveground biomass, and carbon sequestration of pure and mixed native tree plantations in the Caribbean lowlands of Costa Rica. Forest Ecology and Management, 232(1-3), 168-178.",http://www.sciencedirect.com/science/article/pii/S0378112706003872,Latin America,Costa Rica,1  - Peer Reviewed,,,7.0,Mg C/ha/yr,,t C/ha/yr,,AGB seq rates for plantation 2 (mix of tree species); see Table 4,False
"Redondo-Brenes and Montagnini; total AGB seq rates in plantation 3; Redondo-Brenes, A., & Montagnini, F. (2006). Growth, productivity, aboveground biomass, and carbon sequestration of pure and mixed native tree plantations in the Caribbean lowlands of Costa Rica. Forest Ecology and Management, 232(1-3), 168-178.",http://www.sciencedirect.com/science/article/pii/S0378112706003872,Latin America,Costa Rica,1  - Peer Reviewed,,,3.9,Mg C/ha/yr,,t C/ha/yr,,AGB seq rates for plantation 3 (mix of tree species); see Table 4,False
