"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Pinus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Pinus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Picea & Abies,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Picea & Abies,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Picea & Abies,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Larix,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Cupressus & Chemaecyparis,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Cedrus & Cryptomeria,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Eucalyptus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Eucalyptus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Quercus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Fagus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Populus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Betula,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Pinus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Pinus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Pinus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Pinus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Picea & Abies,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Picea & Abies,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Picea & Abies,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Larix,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Cupressus & Chemaecyparis,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Cedrus & Cryptomeria,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Eucalyptus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Eucalyptus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Quercus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Fagus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Populus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Betula,
