"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Acacia auriculiformis,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Acacia mangium,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Acacia mangium,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Casuarina,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Casuarina,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Dalbergia sissoo,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Eucalyptus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Eucalyptus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Eucalyptus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Eucalyptus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Eucalyptus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Gmelina arborea,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Sweitenia macrophylla,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Terminalia,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Terminalia,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Terminalia,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Tectonia grandis,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Tectonia grandis,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Acacia auriculiformis,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Acacia mangium,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Acacia mangium,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Casuarina,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Casuarina,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Dalbergia sissoo,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Eucalyptus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Eucalyptus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Eucalyptus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Eucalyptus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Eucalyptus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Gmelina arborea,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Sweitenia macrophylla,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Terminalia,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Terminalia,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Terminalia,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Tectonia grandis,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Tropical-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Tectonia grandis,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Pinus,
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,Temperate/Boreal-Humid,2 - Public Sector/ Multilateral Agency,,,, cubic meters/ha/yr,0.0,t C/ha,,Pinus,
