"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"Dewar & Cannell 1992; SOC sequestered during first plantation rotation in UK, min of range; Dewar, R. C., & Cannell, M. G. (1992). Carbon sequestration in the trees, products and soils of forest plantations: an analysis using UK examples. Tree physiology, 11(1), 49-71.",http://treephys.oxfordjournals.org/content/11/1/49.short,OECD90,UK,1  - Peer Reviewed,1992,,70.0,Mg C/ha/yr,,t C/ha/yr,,SOC storage during the first rotation in most plantations - min of range; see abstract,False
"Dewar & Cannell 1992; SOC sequestered during first plantation rotation in UK, max of range; Dewar, R. C., & Cannell, M. G. (1992). Carbon sequestration in the trees, products and soils of forest plantations: an analysis using UK examples. Tree physiology, 11(1), 49-71.",http://treephys.oxfordjournals.org/content/11/1/49.short,OECD90,UK,1  - Peer Reviewed,1992,,90.0,Mg C/ha/yr,,t C/ha/yr,,SOC storage during the first rotation in most plantations - max of range; see abstract,False
