"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,2 - Public Sector/ Multilateral Agency,2000,,6.5, cubic meters/ha/yr,44.82725,t C/ha,,Acacia auriculiformis,False
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,2 - Public Sector/ Multilateral Agency,2000,,12.0, cubic meters/ha/yr,82.75800000000001,t C/ha,,Acacia mangium,False
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,2 - Public Sector/ Multilateral Agency,2000,,8.0, cubic meters/ha/yr,55.172,t C/ha,,Acacia mangium,False
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,2 - Public Sector/ Multilateral Agency,2000,,5.0, cubic meters/ha/yr,34.4825,t C/ha,,Casuarina,False
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,2 - Public Sector/ Multilateral Agency,2000,,1.5, cubic meters/ha/yr,10.344750000000001,t C/ha,,Casuarina,False
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,2 - Public Sector/ Multilateral Agency,2000,,3.0, cubic meters/ha/yr,20.689500000000002,t C/ha,,Dalbergia sissoo,False
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,2 - Public Sector/ Multilateral Agency,2000,,16.0, cubic meters/ha/yr,110.344,t C/ha,,Eucalyptus,False
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,2 - Public Sector/ Multilateral Agency,2000,,12.0, cubic meters/ha/yr,82.75800000000001,t C/ha,,Eucalyptus,False
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,2 - Public Sector/ Multilateral Agency,2000,,8.0, cubic meters/ha/yr,55.172,t C/ha,,Eucalyptus,False
FAO; Plantation Yield,http://www.fao.org/docrep/003/x8423e/X8423E08.htm,World,,2 - Public Sector/ Multilateral Agency,2000,,6.5, cubic meters/ha/yr,44.82725,t C/ha,,Eucalyptus,False
