VMA number,Title on xls,Fixed Mean,Fixed High,Fixed Low
21,Sequestration Rates,3.5592427272727267,4.886957230292456,2.231528224252997
24,Percent of Degraded Land Suitable for Intact Tropical Forest Restoration,0.608,0.608,0.608
25,Root:shoot ratio of degraded forest,0.2285,0.2994547978175778,0.15754520218242224
26,Start Carbon storage in Base year,12.0,12.0,12.0
