"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
Clay 2004,https://islandpress.org/book/world-agriculture-and-the-environment,Latin America,Colombia,,2 - Public Sector/ Multilateral Agency,2004,,868.0,US$/ha,1085.0,US$2014/ ha,,"oil palm. original figure in establishment $/ton, so multiplied by avg. t/ha of 12.2",
Clay 2004,https://islandpress.org/book/world-agriculture-and-the-environment,Middle East and Africa,Cote d'Ivoire,,2 - Public Sector/ Multilateral Agency,2004,,847.0,US$/ha,1058.75,US$2014/ ha,,"oil palm. original figure in establishment $/ton, so multiplied by avg. t/ha of 12.2",
Clay 2004,https://islandpress.org/book/world-agriculture-and-the-environment,Asia (sans Japan),Indonesia,,2 - Public Sector/ Multilateral Agency,2004,,784.0,US$/ha,980.0,US$2014/ ha,,"oil palm. original figure in establishment $/ton, so multiplied by avg. t/ha of 12.2",
Clay 2004,https://islandpress.org/book/world-agriculture-and-the-environment,Asia (sans Japan),Malaysia,,2 - Public Sector/ Multilateral Agency,2004,,740.0,US$/ha,925.0,US$2014/ ha,,"oil palm. original figure in establishment $/ton, so multiplied by avg. t/ha of 12.2",
Clay 2004,https://islandpress.org/book/world-agriculture-and-the-environment,Asia (sans Japan),Nigeria,,2 - Public Sector/ Multilateral Agency,2004,,2738.0,US$/ha,3422.5,US$2014/ ha,,"oil palm. original figure in establishment $/ton, so multiplied by avg. t/ha of 12.2",
Cordero and Boshier,http://orton.catie.ac.cr/repdoc/a11445e/a11445e.pdf,Latin America,Central America,,1  - Peer Reviewed,2003,,2000.0,US$/ha,2580.0,US$2014/ ha,,peach palm,
Race et al,http://csusap.csu.edu.au/~acurtis/papers/racecurtisbooth_1999.pdf,OECD90,Australia,,1  - Peer Reviewed,1999,,2242.0,US$/ha,3183.64,US$2014/ ha,,carob,
Chew et al,http://spiru.cgahr.ksu.edu/proj/iwcspp/pdf2/7/1720.pdf,Asia (sans Japan),Malaysia,,1  - Peer Reviewed,1999,,2073.0,US$/ha,2943.66,US$2014/ ha,,sago palm,
Chew et al,http://spiru.cgahr.ksu.edu/proj/iwcspp/pdf2/7/1720.pdf,Asia (sans Japan),Malaysia,,1  - Peer Reviewed,1999,,431.0,US$/ha,612.02,US$2014/ ha,,sago palm,
Jamaica Rural Agricultural Development Authority,https://www.rada.gov.jm/publications/publications/post-harvest-marketing/item/501-marketing-business-profile-bread-fruit-artocarpus-altilis,Latin America,Jamaica,,2 - Public Sector/ Multilateral Agency,2013,,2588.0,US$/ha,2639.76,US$2014/ ha,,breadfruit,
Phillip 2009,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.415.2371&rep=rep1&type=pdf,Middle East and Africa,Nigeria,,1  - Peer Reviewed,2009,,1209.0,US$/ha,1329.9,US$2014/ ha,,plantain,
