"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
IPCC (2007),http://www.ipcc.ch/ipccreports/sres/land_use/index.php?idp=0,World,global ,,2 - Public Sector/ Multilateral Agency,2007,,3.5,tons C/ha/yr,,t C/ha/yr,,"convert cropland to orchard, AGB and SOC - excluded because couldn't find source",True
"Lamade and Bouillet 2005; coconut plantation in Vanuatu, high estimate; Lamade, Emmanuelle, and Jean-Pierre Bouillet. ""Carbon storage and global change: the role of oil palm."" OCL. Oléagineux Corps gras Lipides 12.2 (2005): 154-160.",https://www.ocl-journal.org/articles/ocl/pdf/2005/02/ocl2005122p154.pdf,Asia (sans Japan),Vanuatu,Tropical-Humid,1  - Peer Reviewed,2005,,125.0,gC/m2/yr,1.25,t C/ha/yr,,"coconut plantation, low estimate, AGB and SOC; see Table 6 p. 158",
"Lamade and Bouillet 2005; coconut plantation in Vanuatu, low estimate; Lamade, Emmanuelle, and Jean-Pierre Bouillet. ""Carbon storage and global change: the role of oil palm."" OCL. Oléagineux Corps gras Lipides 12.2 (2005): 154-160.",https://www.ocl-journal.org/articles/ocl/pdf/2005/02/ocl2005122p154.pdf,Asia (sans Japan),Vanuatu,Tropical-Humid,1  - Peer Reviewed,2005,,530.0,gC/m2/yr,5.3,t C/ha/yr,,"coconut plantation, high estimate, AGB and SOC; see Table 6 p. 158",
"Lamade and Bouillet 2005; oil palm, global average; Lamade, Emmanuelle, and Jean-Pierre Bouillet. ""Carbon storage and global change: the role of oil palm."" OCL. Oléagineux Corps gras Lipides 12.2 (2005): 154-160.",https://www.ocl-journal.org/articles/ocl/pdf/2005/02/ocl2005122p154.pdf,World,global,,1  - Peer Reviewed,2005,,6.083333333333333,tons C/ha/yr,,t C/ha/yr,,oil palm; global average (estimated based on global C storage divided by global area of cultivation); see Para 1 p. 159,
"Lamade and Bouillet 2005; oil palm (example 1, Indonesia); Lamade, Emmanuelle, and Jean-Pierre Bouillet. ""Carbon storage and global change: the role of oil palm."" OCL. Oléagineux Corps gras Lipides 12.2 (2005): 154-160.",https://www.ocl-journal.org/articles/ocl/pdf/2005/02/ocl2005122p154.pdf,Asia (Sans Japan),Indonesia,Tropical-Humid,1  - Peer Reviewed,2005,,1100.0,gC/m2/yr,11.0,t C/ha/yr,,"oil palm (example 1); see Table 6 p. 158; unclear, but probably only refers to AGB - excluded because only refers to AGB (see variable 26)",True
"Lamade and Bouillet 2005; oil palm (example 2, Malaysia); Lamade, Emmanuelle, and Jean-Pierre Bouillet. ""Carbon storage and global change: the role of oil palm."" OCL. Oléagineux Corps gras Lipides 12.2 (2005): 154-160.",https://www.ocl-journal.org/articles/ocl/pdf/2005/02/ocl2005122p154.pdf,Asia (Sans Japan),Indonesia,Tropical-Humid,1  - Peer Reviewed,2005,,1230.0,gC/m2/yr,12.3,t C/ha/yr,,"oil palm (example 2); see Table 6 p. 158; unclear, but probably only refers to AGB - excluded because only refers to AGB (see variable 26)",True
"Lamade and Bouillet 2005; oil palm (example 3, Cameroon); Lamade, Emmanuelle, and Jean-Pierre Bouillet. ""Carbon storage and global change: the role of oil palm."" OCL. Oléagineux Corps gras Lipides 12.2 (2005): 154-160.",https://www.ocl-journal.org/articles/ocl/pdf/2005/02/ocl2005122p154.pdf,Middle East and Africa,Malaysia,Tropical-Humid,1  - Peer Reviewed,2006,,1340.0,gC/m2/yr,13.4,t C/ha/yr,,"oil palm (example 3); see Table 6 p. 158; unclear, but probably only refers to AGB - excluded because only refers to AGB (see variable 26)",True
"Egbe and Tabot 2011; safou plum, average value for Cameroon case study; Egbe, E. A., and P. T. Tabot. ""Carbon sequestration in eight woody non-timber forest species and their economic potentials in southwestern Cameroon."" Applied Ecology and Environmental Research 9.4 (2011): 369-385.",http://www.aloki.hu/pdf/0904_369385.pdf,Middle East and Africa,Cameroon,Tropical-Humid,1  - Peer Reviewed,2011,,7.8,tons C/ha/yr,,t C/ha/yr,,"safou plum (Dacryodes edulis); see Table 2, p. 380; AGB and SOC",
"Egbe and Tabot 2011; dika nut, average value for Cameroon case study; Egbe, E. A., and P. T. Tabot. ""Carbon sequestration in eight woody non-timber forest species and their economic potentials in southwestern Cameroon."" Applied Ecology and Environmental Research 9.4 (2011): 369-385.",http://www.aloki.hu/pdf/0904_369385.pdf,Middle East and Africa,Cameroon,Tropical-Humid,1  - Peer Reviewed,2011,,7.2,tons C/ha/yr,,t C/ha/yr,,dika nut (Irvingia gabonensis) orchard; see Table 2 p. 380; AGB and SOC,
Egbe and Tabot,http://www.aloki.hu/pdf/0904_369385.pdf,Middle East and Africa,Cameroon,Tropical-Humid,1  - Peer Reviewed,2011,,7.5,tons C/ha/yr,,t C/ha/yr,,okoyong fruit (Trichocypha abut) orchard; see Table 2 p. 380; AGB and SOC - excluded because couldn't find the number,True
"Schroth et al 2002; peach palm plantation; Schroth, Götz, et al. ""Conversion of secondary forest into agroforestry and monoculture plantations in Amazonia: consequences for biomass, litter and soil carbon stocks after 7 years."" Forest Ecology and Management 163.1-3 (2002): 131-150.",http://repositorio.bibliotecaorton.catie.ac.cr/bitstream/handle/11554/5975/A4679e.pdf?sequence=1&isAllowed=y,Latin America,Brazil,Tropical-Humid,1  - Peer Reviewed,2001,,5.1,tons C/ha/yr,,t C/ha/yr,,peach palm plantation; see p. 146; AGB and SOC,
