Year,World
2012,549.0184471947126
2013,588.1218572646112
2014,626.7523633333333
2015,664.8896818469864
2016,702.7435499999999
2017,733.9926442341699
2018,742.6090637215567
2019,751.0010384412334
2020,759.3021707036837
2021,767.0811497867579
2022,774.8971182765786
2023,782.4843825464762
2024,787.9524175663875
2025,793.0699452857212
2026,800.9380244559936
2027,808.9673360989266
2028,816.1900005960622
2029,822.5856400736772
2030,829.1156734466094
2031,832.8199285546289
2032,836.3247241823075
2033,838.9361496673325
2034,840.6415669792285
2035,841.4679152585081
2036,841.2756702625848
2037,840.1854724998028
2038,838.1512649711408
2039,835.1663437807154
2040,830.1617160439855
2041,826.2844083064969
2042,820.0309834989329
2043,812.8120361673889
2044,804.6249897712595
2045,795.4988673264836
2046,785.3048234504186
2047,774.0499710128622
2048,761.7516394251759
2049,748.4051649778916
2050,733.8086501644887
2051,719.5590318339844
2052,703.455908296302
2053,686.3808397901632
2054,668.3431970175803
2055,649.3535565629033
2056,629.4237029321614
2057,608.5666305936414
2058,586.7965460172245
2059,564.1288697142533
2060,540.5802382781259
