Year,World
2012,107.90123227146243
2013,112.05468517660081
2014,116.80289663852082
2015,120.2257250745128
2016,124.7002622038573
2017,129.38551073109076
2018,134.2861788196412
2019,133.2219624876198
2020,136.1713102745608
2021,137.95618280150182
2022,139.66217509844282
2023,141.28822363538384
2024,142.83303907232485
2025,144.29582580926586
2026,145.67530854620688
2027,146.97094908314787
2028,148.1815072200889
2029,149.3064038070299
2030,150.34504214397094
2031,151.48030493091196
2032,152.53963471785292
2033,153.52180300479398
2034,154.42792129173498
2035,155.25524007867597
2036,156.00539736561697
2037,156.677106152558
2038,157.27071743949904
2039,157.78471022644004
2040,158.220605513381
2041,158.72158161371524
2042,159.08758451716662
2043,159.39037556705324
2044,159.63001424052027
2045,159.80656001471291
2046,159.92007236677648
2047,159.9706107738561
2048,159.95823471309694
2049,159.88300366164435
2050,159.20260356705396
2051,159.54421449523954
2052,159.28077533457778
2053,158.9547190918034
2054,158.56610524406162
2055,158.1149932684976
2056,157.60144264225664
2057,157.02551284248392
2058,156.3872633463247
2059,155.6867536309241
2060,154.92404317342738
