Year,World
2012,107.90123227146243
2013,112.05468517660081
2014,116.80289663852082
2015,120.2257250745128
2016,124.7002622038573
2017,129.38551073109076
2018,134.2861788196412
2019,156.88670788976438
2020,162.44193691096123
2021,162.74939816659798
2022,162.79032292879478
2023,162.56706276548073
2024,162.8923129644381
2025,163.0347470700142
2026,162.99588558458905
2027,162.77668919398403
2028,162.37933507998503
2029,161.80427890060867
2030,161.0525029484751
2031,159.43492817958574
2032,157.60488669385126
2033,155.55966731744346
2034,153.29841395888582
2035,150.81486577578593
2036,148.1086437299348
2037,145.17192494188447
2038,142.0039152622766
2039,138.59791768476308
2040,134.94863106953886
2041,130.47429847634808
2042,125.95742720417924
2043,121.10576471648594
2044,115.90922999506735
2045,110.35742572719427
2046,104.43971090068584
2047,98.14516284032085
2048,91.46251205343837
2049,84.38020384697224
2050,76.62239719587666
2051,76.83123279019088
2052,76.76024154580591
2053,76.67316645780878
2054,76.56963663373946
2055,76.44935665451914
2056,76.31219226644993
2057,76.1581508010315
2058,75.9872552467279
2059,75.79960000266684
2060,75.59528119645796
