"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
Energinet.dk 2012_District heating waste to energy,http://www.energinet.dk/SiteCollectionDocuments/Danske%20dokumenter/Forskning/Technology_data_for_energy_plants.pdf,OECD90,Denmark,,2 - Public Sector/ Multilateral Agency,2015,,,M€2008/MW,0.0,US$2014/kW,,Waste to energy District Heating Unit,
Energinet.dk 2012,http://www.energinet.dk/SiteCollectionDocuments/Danske%20dokumenter/Forskning/Technology_data_for_energy_plants.pdf,OECD90,Denmark,,2 - Public Sector/ Multilateral Agency,2015,,,M€2009/MW,0.0,US$2014/kW,,Biomass CHP unit,
Energinet.dk 2012,http://www.energinet.dk/SiteCollectionDocuments/Danske%20dokumenter/Forskning/Technology_data_for_energy_plants.pdf,OECD90,Denmark,,2 - Public Sector/ Multilateral Agency,2015,,,M€2010/MW,0.0,US$2014/kW,,Geothermal unit,
Solar District Heating,https://www.euroheat.org/wp-content/uploads/2016/04/SDHtake-off_SDH_Success_Factors.pdf,OECD90,Denmark,,2 - Public Sector/ Multilateral Agency,2010,,,M€2013,0.0,US$2014/kW,,2.7 MW Solar District Unit,
Energy Technology Network,http://iea-etsap.org/E-TechDS/PDF/E16_DistrHeat_EA_Final_Jan2013_GSOK.pdf,World,,,2 - Public Sector/ Multilateral Agency,2013,,,M€2013/MW,0.0,US$2014/kW,,Gas Boiler,1.0
Energinet.dk 2012,http://www.energinet.dk/SiteCollectionDocuments/Danske%20dokumenter/Forskning/Technology_data_for_energy_plants.pdf,OECD90,Denmark,,2 - Public Sector/ Multilateral Agency,2012,,,M€2012/MW,0.0,US$2014/kW,,Natural Gas + CHP,1.0
Energinet.dk 2012,http://www.energinet.dk/SiteCollectionDocuments/Danske%20dokumenter/Forskning/Technology_data_for_energy_plants.pdf,OECD90,Denmark,,2 - Public Sector/ Multilateral Agency,2012,,,M€2012/MW,0.0,US$2014/kW,,Geothermal - absorption heat pump 70Degree,
Energinet.dk 2012,http://www.energinet.dk/SiteCollectionDocuments/Danske%20dokumenter/Forskning/Technology_data_for_energy_plants.pdf,OECD90,Denmark,,2 - Public Sector/ Multilateral Agency,2012,,,M€2012/MW,0.0,US$2014/kW,,Geothermal - absorption heat pump 50Degree,
Energinet.dk 2012,http://www.energinet.dk/SiteCollectionDocuments/Danske%20dokumenter/Forskning/Technology_data_for_energy_plants.pdf,OECD90,Denmark,,2 - Public Sector/ Multilateral Agency,2012,,,M€2012/MW,0.0,US$2014/kW,,Geothermal - Electric heat pump,
Energy Technology Network,http://iea-etsap.org/E-TechDS/PDF/E16_DistrHeat_EA_Final_Jan2013_GSOK.pdf,World,,,2 - Public Sector/ Multilateral Agency,2013,,,M€2013/MW,0.0,US$2014/kW,,,
Energy Technology Network,http://iea-etsap.org/E-TechDS/PDF/E16_DistrHeat_EA_Final_Jan2013_GSOK.pdf,World,,,2 - Public Sector/ Multilateral Agency,2013,,,M€2013/MW,0.0,US$2014/kW,,Bio+CHP,
JRC (2013) District Heating  Wood chips boiler,http://publications.jrc.ec.europa.eu/repository/handle/JRC85804,OECD90,,,2 - Public Sector/ Multilateral Agency,2013,,,€2010/kW,0.0,US$2014/kW,,Wood Chips Boiler DH,
JRC (2013) District Heating  Natural gas boiler,http://publications.jrc.ec.europa.eu/repository/handle/JRC85804,OECD90,,,2 - Public Sector/ Multilateral Agency,2013,,,€2010/kW,0.0,US$2014/kW,,Natural Gas Boiler DH,1.0
