Year,World
2012,
2013,
2014,13479.7
2015,13627.6
2016,13752.9
2017,13877.6
2018,14001.7
2019,14125.2
2020,14248.4
2021,14329.0
2022,14381.4
2023,14460.3
2024,14510.4
2025,14615.5
2026,14635.9
2027,14683.4
2028,14729.4
2029,14801.4
2030,14809.5
2031,14832.6
2032,14791.5
2033,14776.2
2034,14758.6
2035,14712.2
2036,14688.6
2037,14635.9
2038,14580.5
2039,14522.3
2040,14459.8
2041,14436.2
2042,14408.1
2043,14374.8
2044,14310.3
2045,14261.3
2046,14199.0
2047,14124.2
2048,14046.0
2049,14047.7
2050,14119.7
2051,13902.1
2052,13810.7
2053,13716.2
2054,13646.8
2055,13546.9
2056,13444.8
2057,13340.7
2058,13235.2
2059,13124.1
2060,13011.2
