Year,World
2012,
2013,
2014,13479.7
2015,13620.4
2016,13711.3
2017,13796.8
2018,13875.8
2019,13948.9
2020,14015.3
2021,13999.7
2022,13976.7
2023,13944.6
2024,13903.9
2025,13882.1
2026,13807.8
2027,13751.3
2028,13683.8
2029,13610.9
2030,13492.3
2031,13407.6
2032,13276.3
2033,13131.9
2034,12973.9
2035,12832.9
2036,12881.6
2037,12930.1
2038,12977.1
2039,13022.2
2040,13064.3
2041,13149.9
2042,13232.2
2043,13309.9
2044,13386.0
2045,13478.6
2046,13532.1
2047,13602.8
2048,13672.1
2049,13740.2
2050,13797.7
2051,12949.8
2052,12893.0
2053,12833.9
2054,12772.6
2055,12709.5
2056,12644.7
2057,12578.3
2058,12510.4
2059,12433.9
2060,12354.1
