Year, Baseline: Based on- IEA ETP 2016 6DS, Baseline: Based on- AMPERE MESSAGE-MACRO Reference, Baseline: Based on- AMPERE GEM E3 Reference, Baseline: Based on- AMPERE IMAGE/TIMER Reference, Conservative: Based on- IEA ETP 2016 4DS, Conservative: Based on- AMPERE MESSAGE-MACRO 550, Conservative: Based on- AMPERE GEM E3 550, Conservative: Based on- AMPERE IMAGE/TIMER 550, Conservative: Based on- Greenpeace 2015 Reference, Ambitious: Based on- IEA ETP 2016 2DS, Ambitious: Based on- AMPERE MESSAGE-MACRO 450, Ambitious: Based on- AMPERE GEM E3 450, Ambitious: Based on- AMPERE IMAGE/TIMER 450, Ambitious: Based on- Greenpeace Energy [R]evolution, 100% REN: Based on- Greenpeace Advanced [R]evolution
2012, 10231.67033547350, 9170.82734542496, 9330.02530709233, 9617.19214438647, 10262.59011683090, 9150.86865645256, 9280.51486652480, 9569.50395975490, 9741.54445229163, 10305.81652442160, 9127.62395762832, 9298.17222802893, 9549.21871771130, 9741.54445229163, 9741.54445229163
2013, 10347.79666328460, 9101.28522821489, 9371.13096113136, 9769.15335439424, 10347.79666328460, 9047.68182671900, 9301.83786490696, 9696.87294226390, 9875.19533572738, 10347.79666328460, 9016.04583411878, 9309.28624470389, 9663.40026854910, 9743.60139759519, 9733.77986613595
2014, 10407.89374939750, 8994.83449038306, 9358.20025848018, 9861.99752945019, 10377.13952850010, 8911.33665382574, 9273.90177724738, 9766.50626682788, 9946.41123660308, 10334.14457739470, 8874.32776777484, 9266.69222641601, 9719.39723662560, 9675.97206686837, 9695.36435922658
2015, 10521.49563140290, 8946.62798118035, 9390.21500713282, 9999.56587485167, 10459.99831042270, 8836.20121547395, 9294.67464635841, 9881.36284455501, 10068.73325355270, 10374.02395531000, 8796.37401713529, 9268.80305415933, 9819.77590973204, 9677.09192400771, 9729.54546720668
2016, 10634.44654265380, 8908.74413577970, 9418.26438408041, 10130.96153316910, 10542.22252554280, 8774.58649673979, 9315.42433124836, 9990.92949099039, 10190.43733580660, 10413.29169944080, 8734.57241775790, 9267.26868049507, 9914.22659324899, 9694.84588953169, 9784.26294890132
2017, 10746.75661338890, 8880.96880130754, 9442.56899174924, 10256.51020086650, 10623.82724439080, 8726.22744026733, 9336.18470081894, 10095.53544599270, 10311.49166576480, 10451.96978693420, 8688.56759635354, 9262.54485592114, 10003.10634615110, 9728.11604750890, 9858.40135085326
2018, 10858.49732919750, 8863.20661107563, 9463.48443973498, 10376.68959296430, 10704.88770025570, 8690.97323073890, 9357.12147019365, 10195.65830530360, 10431.92356847140, 10490.13869043040, 8658.11693700063, 9255.21785952896, 10086.91879593310, 9775.83481546503, 9950.89565869971
2019, 10969.79321817380, 8855.43994754298, 9481.45771542278, 10492.08765232590, 10785.53031983200, 8668.74641888767, 9378.48973546733, 10291.88189689300, 10551.81188996910, 10527.92749090110, 8643.05060245260, 9245.95994981740, 10166.27135160900, 9836.97745257821, 10060.72502342960
2020, 11080.75427903240, 8720.69745357812, 9498.29027679685, 10638.45010369120, 10865.86582320190, 8669.86146442737, 9416.82543127125, 10455.72187644930, 10701.49806450640, 10565.44791691310, 8666.26490465072, 9342.80269789887, 10308.57511283220, 10047.75223754810, 10200.45297186130
2021, 11198.34735226450, 8869.39809664686, 9509.93269354150, 10710.46430469210, 10943.24409139830, 8662.63939455017, 9423.11359752520, 10474.53761440970, 10790.12328036340, 10583.28210514460, 8657.96963110739, 9223.90079471206, 10313.59446440050, 9995.27768056677, 10328.15067309560
