Year, Baseline: Based on- IEA ETP 2016 6DS, Baseline: Based on- AMPERE MESSAGE-MACRO Reference, Baseline: Based on- AMPERE GEM E3 Reference, Baseline: Based on- AMPERE IMAGE/TIMER Reference, Conservative: Based on- IEA ETP 2016 4DS, Conservative: Based on- AMPERE MESSAGE-MACRO 550, Conservative: Based on- AMPERE GEM E3 550, Conservative: Based on- AMPERE IMAGE/TIMER 550, Conservative: Based on- Greenpeace 2015 Reference, Ambitious: Based on- IEA ETP 2016 2DS, Ambitious: Based on- AMPERE MESSAGE-MACRO 450, Ambitious: Based on- AMPERE GEM E3 450, Ambitious: Based on- AMPERE IMAGE/TIMER 450, Ambitious: Based on- Greenpeace Energy [R]evolution, 100% REN: Based on- Greenpeace Advanced [R]evolution
2012, 3220.09761141162, 3335.41366143444, 3522.64777511020, 3594.89013010099, 3234.26378854642, 3322.51354237585, 3538.94532526113, 3587.36659519125, 3190.07731699797, 3238.91062455585, 3326.70900445187, 3533.70704757683, 3582.42154307885, 3190.07731699797, 3190.07731699797
2013, 3243.75863551411, 3351.53200473668, 3533.67910952104, 3647.94089154614, 3239.78034757534, 3314.23511361509, 3561.11603734041, 3636.43346794347, 3226.94210553769, 3239.78034757534, 3334.12218380561, 3553.26292915382, 3627.40292669945, 3203.14051533937, 3191.42718894118
2014, 3235.19355254996, 3336.57901727772, 3508.42746292077, 3663.91870542385, 3213.76403733791, 3278.09500386162, 3548.40383593425, 3648.90666925671, 3232.09417284929, 3209.16235222734, 3311.61297339147, 3538.04056926296, 3635.24873593429, 3184.95352790236, 3148.86000115486
2015, 3255.69605497858, 3354.17732687209, 3513.99943926616, 3712.36063083573, 3217.27821062569, 3276.71160234307, 3568.40738438324, 3694.05120581401, 3266.62209233985, 3208.08041173656, 3322.40471890896, 3555.46729845090, 3675.06028294198, 3195.95393035564, 3141.48792122792
2016, 3275.74964334204, 3373.93704882800, 3518.42656622453, 3760.17940254269, 3220.84083078281, 3279.94064220432, 3588.79080007181, 3738.86354354132, 3301.16224679779, 3207.05225372849, 3336.26894779464, 3573.27762887444, 3713.95664235235, 3206.99349489895, 3140.03556699044
2017, 3295.33265147627, 3395.79087962891, 3521.71021033302, 3807.28616381879, 3224.42904922189, 3287.62755170764, 3609.43575453743, 3783.23516701327, 3335.69257974858, 3206.05492569238, 3353.14375492608, 3591.35293542793, 3751.87039655177, 3218.04980151854, 3144.24843204009
2018, 3314.45154203483, 3419.77375409844, 3523.95760045759, 3853.70247449176, 3228.04789103144, 3299.71997527272, 3630.33186506801, 3827.16777651892, 3370.21925380150, 3205.09328126666, 3373.06924252883, 3609.68226905402, 3788.84360829382, 3229.12809921580, 3153.90016103453
2019, 3333.10166589734, 3445.87159222167, 3525.22439467056, 3899.39267713911, 3231.69154818833, 3316.11999391657, 3651.41607532897, 3870.60649751051, 3404.73720323479, 3204.16140588070, 3396.03770830609, 3628.20238601885, 3824.86215932516, 3240.22282012026, 3168.75467626044
2020, 3339.45650844530, 3335.00809400387, 3526.01904509465, 3948.05352131121, 3235.35303410500, 3299.34749087281, 3672.63634912713, 3936.19932508121, 3439.23988234804, 3203.25225173965, 3304.33064264643, 3646.86116725035, 3875.52809137462, 3251.32715688303, 3276.67352450389
2021, 3368.99489029927, 3504.46738031504, 3525.15354105463, 3988.56778632539, 3255.23150048595, 3361.56672939575, 3678.07241824500, 3955.89888351690, 3437.38352875126, 3213.41426748145, 3451.18526930558, 3636.97990547362, 3894.09413325903, 3249.57223048403, 3213.14901673585
2022, 3386.25772179575, 3537.09618116580, 3524.08761640241, 4032.15352918223, 3275.12739148085, 3390.57712048978, 3683.70369899362, 3997.81464420833, 3435.56995442549, 3223.60357969174, 3483.50770321129, 3627.31033900794, 3927.44891144818, 3247.85774598801, 3242.24848319114
2023, 3403.02471354713, 3571.95286665380, 3522.43420513062, 4075.04610201716, 3295.00059606977, 3423.67931486900, 3689.46393265351, 4039.19326884264, 3433.75651785386, 3233.78047418284, 3519.01316249052, 3617.78496097678, 3959.96674264882, 3246.14339171953, 3275.60629982338
2024, 3419.23918796887, 3608.99916844063, 3520.22637002585, 4117.17543556748, 3314.79543744496, 3460.75763953729, 3695.26421144904, 4079.94666279386, 3431.88557283789, 3243.89046398445, 3557.67172235773, 3608.31525683021, 3991.60142736764, 3244.37467114535, 3312.93924734633
2025, 3416.59199251174, 3648.21078205174, 3517.51381895873, 4158.48704293223, 3334.47372124210, 3501.71008373976, 3701.03270639080, 4120.00232232419, 3429.91894818009, 3253.89674001171, 3599.46713700140, 3598.83078605506, 4022.32265358664, 3242.51549866072, 3267.79317324706
