Year, Baseline: Based on- IEA ETP 2016 6DS, Baseline: Based on- AMPERE MESSAGE-MACRO Reference, Baseline: Based on- AMPERE GEM E3 Reference, Baseline: Based on- AMPERE IMAGE/TIMER Reference, Conservative: Based on- IEA ETP 2016 4DS, Conservative: Based on- AMPERE MESSAGE-MACRO 550, Conservative: Based on- AMPERE GEM E3 550, Conservative: Based on- AMPERE IMAGE/TIMER 550, Conservative: Based on- Greenpeace 2015 Reference, Ambitious: Based on- IEA ETP 2016 2DS, Ambitious: Based on- AMPERE MESSAGE-MACRO 450, Ambitious: Based on- AMPERE GEM E3 450, Ambitious: Based on- AMPERE IMAGE/TIMER 450, Ambitious: Based on- Greenpeace Energy [R]evolution, 100% REN: Based on- Greenpeace Advanced [R]evolution
2032, 3150.93249523717, 2082.14563980331, 3782.71412585924, 3480.93363877038, 2992.15455359573, 2227.38811430841, 3835.29786934711, 3207.80901917255, 2606.77268931529, 2775.24328933544, 2253.53417238637, 3590.47603106071, 3027.51264309683, 2417.98664953581, 2861.19057496720
2033, 3248.99826069643, 2134.54769183516, 3902.74097231959, 3614.84761444083, 3081.64289839947, 2298.33282292921, 3959.38699030696, 3327.05263934224, 2662.35772719764, 2851.06438952738, 2329.50444719300, 3699.19465193668, 3127.27781353305, 2483.19263177520, 2967.10223992708
2034, 3347.03189403977, 2188.74294565654, 4026.93352557369, 3750.69507982232, 3171.10184618953, 2371.28279299435, 4086.31337622839, 3448.07614589521, 2717.68901186858, 2926.86042753213, 2407.82472859855, 3812.22519966218, 3228.40358717402, 2549.66191285703, 3074.30910275307
2035, 3445.02807901751, 2244.78167677603, 4155.51716074535, 3888.30530500139, 3260.52637139909, 2446.17921457836, 4216.11248043377, 3570.71066355078, 2772.68578201242, 3002.62678711414, 2488.43395839162, 3929.83230142094, 3330.79857141607, 2617.26696214843, 3182.44449877810
2036, 3531.32619364403, 2302.71638480070, 4288.72175579634, 4027.51045145830, 3338.41452969802, 2522.96534391639, 4348.82364468356, 3694.78994904503, 2827.27229630023, 3071.57240358061, 2571.27319374172, 4052.28503610836, 3434.37402242603, 2685.88494354006, 3291.14749998366
2037, 3617.59643555706, 2362.60231408389, 4426.78279778890, 4168.14662466676, 3416.27750120698, 2601.58711800526, 4484.49118494059, 3820.15133771816, 2881.37633417517, 3140.49570165575, 2656.28625360037, 4179.85797021172, 3539.04468151424, 2755.39642837093, 3400.06155812827
2038, 3703.84321438737, 2424.49573700457, 4569.93830480504, 4310.05094268906, 3494.11944746536, 2681.99129788695, 4623.16121378315, 3946.63303945028, 2934.92501908731, 3209.40050495131, 2743.41784442986, 4312.82825061184, 3644.72623147388, 2825.68149018161, 3508.82978171573
2039, 3790.07234643722, 2488.45447905905, 4718.42988300914, 4453.06243189357, 3571.94583919857, 2764.12603721764, 4764.88264407886, 4074.07495236511, 2987.84655985659, 3278.29182644620, 2832.61415038545, 4451.47661584628, 3751.33604704603, 2896.62137852460, 3617.09697417585
2040, 3876.28921030148, 2596.51184317614, 4847.93793892006, 4609.27316242783, 3649.76171533352, 2843.64340863882, 4905.65509031728, 4219.32742731128, 3042.71660027033, 3347.17426860022, 2890.28681740930, 4635.23498311046, 3899.61484558580, 2996.54830766603, 3764.63561833976
2041, 3978.93838141991, 2622.79188113122, 5032.37718613079, 4741.74500775238, 3737.16349165620, 2933.36980184849, 5057.66027190821, 4331.18221463204, 3091.51573888556, 3423.80232635092, 3016.97565481967, 4746.92179842860, 3966.99529480245, 3039.98620990526, 3830.70298695942
2042, 4081.57269197011, 2693.27593870288, 5198.29977850927, 4887.07030579744, 3824.55391890716, 3020.36165002656, 5208.79329428499, 4460.50529028240, 3142.11221585405, 3500.42098403943, 3112.01959215353, 4904.26587081327, 4075.86013945028, 3112.16687524327, 3935.32376550627
2043, 4184.19976821261, 2766.04844845621, 5370.51583898896, 5032.83334174897, 3911.94003008680, 3108.86343240633, 5363.15509526313, 4590.12425849499, 3191.78753290948, 3577.03663529572, 3208.89983047949, 5068.40488037311, 4185.30265180364, 3184.52195818124, 4038.01763437286
2044, 4286.82961465913, 2841.17250383778, 5549.28062243131, 5178.87690556502, 3999.33102537017, 3198.82699815497, 5520.80339442114, 4719.88214423637, 3240.47265785201, 3653.65763375488, 3307.56660172265, 5239.63372939075, 4295.24403837633, 3256.93614616244, 4138.43447221234
2045, 4389.46890816234, 2918.70731085455, 5734.84273161007, 5325.03532371880, 4086.73294315612, 3290.19929932944, 5681.78805798188, 4849.61417233636, 3288.09584696689, 3730.28942250420, 3407.96515133029, 5418.24135794995, 4405.59861416174, 3329.29162789074, 4236.22105823170
2046, 4497.52087158552, 2998.70565335971, 5927.43888621793, 5471.12966792858, 4178.44107645901, 3382.91945069036, 5846.14603668989, 4979.14343048298, 3334.58300172929, 3811.13156733102, 3510.03264303865, 5604.50579688269, 4516.26995345842, 3401.46835750548, 4331.02133027210
2047, 4605.58147039243, 3081.21281074966, 6127.29139075218, 5616.96574159924, 4270.15914077534, 3476.91745966860, 6013.89914874802, 5108.27907516786, 3379.85481054921, 3891.98338683696, 3613.69676972371, 5798.69173071209, 4627.14935578999, 3473.34102726945, 4422.47248575658
2048, 4713.64124480464, 3166.27026546630, 6334.61509310706, 5762.34096355220, 4361.87820278952, 3572.11841823218, 6185.06127305180, 5236.82263038632, 3423.82757694064, 3972.83668624767, 3718.88003951622, 6001.05701155850, 4738.12161376676, 3544.77972290466, 4510.20581522198
2049, 4821.68534531490, 3253.91364157292, 6549.61298585034, 5907.04085294698, 4453.58443202119, 3668.44023760675, 6359.63435873552, 5364.56481667271, 3466.41405620259, 4053.67883972042, 3825.49737444174, 6211.84842016132, 4849.06215308689, 3615.65062180637, 4593.84765442208
2050, 4929.70023228657, 3293.69655194796, 6778.67897586302, 6079.97396434230, 4545.26531325492, 3761.67111612643, 6538.63723664797, 5529.97866282029, 3506.91714840034, 4134.49845283140, 3962.05756861738, 6421.43325298846, 4960.62146551567, 3678.82004946770, 4663.19585036560
2051, 5037.67842293760, 3437.10582475762, 7003.45193081687, 6193.56165726498, 4636.91399402292, 3864.12161831701, 6719.02935893283, 5616.81259691241, 3547.08950779612, 4215.28930761994, 4042.69689736139, 6659.70530153264, 5070.35585554477, 3755.16304866795, 4747.37467101723
2052, 5145.61540517137, 3532.73758489043, 7242.72107647886, 6334.97094364423, 4728.52639380244, 3963.32810146413, 6903.87639027469, 5740.91547445847, 3585.01852478241, 4296.04771828370, 4153.11988166730, 6897.28564517677, 5180.47589624458, 3823.55094400135, 4816.53109230144
2053, 5253.50333908735, 3631.07914673153, 7490.43430426931, 6474.80680749040, 4820.09539938944, 4063.30233296674, 7092.10267075649, 5863.34374473690, 3621.23451943078, 4376.76725200477, 4264.60931400741, 7144.23958086091, 5290.03669063257, 3890.85673112924, 4880.12963728418
2054, 5361.33411106398, 3732.12267710553, 7746.70147285780, 6612.77628752222, 4911.61368373380, 4163.91245867248, 7283.62432199471, 5983.81733383989, 3655.65662954500, 4457.44129399071, 4377.02702436370, 7400.72471889012, 5398.85122370022, 3956.95234070022, 4937.80499260237
2055, 5469.09890929432, 3835.86835134689, 8011.64636425346, 6748.60312290083, 5003.07331580235, 4265.03622916059, 7478.37352481638, 6102.07152041723, 3688.20380444800, 4538.06269299453, 4490.24451863699, 7666.91125809940, 5506.74637798383, 4021.70935144247, 4989.19177479898
2056, 5576.78844526195, 3942.33252250062, 8285.42429817161, 6882.04215793986, 5094.46596398263, 4366.57015572113, 7676.31457996338, 6217.86990865482, 3718.79498612506, 4618.62394607583, 4604.15272239068, 7942.99890219642, 5613.57450273077, 4084.99917802569, 5033.92483628867
2057, 5684.39198178974, 4051.55362911298, 8568.23562824053, 7012.88891567856, 5185.78200898638, 4468.43586961695, 7877.45535785582, 6331.01297666027, 3747.34849554233, 4699.11639462258, 4718.66885543908, 8229.23003499404, 5719.22106923926, 4146.69238772893, 5071.63850361376
2058, 5791.89719420903, 4163.58080207424, 8860.30292169097, 7140.95863098397, 5277.01042274950, 4570.56718623797, 8081.82493685874, 6441.31902769838, 3773.78200837737, 4779.53011644376, 4833.72295544674, 8525.86813648880, 5823.58748786585, 4206.65864368220, 5101.96662376585
2059, 5899.29062888558, 4278.47723463618, 9161.87887718101, 7266.09113917295, 5368.13919125935, 4672.91352468715, 8289.47995669227, 6548.62852886596, 3798.01292479911, 4859.85431040369, 4949.26159696884, 8833.20562075056, 5926.59508503420, 4264.76708832894, 5124.54316060083
2060, 6006.55898998010, 4412.38613652612, 9473.20675238214, 7375.12720109552, 5459.15648651197, 4777.51994254556, 8500.46796135160, 6635.44559047167, 3819.95924785580, 4940.07835775902, 5057.10599165342, 9151.52590506316, 6023.69241590839, 4320.88731917915, 5139.00348707554
