,Total Area (km2),"AEZ1: Forest, prime, minimal","AEZ2: Forest, good, minimal","AEZ3: Forest, good, moderate","AEZ4: Forest, good, steep","AEZ5: Forest, marginal, minimal","AEZ6: Forest, marginal, moderate","AEZ7: Forest, marginal, steep","AEZ8: Grassland, prime, minimal","AEZ9: Grassland, good, minimal","AEZ10: Grassland, good, moderate","AEZ11: Grassland, good, steep","AEZ12: Grassland, marginal, minimal","AEZ13: Grassland, marginal, moderate","AEZ14: Grassland, marginal, steep","AEZ15: Irrigated Cropland, prime, minimal","AEZ16: Irrigated Cropland, good, minimal","AEZ17: Irrigated Cropland, good, moderate","AEZ18: Irrigated Cropland, good, steep","AEZ19: Irrigated Cropland, marginal, minimal","AEZ20: Irrigated Cropland, marginal, moderate","AEZ21: Irrigated Cropland, marginal, steep","AEZ22: Rainfed Cropland, prime, minimal","AEZ23: Rainfed Cropland, good, minimal","AEZ24: Rainfed Cropland, good, moderate","AEZ25: Rainfed Cropland, good, steep","AEZ26: Rainfed Cropland, marginal, minimal","AEZ27: Rainfed Cropland, marginal, moderate","AEZ28: Rainfed Cropland, marginal, steep",AEZ29: All Barren Land
OECD90,2971992.379752389,313752.18372751825,311581.267852756,144605.07138368313,41829.4734173622,114316.05365060222,53054.15570187034,15346.815809271766,478078.57303270156,474770.6490805873,220341.3705653828,63737.48454751518,174188.60692766643,80841.04706481547,23384.646173695604,35.78231027125285,35.53472510871898,16.491689299416315,4.770501287101962,13.03733555608802,6.050636008169972,1.7502492522571305,579.706931138194,575.6958196789329,267.1808086335307,77.28658770695566,211.21704350963986,98.02596884160481,28.355676731360884,460214.0945339372
Eastern Europe,1575338.8701766955,219606.02582701546,220837.64596747054,140736.97485416415,33230.86375435384,36522.232786641594,23275.1464760163,5495.735731200717,186190.1772516319,187234.3907307222,119322.05500861876,28174.365386137917,30964.910778571302,19733.537053945714,4659.4896750529415,5613.7316429334105,5645.215227814608,3597.62263396123,849.4719153415704,933.6083246934662,594.9765074718146,140.4860611600119,1194.198692002452,1200.896136461166,765.3155720763899,180.70658070567015,198.6047625904947,126.56824589921993,29.8853385150767,298284.03125352535
Asia (Sans Japan),2948212.9961637394,200454.06829367494,163989.4260139654,161637.9038691855,79086.89341133712,101429.14362255306,99974.70303359594,48916.05553761087,228320.96105578094,186787.04637533118,184108.61834136627,90081.46187453745,115529.70587275868,113873.0706350906,55716.309010215664,43883.95562232839,35901.01590347736,35386.21421187359,17313.920093087207,22205.146921846434,21886.736790266572,10708.837334680326,46775.96510435626,38266.93932434744,37718.211534871014,18454.92983959247,23668.494847919163,23329.101076495444,11414.56357731721,731393.5970342774
Middle East and Africa,13668694.326876823,589685.4329700544,717787.3807600135,414729.53781739256,70256.76669625666,262621.86897259316,151739.9849303828,25705.332626781437,1317003.0417258905,1603105.8440973961,926256.6654360885,156911.41457363262,586539.5021182552,338895.9783154477,57410.272265901665,18679.816979954965,22737.778743466424,13137.63479553957,2225.5654796819704,8319.229496026703,4806.757956974352,814.2831449280966,37767.6971708384,45972.26743935886,26562.263058115048,4499.748748111289,16820.193722337026,9718.52021287646,1646.3544188876958,6236337.192203639
Latin America,1171661.0915941463,186156.011372974,235028.26085126374,89449.25573433687,27266.316867248734,44039.625212703875,16761.012840870528,5109.165899518691,151423.9053104952,191177.8021775928,72760.23766577608,22179.09673193419,35822.92072619215,13633.822526627477,4155.921947824068,303.91924277678487,383.70832369172075,146.03530592014712,44.51512639580104,71.89931417257213,27.364114073991605,8.341250008261202,838.6650269771792,1058.842963348112,402.9843673606842,122.83947320521148,198.40612825055027,75.5112616706736,23.017676009214302,72991.68615492772
TOTAL,22335899.66456379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,1429222.251072187,52136.1256353807,43870.325374455555,66629.19013979765,36708.36863270403,31988.77891887384,48583.78447693578,26766.518794680014,100255.05400806745,84360.35064298693,128124.46215692864,70588.28086992199,61512.75567717795,93424.0869894271,51470.62146765143,4275.358660688706,3597.531908079239,5463.8445348064715,3010.224481411809,2623.200349641111,3984.053306629718,2194.9553510294436,6850.109089128305,5764.074543863636,8754.33713985359,4823.072803233284,4202.971021567233,6383.37083114324,3516.823919024269,467359.6193470975
India,276822.1030548357,17086.927810057095,20365.481539477383,6471.793282580101,1868.7638988384292,16001.449781017945,5084.980436312936,1468.31449194448,7722.358764347805,9204.086106337983,2924.8973327647423,844.579285001585,7231.781940694132,2298.1336186008693,663.5980096441026,14369.310767033508,17126.421812866352,5442.476841428327,1571.5434343216102,13456.474281537849,4276.2318039794,1234.7841269669796,27917.209554010376,33273.82324816062,10573.838156774049,3053.2506458027547,26143.71826641192,8308.015694608182,2398.982650273593,8438.875473040567
EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,296294.4988948848,48677.67056780928,32905.47941786358,24795.077440431767,7203.003898783691,5695.179130014849,4291.4557108439585,1246.6737517125616,52049.19446098566,35184.58621939398,26512.439735061726,7701.8999935251595,6089.63992258742,4588.6914926068375,1333.0211527255083,16.332307898183714,11.040430142219959,8.319232091279295,2.416748297412363,1.9108436784611467,1.4398670927214163,0.41828335916752424,88.49896342570135,59.82416137703309,45.07895768104662,13.095498842855381,10.35418177679419,7.802127290950376,2.2665286458788163,37751.687868939145
