VMA number,Title on xls,Fixed Mean,Fixed High,Fixed Low
1,Current Adoption,720.2677307209212,1528.4741109606462,-87.93864951880357
2,CONVENTIONAL First Cost per Implementation Unit,2010.0317085196398,3373.5568673016687,646.5065497376106
3,SOLUTION First Cost per Implementation Unit,5281.757878571429,7647.409881346417,2916.1058757964397
4,CONVENTIONAL Lifetime Capacity,178021.6744009262,225212.4575469707,130830.89125488169
5,SOLUTION Lifetime Capacity,358697.6666666667,425115.5685749694,292279.76475836395
6,CONVENTIONAL Average Annual Use,4967.648441815689,6603.246811821508,3332.050071809869
7,SOLUTION Average Annual Use,7306.278000000001,7786.78196684731,6825.774033152692
8,CONVENTIONAL Variable Operating Cost (VOM) per Functional Unit,0.0047524321679508165,0.007992783095689826,0.0015120812402118068
9,SOLUTION Variable Operating Cost (VOM) per Functional Unit,0.015994691591122715,0.03246889767692085,-0.0004795144946754225
10,CONVENTIONAL Fixed Operating Cost (FOM),32.89064573433522,63.04748100463679,2.7338104640336525
11,SOLUTION Fixed Operating Cost (FOM),130.7921470815979,172.5143508790219,89.06994328417393
20,SOLUTION Indirect CO2 Emissions per Unit,16830.0,30878.491022170314,2781.508977829686
23,2005-2014 Average CONVENTIONAL Fuel Price per functional unit,0.03446521920306304,0.04109236644397384,0.027838071962152235
24,Weighted Average CONVENTIONAL Plant Efficiency,0.4102147445137418,0.4736845414315057,0.3467449475959779
25,Coal Plant Efficiency,0.36697534187007497,0.4322357828600367,0.3017149008801132
26,Natural Gas Plant Efficiency,0.4733587008768759,0.565872832325824,0.3808445694279278
27,Oil Plant Efficiency,0.39,0.39,0.39
28,Fuel price (Uranium),0.0050216189150724105,0.007164100649484819,0.002879137180660002
