Year,World
2012,
2013,
2014,13481.694444444443
2015,13637.843666317178
2016,13699.333314057589
2017,13751.052868914165
2018,13791.529275331357
2019,13820.693236954612
2020,13837.88058711727
2021,13839.12173328498
2022,13825.95363830421
2023,13794.551152499189
2024,13747.243763019036
2025,13709.636938759235
2026,13595.472752978389
2027,13488.7482789351
2028,13359.818089887965
2029,13217.842870206701
2030,13261.540674573134
2031,13433.870780066067
2032,13570.101111679458
2033,13705.022205693109
2034,13838.129190921187
2035,13970.276085066735
2036,14097.894276144913
2037,14224.409985678965
2038,14348.609194218416
2039,14470.132586132957
2040,14587.79304961251
2041,14705.484342984366
2042,14819.301039507121
2043,14927.237971815135
2044,15033.632787124578
2045,15157.104225360723
2046,15242.182822803377
2047,15345.691208266699
2048,15448.962991988075
2049,15552.582043580656
2050,15646.930954180823
2051,14785.515844898919
2052,14778.83420810877
2053,14770.947854446453
2054,14761.875394149314
2055,14769.155929521978
2056,14782.794213301035
2057,14796.38660854069
2058,14809.826596664176
2059,14814.65069624824
2060,14817.086407292927
