"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
NTEL (2013) Power Generation Technology Comparsion from a LCA,https://www.netl.doe.gov/File%20Library/Research/Energy%20Analysis/Life%20Cycle%20Analysis/Technology-Assessment-Compilation-Report.pdf,USA,,,2 - Public Sector/ Multilateral Agency,2013,,49.0,g-CO2eq/kWh,49000.0,t CO2-eq/ TWh,,Parabolic Trough,
2015_Hertwich_Integrated LCA of ELC supply scenarios (CSP Trough),http://www.pnas.org/content/112/20/6277.abstract,World,,,1  - Peer Reviewed,2015,,22.7,g-CO2eq/kWh,22700.0,t CO2-eq/ TWh,,,
2015_Hertwich_Integrated LCA of ELC supply scenarios (CSP Tower),http://www.pnas.org/content/112/20/6277.abstract,World,,,1  - Peer Reviewed,2015,,33.0,g-CO2eq/kWh,33000.0,t CO2-eq/ TWh,,,
"IPCC (2014), median",https://www.ipcc.ch/pdf/assessment-report/ar5/wg3/ipcc_wg3_ar5_annex-iii.pdf,World,,,1  - Peer Reviewed,2014,,27.0,g-CO2eq/kWh,27000.0,t CO2-eq/ TWh,,,1.0
"IPCC (2014), high",https://www.ipcc.ch/pdf/assessment-report/ar5/wg3/ipcc_wg3_ar5_annex-iii.pdf,World,,,1  - Peer Reviewed,2014,,63.0,g-CO2eq/kWh,63000.0,t CO2-eq/ TWh,,,
"IPCC (2014), low",https://www.ipcc.ch/pdf/assessment-report/ar5/wg3/ipcc_wg3_ar5_annex-iii.pdf,World,,,1  - Peer Reviewed,2014,,8.8,g-CO2eq/kWh,8800.0,t CO2-eq/ TWh,,,
2013_Masanet et al. High (CSP),http://www.annualreviews.org/doi/pdf/10.1146/annurev-environ-010710-100408,World,,,1  - Peer Reviewed,2013,,89.0,g-CO2eq/kWh,89000.0,t CO2-eq/ TWh,,,
2013_Masanet et al. Low (CSP),http://www.annualreviews.org/doi/pdf/10.1146/annurev-environ-010710-100409,World,,,1  - Peer Reviewed,2013,,7.0,g-CO2eq/kWh,7000.0,t CO2-eq/ TWh,,,
"Norton (1998). GHG emissions from energy efficient processing of central receiver CSP. Norton, B. E.  et al.(1998). Full-energy-chain analysis of greenhouse gas emissions for solar thermal electric power generation systems. Renewable Energy, 131-136.",https://inis.iaea.org/collection/NCLCollectionStore/_Public/29/022/29022134.pdf,World,,,1  - Peer Reviewed,1998,,21.11,g-CO2eq/kWh,21110.0,t CO2-eq/ TWh,,GHG emissions from energy efficient processing of central receiver CSP,
"Norton (1998). GHG emissions from energy efficient processing of parabolic dish CSP. Norton, B. E. et al.(1998). Full-energy-chain analysis of greenhouse gas emissions for solar thermal electric power generation systems. Renewable Energy, 131-136.",https://inis.iaea.org/collection/NCLCollectionStore/_Public/29/022/29022134.pdf,World,,,1  - Peer Reviewed,1998,,24.01,g-CO2eq/kWh,24010.0,t CO2-eq/ TWh,,GHG emissions from energy efficient processing of parabolic dish CSP,
"Norton (1998). GHG emissions from energy efficient processing of parabolic trough CSP. Norton, B. E. et al. (1998). Full-energy-chain analysis of greenhouse gas emissions for solar thermal electric power generation systems. Renewable Energy, 131-136.",https://inis.iaea.org/collection/NCLCollectionStore/_Public/29/022/29022134.pdf,World,,,1  - Peer Reviewed,1998,,30.03,g-CO2eq/kWh,30030.0,t CO2-eq/ TWh,,GHG emissions from energy efficient processing ofparabolic trough CSP,
"Norton (1998). GHG emissions from energy efficient processing of solar pond CSP. Norton, B. E. et al.(1998). Full-energy-chain analysis of greenhouse gas emissions for solar thermal electric power generation systems. Renewable Energy, 131-136.",https://inis.iaea.org/collection/NCLCollectionStore/_Public/29/022/29022134.pdf,World,,,1  - Peer Reviewed,1998,,5.05,g-CO2eq/kWh,5050.0,t CO2-eq/ TWh,,GHG emissions from energy efficient processing of solar pond CSP,
NREL (2012).Harmonised median value for solar tower CSP projects.NREL (2012). Life Cycle Greenhouse Gas Emissions from Concentrating Solar Power. Golden: NREL. p-2.,https://www.nrel.gov/docs/fy13osti/56416.pdf,World,,,2 - Public Sector/ Multilateral Agency,2012,,22.0,g-CO2eq/kWh,22000.0,t CO2-eq/ TWh,,Harmonised median value for solar tower CSP projects,
NREL (2012).Harmonised median value for parabolic trough CSP projects.NREL (2012). Life Cycle Greenhouse Gas Emissions from Concentrating Solar Power. Golden: NREL. p-2.,https://www.nrel.gov/docs/fy13osti/56416.pdf,World,,,2 - Public Sector/ Multilateral Agency,2012,,23.0,g-CO2eq/kWh,23000.0,t CO2-eq/ TWh,,Harmonised median value for parabolic trough CSP projects,
"Kommalapati( 2017). Min range of parabolic trough CSP systems. Kommalapati R., et al. (2017, March 11). Review of the Life Cycle Greenhouse Gas Emissions from Different Photovoltaic and Concentrating Solar Power Electricity Generation Systems. (S. Ulgiati, Ed.) Energies. vol 10(3), pp1-18; doi: doi:10.3390/en10030350",https://www.mdpi.com/1996-1073/10/3/350,World,,,1  - Peer Reviewed,2016,,15.0,g-CO2eq/kWh,15000.0,t CO2-eq/ TWh,,Min range of parabolic trough CSP systems,
"Kommalapati( 2017). Max range of parabolic trough CSP systems. Kommalapati R., et al. (2017, March 11). Review of the Life Cycle Greenhouse Gas Emissions from Different Photovoltaic and Concentrating Solar Power Electricity Generation Systems. (S. Ulgiati, Ed.) Energies. vol 10(3), pp1-18;  doi: doi:10.3390/en10030350",https://www.mdpi.com/1996-1073/10/3/350,World,,,1  - Peer Reviewed,2016,,185.0,g-CO2eq/kWh,185000.0,t CO2-eq/ TWh,,Max range of parabolic trough CSP systems,
"Kommalapati( 2017). Min range of central rceiver CSP systems. Kommalapati R., et al. (2017, March 11). Review of the Life Cycle Greenhouse Gas Emissions from Different Photovoltaic and Concentrating Solar Power Electricity Generation Systems. (S. Ulgiati, Ed.) Energies. vol 10(3), pp1-18;  doi: doi:10.3390/en10030350",https://www.mdpi.com/1996-1073/10/3/350,World,,,1  - Peer Reviewed,2016,,18.0,g-CO2eq/kWh,18000.0,t CO2-eq/ TWh,,Min range of central rceiver CSP,
"Kommalapati( 2017). Max range of central receiver CSP systems. Kommalapati R., et al. (2017, March 11). Review of the Life Cycle Greenhouse Gas Emissions from Different Photovoltaic and Concentrating Solar Power Electricity Generation Systems. (S. Ulgiati, Ed.) Energies. vol 10(3), pp1-18;  doi: doi:10.3390/en10030350",https://www.mdpi.com/1996-1073/10/3/350,World,,,1  - Peer Reviewed,2016,,213.0,g-CO2eq/kWh,213000.0,t CO2-eq/ TWh,,Max range of central receiver CSP,
"Kommalapati( 2017). Min range of paraboloidal dish CSP systems. Kommalapati R., et al. (2017, March 11). Review of the Life Cycle Greenhouse Gas Emissions from Different Photovoltaic and Concentrating Solar Power Electricity Generation Systems. (S. Ulgiati, Ed.) Energies. vol 10(3), pp1-18;  doi: doi:10.3390/en10030350",https://www.mdpi.com/1996-1073/10/3/350,World,,,1  - Peer Reviewed,2016,,24.0,g-CO2eq/kWh,24000.0,t CO2-eq/ TWh,,Min range of paraboloidal dish CSP ,
"Kommalapati( 2017). Max range of paraboloidal dish CSP systems. Kommalapati R., et al. (2017, March 11). Review of the Life Cycle Greenhouse Gas Emissions from Different Photovoltaic and Concentrating Solar Power Electricity Generation Systems. (S. Ulgiati, Ed.) Energies. vol 10(3), pp1-18;  doi: doi:10.3390/en10030350",https://www.mdpi.com/1996-1073/10/3/350,World,,,1  - Peer Reviewed,2016,,58.0,g-CO2eq/kWh,58000.0,t CO2-eq/ TWh,,Max range of paraboloidal dish CSP ,
"Kommalapati( 2017). Min range of solar chimney CSP systems. Kommalapati R., et al. (2017, March 11). Review of the Life Cycle Greenhouse Gas Emissions from Different Photovoltaic and Concentrating Solar Power Electricity Generation Systems. (S. Ulgiati, Ed.) Energies. vol 10(3), pp1-18;  doi: doi:10.3390/en10030350",https://www.mdpi.com/1996-1073/10/3/350,World,,,1  - Peer Reviewed,2016,,10.0,g-CO2eq/kWh,10000.0,t CO2-eq/ TWh,,Min range of solar chimney CSP ,
"Kommalapati( 2017). Max range of solar chimney CSP systems. Kommalapati R., et al. (2017, March 11). Review of the Life Cycle Greenhouse Gas Emissions from Different Photovoltaic and Concentrating Solar Power Electricity Generation Systems. (S. Ulgiati, Ed.) Energies. vol 10(3), pp1-18;  doi: doi:10.3390/en10030350",https://www.mdpi.com/1996-1073/10/3/350,World,,,1  - Peer Reviewed,2016,,62.9,g-CO2eq/kWh,62900.0,t CO2-eq/ TWh,,Max range of solar chimney CSP,
"Kommalapati( 2017). Min range of solar pond CSP systems. Kommalapati R., et al. (2017, March 11). Review of the Life Cycle Greenhouse Gas Emissions from Different Photovoltaic and Concentrating Solar Power Electricity Generation Systems. (S. Ulgiati, Ed.)Energies. vol 10(3), pp1-18;  doi: doi:10.3390/en10030350",https://www.mdpi.com/1996-1073/10/3/350,World,,,1  - Peer Reviewed,2016,,5.0,g-CO2eq/kWh,5000.0,t CO2-eq/ TWh,,Min range of solar pond CSP,
"Kommalapati( 2017). Max range of solar pond CSP systems. Kommalapati R., et al. (2017, March 11). Review of the Life Cycle Greenhouse Gas Emissions from Different Photovoltaic and Concentrating Solar Power Electricity Generation Systems. (S. Ulgiati, Ed.) Energies. vol 10(3), pp1-18;  doi: doi:10.3390/en10030350",https://www.mdpi.com/1996-1073/10/3/350,World,,,1  - Peer Reviewed,2016,,6.0,g-CO2eq/kWh,6000.0,t CO2-eq/ TWh,, Max range of solar pond CSP ,
