"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"IEA-ETSAP/IRENA Technology Brief (2013), household, low",http://iea-etsap.org/E-TechDS/PDF/E19IR_Heat%20Pumps_HN_Jan2013_GSOK.pdf,OECD90,North America,,2 - Public Sector/ Multilateral Agency,2013,,,kW,,,,,
"IEA-ETSAP/IRENA Technology Brief (2013), household, high",http://iea-etsap.org/E-TechDS/PDF/E19IR_Heat%20Pumps_HN_Jan2013_GSOK.pdf,OECD90,North America,,2 - Public Sector/ Multilateral Agency,2013,,,kW,,,,,
"IEA-ETSAP/IRENA Technology Brief (2013), household, low",http://iea-etsap.org/E-TechDS/PDF/E19IR_Heat%20Pumps_HN_Jan2013_GSOK.pdf,Asia (Sans Japan),China & India,,2 - Public Sector/ Multilateral Agency,2013,,,kW,,,,,
"IEA-ETSAP/IRENA Technology Brief (2013), household, high",http://iea-etsap.org/E-TechDS/PDF/E19IR_Heat%20Pumps_HN_Jan2013_GSOK.pdf,Asia (Sans Japan),China & India,,2 - Public Sector/ Multilateral Agency,2013,,,kW,,,,,
"IEA-ETSAP/IRENA Technology Brief (2013), household, low",http://iea-etsap.org/E-TechDS/PDF/E19IR_Heat%20Pumps_HN_Jan2013_GSOK.pdf,OECD90,OECD Pacific,,2 - Public Sector/ Multilateral Agency,2013,,,kW,,,,,
"IEA-ETSAP/IRENA Technology Brief (2013), household, high",http://iea-etsap.org/E-TechDS/PDF/E19IR_Heat%20Pumps_HN_Jan2013_GSOK.pdf,OECD90,OECD Pacific,,2 - Public Sector/ Multilateral Agency,2013,,,kW,,,,,
"IEA-ETSAP/IRENA Technology Brief (2013), household, low",http://iea-etsap.org/E-TechDS/PDF/E19IR_Heat%20Pumps_HN_Jan2013_GSOK.pdf,OECD90,OECD Europe,,2 - Public Sector/ Multilateral Agency,2013,,,kW,,,,,
"IEA-ETSAP/IRENA Technology Brief (2013), household, high",http://iea-etsap.org/E-TechDS/PDF/E19IR_Heat%20Pumps_HN_Jan2013_GSOK.pdf,OECD90,OECD Europe,,2 - Public Sector/ Multilateral Agency,2013,,,kW,,,,,
"EIA (2016), Residential Air Source Heat Pumps",https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf,OECD90,USA,,2 - Public Sector/ Multilateral Agency,2013,,,kBtu/h,0.0,kW,,,
"EIA (2016), Residential Ground Source Heat Pumps",https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf,OECD90,USA,,2 - Public Sector/ Multilateral Agency,2013,,,kBtu/h,0.0,kW,,,
