"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"US DOE 2016, Heat Pump/AC US shipment data, energy use, installation costs, and discount rates.",https://www.regulations.gov/document?D=EERE-2014-BT-STD-0048-0029,OECD90,USA,,2 - Public Sector/ Multilateral Agency,2016,,,years,0.0,TWh (th)/Installation Units,,,
"IEA-ETSAP/IRENA Technology Brief (2013), low",http://iea-etsap.org/E-TechDS/PDF/E19IR_Heat%20Pumps_HN_Jan2013_GSOK.pdf,World,North America,,2 - Public Sector/ Multilateral Agency,2013,,,years,0.0,TWh (th)/Installation Units,,,
"IEA-ETSAP/IRENA Technology Brief (2013), high",http://iea-etsap.org/E-TechDS/PDF/E19IR_Heat%20Pumps_HN_Jan2013_GSOK.pdf,World,North America,,2 - Public Sector/ Multilateral Agency,2013,,,years,0.0,TWh (th)/Installation Units,,,
"IEA-ETSAP/IRENA Technology Brief (2013), low",http://iea-etsap.org/E-TechDS/PDF/E19IR_Heat%20Pumps_HN_Jan2013_GSOK.pdf,World,China & India,,2 - Public Sector/ Multilateral Agency,2013,,,years,0.0,TWh (th)/Installation Units,,,
"IEA-ETSAP/IRENA Technology Brief (2013), high",http://iea-etsap.org/E-TechDS/PDF/E19IR_Heat%20Pumps_HN_Jan2013_GSOK.pdf,World,China & India,,2 - Public Sector/ Multilateral Agency,2013,,,years,0.0,TWh (th)/Installation Units,,,
"IEA-ETSAP/IRENA Technology Brief (2013), low",http://iea-etsap.org/E-TechDS/PDF/E19IR_Heat%20Pumps_HN_Jan2013_GSOK.pdf,OECD90,OECD Pacific,,2 - Public Sector/ Multilateral Agency,2013,,,years,0.0,TWh (th)/Installation Units,,,
"IEA-ETSAP/IRENA Technology Brief (2013), low",http://iea-etsap.org/E-TechDS/PDF/E19IR_Heat%20Pumps_HN_Jan2013_GSOK.pdf,OECD90,OECD Europe,,2 - Public Sector/ Multilateral Agency,2013,,,years,0.0,TWh (th)/Installation Units,,,
"IEA-ETSAP/IRENA Technology Brief (2013), low",http://iea-etsap.org/E-TechDS/PDF/E19IR_Heat%20Pumps_HN_Jan2013_GSOK.pdf,OECD90,OECD Pacific,,2 - Public Sector/ Multilateral Agency,2013,,,years,0.0,TWh (th)/Installation Units,,,
"IEA-ETSAP/IRENA Technology Brief (2013), high",http://iea-etsap.org/E-TechDS/PDF/E19IR_Heat%20Pumps_HN_Jan2013_GSOK.pdf,OECD90,OECD Europe,,2 - Public Sector/ Multilateral Agency,2013,,,years,0.0,TWh (th)/Installation Units,,,
"EIA (2016), average GSHP, residential",https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf,OECD90,USA,,2 - Public Sector/ Multilateral Agency,2016,,,years,0.0,TWh (th)/Installation Units,,,
Energy.Gov,http://energy.gov/energysaver/articles/geothermal-heat-pumps,OECD90,USA,,2 - Public Sector/ Multilateral Agency,,,,years,0.0,TWh (th)/Installation Units,,,
Strategic Energy Technologies Information System (SETIS),https://setis.ec.europa.eu/system/files/A%20review%20of%20factors%20affecting%20environmental%20and%20economic%20life-cycle%20performance%20for%20electrically-driven%20heat-pumps.pdf,OECD90,UK,,2 - Public Sector/ Multilateral Agency,,,,years,0.0,TWh (th)/Installation Units,,,
Ground Source Heat Pump Association,http://www.gshp.org.uk/documents/CE82-DomesticGroundSourceHeatPumps.pdf,OECD90,EU,,,,,,years,0.0,TWh (th)/Installation Units,,,
"US DOE ""Buildings Energy Data Book""",http://buildingsdatabook.eren.doe.gov/TableView.aspx?table=5.3.8,OECD90,USA,,2 - Public Sector/ Multilateral Agency,,,,years,0.0,TWh (th)/Installation Units,,,
