"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"EIA (2016), Residential Gas Fired Furnaces",https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf,OECD90,USA,,2 - Public Sector/ Multilateral Agency,2013,,,kBTu/hr,0.0,kW,0.08333333333333333,Residential,
"EIA (2016), Residential Oil Fired Furnaces",https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf,OECD90,USA,,2 - Public Sector/ Multilateral Agency,2013,,,kBTu/hr,0.0,kW,0.08333333333333333,Residential,
"EIA (2016), Residential Gas Fired Boilers",https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf,OECD90,USA,,2 - Public Sector/ Multilateral Agency,2013,,,kBTu/hr,0.0,kW,0.08333333333333333,Residential,
"EIA (2016), Residential Oil Fired Boilers",https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf,OECD90,USA,,2 - Public Sector/ Multilateral Agency,2013,,,kBTu/hr,0.0,kW,0.08333333333333333,Residential,
"EIA (2016), Residential Room Air Conditioners",https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf,OECD90,USA,,2 - Public Sector/ Multilateral Agency,2013,,,kBTu/hr,0.0,kW,0.08333333333333333,Residential,
"EIA (2016), Residential Central Air (Hot-Dry and Hot Humid)",https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf,OECD90,USA,,2 - Public Sector/ Multilateral Agency,2013,,,kBTu/hr,0.0,kW,0.08333333333333333,Residential,
"EIA (2016), Residential Central Air (other)",https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf,OECD90,USA,,2 - Public Sector/ Multilateral Agency,2013,,,kBTu/hr,0.0,kW,0.08333333333333333,Residential,
"EIA (2016), Residential Electric Resistance Furnaces",https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf,OECD90,USA,,2 - Public Sector/ Multilateral Agency,2013,,,kBTu/hr,0.0,kW,0.08333333333333333,Residential,
"EIA (2016), Residential Electric Resistance Unit Heaters",https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf,OECD90,USA,,2 - Public Sector/ Multilateral Agency,2013,,,kBTu/hr,0.0,kW,0.08333333333333333,Residential,
"EIA (2016), Commercial Gas Fired Furnaces",https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf,OECD90,USA,,2 - Public Sector/ Multilateral Agency,2013,,,kBTu/hr,0.0,kW,0.03571428571428571,Commercial,
"EIA (2016), Commercial Oil Fired Furnaces",https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf,OECD90,USA,,2 - Public Sector/ Multilateral Agency,2013,,,kBTu/hr,0.0,kW,0.03571428571428571,Commercial,
"EIA (2016), Commerical Gas Fired Boilers",https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf,OECD90,USA,,2 - Public Sector/ Multilateral Agency,2013,,,kBTu/hr,0.0,kW,0.03571428571428571,Commercial,
"EIA (2016), Commercial Oil Fired Boilers",https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf,OECD90,USA,,2 - Public Sector/ Multilateral Agency,2013,,,kBTu/hr,0.0,kW,0.03571428571428571,Commercial,
"EIA (2016), Commerical Room Air Conditioners",https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf,OECD90,USA,,2 - Public Sector/ Multilateral Agency,2013,,,kBTu/hr,0.0,kW,0.03571428571428571,Commercial,
"EIA (2016), Commerical Electric Resistance Heaters, small",https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf,OECD90,USA,,2 - Public Sector/ Multilateral Agency,2013,,,kBTu/hr,0.0,kW,0.03571428571428571,Commercial,
"EIA (2016), Commerical Electric Resistance Heaters, large",https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf,OECD90,USA,,2 - Public Sector/ Multilateral Agency,2013,,,kBTu/hr,0.0,kW,0.03571428571428571,Commercial,
