"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
WCOT,https://qt.wocat.net/qt_summary1.php?lang=english&qt_id=143,Asia (Sans Japan),China,,2 - Public Sector/ Multilateral Agency,2002,,,US$2002,0.0,US$2014,,Corrected the year of data reported from 2006 to 2002,
WCOT,https://qt.wocat.net/qt_summary1.php?qt_id=478&lang=english,Middle East and Africa,Kenya,,2 - Public Sector/ Multilateral Agency,2002,,,US$2002,0.0,US$2014,,Corrected the year of data reported from 2004 to 2002,
WCOT,https://qcat.wocat.net/en/summary/1099/,Asia (Sans Japan),Kyrgyzstan,,2 - Public Sector/ Multilateral Agency,2011,,,US$2011,0.0,US$2014,,Corrected the year of data reported from 2004 to 2011,
WCOT,https://qt.wocat.net/qt_summary1.php?qt_id=167&lang=english,Asia (Sans Japan),Tajikistan,,2 - Public Sector/ Multilateral Agency,2011,,,US$2011,0.0,US$2014,,,1.0
WCOT,https://qcat.wocat.net/af/summary/2969/,Asia (Sans Japan),Tajikistan,,2 - Public Sector/ Multilateral Agency,2004,,,US$2004,0.0,US$2014,,Corrected the vaue from 550 USD2004 to 470 USD2011,
Thang et al 2015,http://www.worldagroforestry.org/sea/Publications/files/journal/JA0637-15.pdf,Asia (Sans Japan),Vietnam,,1  - Peer Reviewed,2013,,,US$2013,0.0,US$2014,,"Refer table 1, input cost in year 1",
Thang et al 2015,http://www.worldagroforestry.org/sea/Publications/files/journal/JA0637-15.pdf,Asia (Sans Japan),Vietnam,,1  - Peer Reviewed,2013,,,US$2013,0.0,US$2014,,"Refer table 2, input cost in year 1",
Thang et al 2015,http://www.worldagroforestry.org/sea/Publications/files/journal/JA0637-15.pdf,Asia (Sans Japan),Vietnam,,1  - Peer Reviewed,2013,,,US$2013,0.0,US$2014,,"Refer table 3, input cost in year 1",
Thang et al 2015,http://www.worldagroforestry.org/sea/Publications/files/journal/JA0637-15.pdf,Asia (Sans Japan),Vietnam,,1  - Peer Reviewed,2013,,,US$2013,0.0,US$2014,,"Refer table 4, input cost in year 1",
WCOT,https://qt.wocat.net/qt_summary1.php?qt_id=54&lang=english,Middle East and Africa,Nigeria ,,2 - Public Sector/ Multilateral Agency,2010,,,US$2010,0.0,US$2014,,Corrected the year of data reported from 2009 to 2010,
WCOT,https://qcat.wocat.net/en/wocat/technologies/view/technologies_1338/,Middle East and Africa,Togo,,2 - Public Sector/ Multilateral Agency,2010,,,US$2010,0.0,US$2014,,Corrected the year of data reported from 2009 to 2010,
