"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
BWEA (0-1.5 kW),http://doc.wind-watch.org/AEA-UK-Small-Wind-Survey-2008.pdf,EU,,,2 - Public Sector/ Multilateral Agency,,,,%(capacity factor),0.0,TWh/TW/year,0.15,,
BWEA (1.5-10 kW),http://doc.wind-watch.org/AEA-UK-Small-Wind-Survey-2008.pdf,EU,,,2 - Public Sector/ Multilateral Agency,,,,%(capacity factor),0.0,TWh/TW/year,0.15,,
BWEA (10-20 kW),http://doc.wind-watch.org/AEA-UK-Small-Wind-Survey-2008.pdf,EU,,,2 - Public Sector/ Multilateral Agency,,,,%(capacity factor),0.0,TWh/TW/year,0.15,,
BWEA (20-50 kW),http://doc.wind-watch.org/AEA-UK-Small-Wind-Survey-2008.pdf,EU,,,2 - Public Sector/ Multilateral Agency,,,,%(capacity factor),0.0,TWh/TW/year,0.15,,
"M. Lenzen, J. Munksgaard / Renewable Energy 26 (2002) 339–362",http://industrializedcyclist.com/turbinelifecycle.pdf,USA,,,2 - Public Sector/ Multilateral Agency,,,,%(capacity factor),0.0,TWh/TW/year,0.3,,
"Distributed Wind Market Report 2014, 5.5kW",http://energy.gov/sites/prod/files/2015/08/f25/2014-Distributed-Wind-Market-Report-8.7_0.pdf,USA,,,2 - Public Sector/ Multilateral Agency,,,,kWh,0.0,TWh/TW/year,0.3,"5,5 kW @ 11m/s",
"Distributed Wind Market Report 2014, 8.9kW",http://energy.gov/sites/prod/files/2015/08/f25/2014-Distributed-Wind-Market-Report-8.7_0.pdf,USA,,,2 - Public Sector/ Multilateral Agency,,,,kWh,0.0,TWh/TW/year,0.3,"8,9 kW @ 11m/s",
"Distributed Wind Market Report 2014, 5.4kW",http://energy.gov/sites/prod/files/2015/08/f25/2014-Distributed-Wind-Market-Report-8.7_0.pdf,USA,,,2 - Public Sector/ Multilateral Agency,,,,kWh,0.0,TWh/TW/year,0.3,"5,4 kW @ 11m/s",
"Distributed Wind Market Report 2014, 2.5kW",http://energy.gov/sites/prod/files/2015/08/f25/2014-Distributed-Wind-Market-Report-8.7_0.pdf,USA,,,2 - Public Sector/ Multilateral Agency,,,,kWh,0.0,TWh/TW/year,0.3,"2,5 kW @ 11m/s",
"Distributed Wind Market Report 2014, 5.2kW",http://energy.gov/sites/prod/files/2015/08/f25/2014-Distributed-Wind-Market-Report-8.7_0.pdf,USA,,,2 - Public Sector/ Multilateral Agency,,,,kWh,0.0,TWh/TW/year,0.3,"5,2 kW @ 11m/s",
"Distributed Wind Market Report 2014, 9.8kW",http://energy.gov/sites/prod/files/2015/08/f25/2014-Distributed-Wind-Market-Report-8.7_0.pdf,USA,,,2 - Public Sector/ Multilateral Agency,,,,kWh,0.0,TWh/TW/year,0.3,"9,8 kW @ 11m/s",
"Distributed Wind Market Report 2014, 3.2kW",http://energy.gov/sites/prod/files/2015/08/f25/2014-Distributed-Wind-Market-Report-8.7_0.pdf,USA,,,2 - Public Sector/ Multilateral Agency,,,,kWh,0.0,TWh/TW/year,0.3,"3,2 kW @ 11m/s",
"Distributed Wind Market Report 2014, 1.2kW",http://energy.gov/sites/prod/files/2015/08/f25/2014-Distributed-Wind-Market-Report-8.7_0.pdf,USA,,,2 - Public Sector/ Multilateral Agency,,,,kWh,0.0,TWh/TW/year,0.3,"1,2 kW @ 11m/s",
"Distributed Wind Market Report 2014, 3.2kW",http://energy.gov/sites/prod/files/2015/08/f25/2014-Distributed-Wind-Market-Report-8.7_0.pdf,USA,,,2 - Public Sector/ Multilateral Agency,,,,kWh,0.0,TWh/TW/year,0.3,"3,2 kW @ 11m/s",
"Distributed Wind Market Report 2014, 1.7kW",http://energy.gov/sites/prod/files/2015/08/f25/2014-Distributed-Wind-Market-Report-8.7_0.pdf,USA,,,2 - Public Sector/ Multilateral Agency,,,,kWh,0.0,TWh/TW/year,0.3,"1,7 kW @ 11m/s",
"Distributed Wind Market Report 2014, 5kW",http://energy.gov/sites/prod/files/2015/08/f25/2014-Distributed-Wind-Market-Report-8.7_0.pdf,USA,,,2 - Public Sector/ Multilateral Agency,,,,kWh,0.0,TWh/TW/year,0.3,5 kW @ 11m/s,
"Distributed Wind Market Report 2014, 10.4kW",http://energy.gov/sites/prod/files/2015/08/f25/2014-Distributed-Wind-Market-Report-8.7_0.pdf,USA,,,2 - Public Sector/ Multilateral Agency,,,,kWh,0.0,TWh/TW/year,0.3,"10,4 kW @ 11m/s",
"Distributed Wind Market Report 2014, 2.1kW",http://energy.gov/sites/prod/files/2015/08/f25/2014-Distributed-Wind-Market-Report-8.7_0.pdf,USA,,,2 - Public Sector/ Multilateral Agency,,,,kWh,0.0,TWh/TW/year,0.3,"2,1 kW @ 11m/s",
