"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"Shackley et al. 2015, Selangor (Harsono et al. 2013)",https://www.researchgate.net/publication/276290888_Economic_evaluation_of_biochar_systems_current_evidence_and_challenges,Asia (Sans Japan),Malaysia,,,2015,,,US$2007/tons,0.0,US2014$/output tonne biochar,,,
Hammond et al 2011 (Harsono et al. 2013),https://www.researchgate.net/publication/276290888_Economic_evaluation_of_biochar_systems_current_evidence_and_challenges,USA,USA,,,2015,,,US$2011/tons,0.0,US2014$/output tonne biochar,,,
"Hammond et al 2011, Green Energy Corp. ",https://www.researchgate.net/publication/276290888_Economic_evaluation_of_biochar_systems_current_evidence_and_challenges,USA,USA,,,2015,,,US$2011/tons,0.0,US2014$/output tonne biochar,,,
"Hammond et al 2011, GEM America",https://www.researchgate.net/publication/276290888_Economic_evaluation_of_biochar_systems_current_evidence_and_challenges,USA,USA,,,2015,,,US$2011/tons,0.0,US2014$/output tonne biochar,,,
"Hammond et al 2011, International Environmental Services Corporation",https://www.researchgate.net/publication/276290888_Economic_evaluation_of_biochar_systems_current_evidence_and_challenges,USA,USA,,,2015,,,US$2011/tons,0.0,US2014$/output tonne biochar,,,
"Hammond et al 2011, Pan America Resources",https://www.researchgate.net/publication/276290888_Economic_evaluation_of_biochar_systems_current_evidence_and_challenges,OECD90,UK,,,2015,,,US$2011/tons,0.0,US2014$/output tonne biochar,,,
"Hammond et al 2011, Wastegen",https://www.researchgate.net/publication/276290888_Economic_evaluation_of_biochar_systems_current_evidence_and_challenges,OECD90,UK,,,2014,,,US$2007/tons,0.0,US2014$/output tonne biochar,,,
"Shackley et al. 2015, (McCarl et al. 2009)",https://www.researchgate.net/publication/276290888_Economic_evaluation_of_biochar_systems_current_evidence_and_challenges,World,World,,,2015,,,US$2007/tons,0.0,US2014$/output tonne biochar,,,
"Shackley et al. 2015, (Bridgwater 2009, small scale)",https://www.researchgate.net/publication/276290888_Economic_evaluation_of_biochar_systems_current_evidence_and_challenges,OECD90,UK and Europe,,,2015,,,US$2007/tons,0.0,US2014$/output tonne biochar,,,
"Shackley et al. 2015, (Bridgwater 2009, medium scale)",https://www.researchgate.net/publication/276290888_Economic_evaluation_of_biochar_systems_current_evidence_and_challenges,OECD90,UK and Europe,,,2015,,,US$2007/tons,0.0,US2014$/output tonne biochar,,,
"Shackley et al. 2015, (Bridgwater 2009, large scale)",https://www.researchgate.net/publication/276290888_Economic_evaluation_of_biochar_systems_current_evidence_and_challenges,OECD90,UK and Europe,,,2015,,,US$2007/tons,0.0,US2014$/output tonne biochar,,,
"Shackley et al. 2015, UKBRC: large scale",https://www.researchgate.net/publication/276290888_Economic_evaluation_of_biochar_systems_current_evidence_and_challenges,OECD90,UK,,,2015,,,US$2007/tons,0.0,US2014$/output tonne biochar,,,
"Shackley et al. 2015, UKBRC: medium scale",https://www.researchgate.net/publication/276290888_Economic_evaluation_of_biochar_systems_current_evidence_and_challenges,OECD90,UK,,,2015,,,US$2007/tons,0.0,US2014$/output tonne biochar,,,
"Shackley et al. 2015, UKBRC: small scale",https://www.researchgate.net/publication/276290888_Economic_evaluation_of_biochar_systems_current_evidence_and_challenges,OECD90,UK,,,2015,,,US$2007/tons,0.0,US2014$/output tonne biochar,,,
"Shackley et al. 2015, Sonnenerde",https://www.researchgate.net/publication/276290888_Economic_evaluation_of_biochar_systems_current_evidence_and_challenges,OECD90,Austria,,,2015,,,US$2007/tons,0.0,US2014$/output tonne biochar,,,
