"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
Kindermann et al 2008,http://siteresources.worldbank.org/EXTCC/Resources/407863-1213125462243/5090543-1213136742584/PNAS200710616r2builtfilesubmitted.pdf,World,World,,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha,,Refer table 2,True
Kindermann et al 2008,http://siteresources.worldbank.org/EXTCC/Resources/407863-1213125462243/5090543-1213136742584/PNAS200710616r2builtfilesubmitted.pdf,World,World,,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha,,Refer table 2,True
Kindermann et al 2008,http://siteresources.worldbank.org/EXTCC/Resources/407863-1213125462243/5090543-1213136742584/PNAS200710616r2builtfilesubmitted.pdf,World,World,,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha,,Refer table 2,True
Kindermann et al 2008,http://siteresources.worldbank.org/EXTCC/Resources/407863-1213125462243/5090543-1213136742584/PNAS200710616r2builtfilesubmitted.pdf,Latin America,Central and South America,,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha,,Refer table 2,
Kindermann et al 2008,http://siteresources.worldbank.org/EXTCC/Resources/407863-1213125462243/5090543-1213136742584/PNAS200710616r2builtfilesubmitted.pdf,Latin America,Central and South America,,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha,,Refer table 2,
Kindermann et al 2008,http://siteresources.worldbank.org/EXTCC/Resources/407863-1213125462243/5090543-1213136742584/PNAS200710616r2builtfilesubmitted.pdf,Latin America,Central and South America,,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha,,Refer table 2,
Kindermann et al 2008,http://siteresources.worldbank.org/EXTCC/Resources/407863-1213125462243/5090543-1213136742584/PNAS200710616r2builtfilesubmitted.pdf,Middle East and Africa,Africa,,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha,,Refer table 2,
Kindermann et al 2008,http://siteresources.worldbank.org/EXTCC/Resources/407863-1213125462243/5090543-1213136742584/PNAS200710616r2builtfilesubmitted.pdf,Middle East and Africa,Africa,,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha,,Refer table 2,
Kindermann et al 2008,http://siteresources.worldbank.org/EXTCC/Resources/407863-1213125462243/5090543-1213136742584/PNAS200710616r2builtfilesubmitted.pdf,Middle East and Africa,Africa,,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha,,Refer table 2,
Kindermann et al 2008,http://siteresources.worldbank.org/EXTCC/Resources/407863-1213125462243/5090543-1213136742584/PNAS200710616r2builtfilesubmitted.pdf,Asia (Sans Japan),Southeast Asia,,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha,,Refer table 2,
