"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
North Carolina Division of Pollution Prevention and Environmental Assistance,http://infohouse.p2ric.org/ref/03/02243.pdf,OECD90,USA,,no,1999,,,dollars per metric tons,0.0,US2014$/Million Metric Tonnes of Recycled Paper Produced,0.00625,Printing/Writing,
Staples,http://www.staples.com/Staples-30-Recycled-Copy-Paper-8-1-2-x-11-Case/product_492072?externalize=certona,OECD90,USA,,no,2015,,,dollars per metric tons,0.0,US2014$/Million Metric Tonnes of Recycled Paper Produced,0.00625,Printing/Writing,
Staples ,http://www.staples.com/Staples-100-Recycled-Copy-Paper-8-1-2-x-11-Case,OECD90,USA,,no,2015,,,dollars per metric tons,0.0,US2014$/Million Metric Tonnes of Recycled Paper Produced,0.00625,Printing/Writing,
Husky paper Standard,http://www.thepapermartstore.com/,OECD90,USA,,no,2015,,,dollars per metric tons,0.0,US2014$/Million Metric Tonnes of Recycled Paper Produced,0.00625,Printing/Writing,
Husky paper Bright,http://www.thepapermartstore.com/,OECD90,USA,,no,2015,,,dollars per metric tons,0.0,US2014$/Million Metric Tonnes of Recycled Paper Produced,0.00625,Printing/Writing,
HP printing paper,http://store.hp.com/us/en/pdp/hp-recycled-paper-500-sht-letter-85-x-11-in,,,,yes,2016,no,,US$ per ream,0.0,US2014$/Million Metric Tonnes of Recycled Paper Produced,0.00625,Printing/Writing,
Snavely/Responsible Purchasing Network 2008 - low,https://multco.us/file/13254/download,OECD90,USA,,yes,2004,yes,,US$/case,0.0,US2014$/Million Metric Tonnes of Recycled Paper Produced,0.00625,Printing/Writing,
Snavely/Responsible Purchasing Network 2009 - high,https://multco.us/file/13254/download,OECD90,USA,,yes,2004,yes,,US$/case,0.0,US2014$/Million Metric Tonnes of Recycled Paper Produced,0.00625,Printing/Writing,
