,"AEZ1: Forest, prime, minimal","AEZ2: Forest, good, minimal","AEZ3: Forest, good, moderate","AEZ4: Forest, good, steep","AEZ5: Forest, marginal, minimal","AEZ6: Forest, marginal, moderate","AEZ7: Forest, marginal, steep","AEZ8: Grassland, prime, minimal","AEZ9: Grassland, good, minimal","AEZ10: Grassland, good, moderate","AEZ11: Grassland, good, steep","AEZ12: Grassland, marginal, minimal","AEZ13: Grassland, marginal, moderate","AEZ14: Grassland, marginal, steep","AEZ15: Irrigated Cropland, prime, minimal","AEZ16: Irrigated Cropland, good, minimal","AEZ17: Irrigated Cropland, good, moderate","AEZ18: Irrigated Cropland, good, steep","AEZ19: Irrigated Cropland, marginal, minimal","AEZ20: Irrigated Cropland, marginal, moderate","AEZ21: Irrigated Cropland, marginal, steep","AEZ22: Rainfed Cropland, prime, minimal","AEZ23: Rainfed Cropland, good, minimal","AEZ24: Rainfed Cropland, good, moderate","AEZ25: Rainfed Cropland, good, steep","AEZ26: Rainfed Cropland, marginal, minimal","AEZ27: Rainfed Cropland, marginal, moderate","AEZ28: Rainfed Cropland, marginal, steep",AEZ29: All Barren Land
Tropical-Humid,8.038239263775678,2.8145768202773014,2.4777146671121124,0.0,0.0,0.0,0.0,21.37991039941132,15.430060443843361,15.046368103704301,1.5767137975650019,4.296500009693872,4.059182358057448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.458415380770006,6.604778573427492,6.291778534989284,0.0,0.6249947355876248,0.43140099833099355,0.0,104.77418741521707
Temperate/Boreal-Humid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.993286933563715,8.308069219940682,8.005930147186634,0.0,0.2699115717412405,0.08303545326670914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45042315458453,2.2289443095252066,2.021198439293207,0.0,0.0,0.0,0.0,82.50458120357351
Tropical-Semi-Arid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.278385330050871,1.279061150529247,1.1501292650420527,0.0,0.0,0.0,0.0,53.4940458401459
Temperate/Boreal-Semi-Arid,1.2242138790411028,0.0,0.0,0.0,0.0,0.0,0.0,10.496248490648167,3.5763228097012645,3.1300724844092374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9767025740459947,1.1539582838565132,1.03641363526862,0.0,0.0,0.0,0.0,121.85678556757779
Global Arid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.832096105578092,18.67870463753312,18.41086183413663,9.008146187453745,11.552970587275867,11.387307063509061,5.5716309010215666,4.388395562232839,3.5901015903477362,3.538621421187359,1.7313920093087207,2.220514692184644,2.1886736790266568,1.0708837334680326,4.6775965104356265,3.8266939324347433,3.7718211534871005,1.8454929839592467,2.3668494847919166,2.3329101076495444,1.141456357731721,73.13935970342774
Global Arctic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
