"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"IPCC WG3 AR5,  Biomass - dedicated, min (Table A.III.1)",https://www.ipcc.ch/pdf/assessment-report/ar5/wg3/ipcc_wg3_ar5_annex-iii.pdf,World,,1  - Peer Reviewed,2014,,,US$2010/kW,0.0,US$2014/kW,,,True
"IPCC WG3 AR5,  Biomass - dedicated, median   (Table A.III.1)",https://www.ipcc.ch/pdf/assessment-report/ar5/wg3/ipcc_wg3_ar5_annex-iii.pdf,World,,1  - Peer Reviewed,2014,,,US$2010/kW,0.0,US$2014/kW,,,
"IPCC WG3 AR5, CHP, median   (Table A.III.1)",https://www.ipcc.ch/pdf/assessment-report/ar5/wg3/ipcc_wg3_ar5_annex-iii.pdf,World,,1  - Peer Reviewed,2015,,,US$2010/kW,0.0,US$2014/kW,,,
World Energy Council (2013)_ incineration Low,https://www.worldenergy.org/publications/2013/world-energy-perspective-cost-of-energy-technologies/,USA,,2 - Public Sector/ Multilateral Agency,2013,,,US$2012/MW,0.0,US$2014/kW,,,
World Energy Council (2013) gasification Low,https://www.worldenergy.org/publications/2013/world-energy-perspective-cost-of-energy-technologies/,USA,,2 - Public Sector/ Multilateral Agency,2013,,,US$2012/MW,0.0,US$2014/kW,,,
World Energy Council (2013)_ incineration High,https://www.worldenergy.org/publications/2013/world-energy-perspective-cost-of-energy-technologies/,EU,Western Europe,2 - Public Sector/ Multilateral Agency,2013,,,US$2012/MW,0.0,US$2014/kW,,,
World Energy Council (2013) gasification high,https://www.worldenergy.org/publications/2013/world-energy-perspective-cost-of-energy-technologies/,EU,Wersten Europe,2 - Public Sector/ Multilateral Agency,2013,,,US$2012/MW,0.0,US$2014/kW,,,
World Energy Council (2013)_ incineration high,https://www.worldenergy.org/publications/2013/world-energy-perspective-cost-of-energy-technologies/,India,,2 - Public Sector/ Multilateral Agency,2013,,,US$2012/MW,0.0,US$2014/kW,,,
World Energy Council (2013)_ incineration low,https://www.worldenergy.org/publications/2013/world-energy-perspective-cost-of-energy-technologies/,India,,2 - Public Sector/ Multilateral Agency,2013,,,US$2012/MW,0.0,US$2014/kW,,,
"Lazard's LCOE Analysis–Version 10.0, 2016, Biomass Direct",https://www.lazard.com/media/2390/lazards-levelized-cost-of-energy-analysis-90.pdf,USA,,3 - For Profit,2016,,,US$2016/kW,0.0,US$2014/kW,,,
JRC ETRI (2014) Low Grate furnace Steam turbine,http://publications.jrc.ec.europa.eu/repository/handle/JRC92496,EU,,2 - Public Sector/ Multilateral Agency,2014,,,€2013/kW,0.0,US$2014/kW,,"2.2.% of First Costs. 50 MW net electrical power plant. Conversion rate used €/$ - 1,328464",
JRC ETRI (2014) High Grate furnace Steam turbine ,http://publications.jrc.ec.europa.eu/repository/handle/JRC92497,EU,,2 - Public Sector/ Multilateral Agency,2014,,,€2013/kW,0.0,US$2014/kW,,"2.2.% of First Costs. 50 MW net electrical power plant. Conversion rate used €/$ - 1,328464",
JRC ETRI (2014) Low Fluidised Bed Boiler plus steam turbine,http://publications.jrc.ec.europa.eu/repository/handle/JRC92498,EU,,2 - Public Sector/ Multilateral Agency,2014,,,€2013/kW,0.0,US$2014/kW,,"1.8 % of First Costs. 50 MW net electrical power plant. Conversion rate used €/$ - 1,328464",
JRC ETRI (2014) High Fluidised Bed Boiler plus steam turbine,http://publications.jrc.ec.europa.eu/repository/handle/JRC92499,EU,,2 - Public Sector/ Multilateral Agency,2014,,,€2013/kW,0.0,US$2014/kW,,"1.8 % of First Costs. 50 MW net electrical power plant. Conversion rate used €/$ - 1,328464",
"Lazard's LCOE Analysis–Version 11.0, 2017, Biomass Direct",https://www.lazard.com/perspective/levelized-cost-of-energy-2017/,USA,,3 - For Profit,2017,,,US$2017/kW,0.0,US$2014/kW,,,
"Ram, M,, Bogdanov, D., Aghahosseini, A., Oyewo, A.S., Gulagi, A., Child, M., Fell, J.J., Breyer, C. (2017). Globla Energy System Based on 100% Renewable Energy - Power Sector. Study by Lappeenranta University of technology and Energy Watch Group. Berlin. - Biomass CHP (page 105)",http://energywatchgroup.org/wp-content/uploads/2017/11/Full-Study-100-Renewable-Energy-Worldwide-Power-Sector.pdf,World,,2 - Public Sector/ Multilateral Agency,2017,,,€2017/kW,0.0,US$2014/kW,,"Conversion rate used €/$ - 1,130051",
