VMA number,Title on xls,Fixed Mean,Fixed High,Fixed Low
1,Current Adoption,10.860782664870584,26.61594164398371,-4.8943763142425425
2,CONVENTIONAL First Cost per Implementation Unit,2010.0317085196398,3373.5568673016687,646.5065497376106
3,SOLUTION First Cost per Implementation Unit,4940.999360429326,7384.562047605417,2497.436673253234
4,CONVENTIONAL Lifetime Capacity,178021.6744009262,225212.4575469707,130830.89125488169
5,SOLUTION Lifetime Capacity,150171.4399091095,182755.57192957238,117587.30788864661
6,CONVENTIONAL Average Annual Use,4967.648441815689,6603.246811821508,3332.050071809869
7,SOLUTION Average Annual Use,5751.246634816959,7250.501675212996,4251.991594420922
8,CONVENTIONAL Variable Operating Cost (VOM) per Functional Unit,0.0047524321679508165,0.007992783095689826,0.0015120812402118068
9,SOLUTION Variable Operating Cost (VOM) per Functional Unit,0.024200290578173474,0.04657239973758506,0.0018281814187618844
10,CONVENTIONAL Fixed Operating Cost (FOM),32.89064573433522,63.04748100463679,2.7338104640336525
11,SOLUTION Fixed Operating Cost (FOM),97.31412581290286,146.67119538600107,47.95705623980464
18,SOLUTION Direct Emissions per Functional Unit,67500.0,116569.19312853753,18430.806871462475
20,SOLUTION Indirect CO2 Emissions per Unit,31860.185185185182,41895.7066728555,21824.663697514865
23,2005-2014 Average CONVENTIONAL Fuel Price per functional unit,0.03446521920306304,0.04109236644397384,0.027838071962152235
24,Weighted Average CONVENTIONAL Plant Efficiency,0.4102147445137418,0.4736845414315057,0.3467449475959779
25,Coal Plant Efficiency,0.36697534187007497,0.4322357828600367,0.3017149008801132
26,Natural Gas Plant Efficiency,0.4733587008768759,0.565872832325824,0.3808445694279278
27,Oil Plant Efficiency,0.39,0.39,0.39
28,Biomass Plant Efficiency,0.34444444444444444,0.373925553692048,0.3149633351968409
29,Learning Rate,0.075,0.09302775637731996,0.05697224362268004
30,Biomass Prices,0.027405000000000002,0.035154000000000005,0.019656
