Year,World
2012,58.10066353078746
2013,60.33713817201581
2014,63.28819647446285
2015,64.70351185358237
2016,67.1144362145628
2017,69.6413981716188
2018,72.28587113148771
2019,71.71899602051204
2020,73.31677873430552
2021,74.23218572603102
2022,75.09857160651333
2023,75.9155956134908
2024,76.68170165759545
2025,77.39594314671557
2026,78.0581925689956
2027,78.66932464666911
2028,79.22928795490115
2029,79.73844261778204
2030,80.197032252928
2031,80.70291385375161
2032,81.16451639850567
2033,81.58234749136238
2034,81.95835685763629
2035,82.29209581470596
2036,82.58504961238562
2037,82.83652836363503
2038,83.0463044396998
2039,83.21283167715492
2040,83.33638780302167
2041,83.49231612172579
2042,83.57551944491098
2043,83.62379382604692
2044,83.63721135428773
2045,83.61584507916218
2046,83.5597532083911
2047,83.46901442237798
2048,83.3437589788318
2049,83.18414548259537
2050,82.7085518366337
2051,82.76244416639516
2052,82.50064383322294
2053,82.20506067383918
2054,81.87583579401347
2055,81.51313296481474
2056,81.11714474464128
2057,80.68809007073388
2058,80.22621310150096
2059,79.73178026228642
2060,79.20506223087074
