# Changes in Adoption for the Conservation Agriculture solution as of 3/2020
# Drawdown Book. This data came from "Custom PDS Adption"!AC77:AI127 of
# Drawdown_RRS-BIOSEQAgri_Model_v1.1_Regenerative_Agriculture_Mar 2020.xlsm
Year,World,OECD90,Eastern Europe,Asia (Sans Japan),Middle East and Africa,Latin America
2013, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1158004812896300
2014, 71.6843319088221000, 21.7864515297115000, 5.7972498238086700, 7.6860515438020200, 0.2444513589143750, 2.8935867510736000
2015, 44.6802558302879000, 11.9596326947212000, 8.3730503320694000, 12.6189481616020000, 9.0508979335427300, 2.6777267418801800
2016, 41.8437848687172000, 11.1971686705947000, 7.8509642928838700, 11.8334198743105000, 8.4940115883946400, 2.4682204388082000
2017, 39.0766140818596000, 10.4534337520599000, 7.3413378894329100, 11.0665967911482000, 7.9501777514815300, 2.2650678642094100
2018, 36.3787433505058000, 9.7284278944134700, 6.8441710695624400, 10.3184789717197000, 7.4193964749574700, 2.0682690031826500
2019, 33.7501729726791000, 9.0221511274576200, 6.3594638779759400, 9.5890663042664500, 6.9016677364707000, 1.8778238594532000
2020, 31.1909026205540000, 8.3346034437418000, 5.8872162997722600, 8.8783589005470300, 6.3969915434718100, 1.6937324330210700
2021, 28.7009324133396000, 7.6657848283648500, 5.4274283275008200, 8.1863566935062400, 5.9053678736090700, 1.5159947238862500
2022, 26.2802624106407000, 7.0156953111290900, 4.9800999686121900, 7.5130596682429300, 5.4267967343330400, 1.3446107245981700
2023, 23.9288926422596000, 6.3843348845839500, 4.5452312156558000, 6.8584679216146500, 4.9612781628966300, 1.1795804575085600
2024, 21.6468229591846000, 5.7717035189271000, 4.1228220909833900, 6.2225813269615200, 4.5088121220469500, 1.0209038965404000
2025, 19.4340534508228000, 5.1778012216091200, 3.7128725647926300, 5.6054000109434100, 4.0693986117839800, 0.8685810565948490
2026, 17.2905841171741000, 4.6026280298829100, 3.3153826445341100, 5.0069238394498800, 3.6430376395583200, 0.7226119339466090
2027, 15.2164148986340000, 4.0461839213967300, 2.9303523600101500, 4.4271529316902200, 3.2297292277216900, 0.5829965248703960
2028, 13.2115460038185000, 3.5084688812494300, 2.5577816516161000, 3.8660872280597700, 2.8294733390212100, 0.4497348405420780
2029, 11.2759771049023000, 2.9894829392433200, 2.1976705864071800, 3.3237267136573800, 2.4422699809074400, 0.3228268735110760
2030, 9.4097083806991600, 2.4892260581255000, 1.8500191345810900, 2.8000714480876900, 2.0681191757321400, 0.2022726126015190
2031, 7.6127399206161500, 2.0076982676982900, 1.5148272588849100, 2.2951213717460600, 1.7070209011435500, 0.0880720801651478
2032, 5.8850716352462800, 1.5448995679616900, 1.1920950412750200, 1.8088765442371400, 1.3589751869440100, -0.0197747424244881
2033, 4.2267032861709600, 1.1008299514651300, 0.8818223923444750, 1.3413368761539500, 1.0239819884300200, -0.1212678439915180
2034, 2.6376354098320000, 0.6754893884062770, 0.5840093865990640, 0.8925024718046190, 0.7020413428545000, -0.2164072245359420
2035, 1.1178674697876000, 0.2688779383897780, 0.2986559793353080, 0.4623732715845110, 0.3931532353162770, -0.3051928952336310
2036, -0.3326001763343810, -0.1190044432878490, 0.0257621854543686, 0.0509492605924606, 0.0973176509141922, -0.3876248449087140
2037, -1.7137676477432300, -0.4881577491760250, -0.2346720024943350, -0.3417695015668870, -0.1854653880000110, -0.4637030735611920
2038, -3.0256351232528700, -0.8385819494724270, -0.4826465621590610, -0.7157830744981770, -0.4551958590745930, -0.5334275923669340
2039, -4.2682022452354400, -1.1702771037817000, -0.7181615233421330, -1.0710914283990900, -0.7118738219141960, -0.5967983901500700
2040, -5.4414692521095300, -1.4832431524992000, -0.9412168711423870, -1.4076945632696200, -0.9554992318153380, -0.6538154706358910
2041, -6.5454362034797700, -1.7774801254272500, -1.1518125981092500, -1.7255924791097600, -1.1860721185803400, -0.7044788338243960
2042, -7.5801028013229400, -2.0529880076646800, -1.3499487340450300, -2.0247851759195300, -1.4035924449563000, -0.7487884797155860
2043, -8.5454693734645800, -2.3097668141126600, -1.5356252342462500, -2.3052726984024000, -1.6080602407455400, -0.7867444045841690
2044, -9.4415358006954200, -2.5478165373206100, -1.7088421359658200, -2.5670549422502500, -1.7994754910469100, -0.8183466196060180
2045, -10.2683019340038000, -2.7671371921896900, -1.8695994168520000, -2.8101320341229400, -1.9778382107615500, -0.8435951136052610
2046, -11.0257680118084000, -2.9677287638187400, -2.0178970992565200, -3.0345038771629300, -2.1431483998894700, -0.8624898940324780
2047, -11.7139338850975000, -3.1495912373065900, -2.1537351608276400, -3.2401705011725400, -2.2954060360789300, -0.8750309459865090
2048, -12.3327995836735000, -3.3127246350050000, -2.2771136090159400, -3.4271319285035100, -2.4346111193299300, -0.8812182918190960
2049, -12.8823651075363000, -3.4571289494633700, -2.3880324438214300, -3.5953881219029400, -2.5607636868953700, -0.8810519203543660
2050, -13.3626305758953000, -3.5828042104840300, -2.4864916801452600, -3.7449391335248900, -2.6738637089729300, -0.8745318241417410
2051, -13.7735957503319000, -3.6897503361105900, -2.5724912956357000, -3.8757849037647200, -2.7739111855626100, -0.8616580106318000
2052, -14.1152607202530000, -3.7779674157500300, -2.6460312977433200, -3.9879254698753400, -2.8609061241149900, -0.8424304872751240
2053, -14.3876257538795000, -3.8474554121494300, -2.7071116939187000, -4.0813608020544100, -2.9348485320806500, -0.8168492428958420
2054, -14.5906904041767000, -3.8982143178582200, -2.7557324767112700, -4.1560909673571600, -2.9957383871078500, -0.7849142774939540
2055, -14.7244549095631000, -3.9302441552281400, -2.7918936312198600, -4.2121158465743100, -3.0435757115483300, -0.7466256059706210
2056, -14.7889194488525000, -3.9435448944568600, -2.8155952021479600, -4.2494355663657200, -3.0783604979515100, -0.7019832022488120
2057, -14.7840836048126000, -3.9381165653467200, -2.8268371447920800, -4.2680500820279100, -3.1000927463173900, -0.6509870924055580
2058, -14.7099476456642000, -3.9139591455459600, -2.8256194740533800, -4.2679593265056600, -3.1087724417448000, -0.5936372615396980
2059, -14.5665115714073000, -3.8710726425051700, -2.8119421824812900, -4.2491634041070900, -3.1043996065855000, -0.5299337133765220
2060, -14.3537752628326000, -3.8094570711255100, -2.7858053073287000, -4.2116622477769900, -3.0869742333889000, -0.4598764441907410
