# Changes in Adoption for the Conservation Agriculture solution as of 3/2020
# Drawdown Book. This data came from "Custom PDS Adption"!AC77:AI127 of
# Drawdown_RRS-BIOSEQAgri_Model_v1.1_Regenerative_Agriculture_Mar 2020.xlsm
Year,World,OECD90,Eastern Europe,Asia (Sans Japan),Middle East and Africa,Latin America
2013, 45.4606327712536000, 9.1292148381471600, 1.7082503829151400, 0.0, 0.0, 3.1158004812896300
2014, 26.2236990481615000, 8.5812143608927700, 4.0889994464814700, 7.6860515344888000, 0.2444513514637950, 2.8935867510736000
2015, 24.5827650725842000, 8.0463067293167100, 3.8397569768130800, 5.7972453236579900, 4.2217292748391600, 2.6777267418801800
2017, 21.4219606518745000, 7.0157701075077100, 3.3590634949505300, 5.0740676745772400, 3.7079915143549400, 2.2650678642094100
2018, 19.9020902067423000, 6.5201410800218600, 3.1276124753058000, 4.7257991209626200, 3.4602685458958100, 2.0682690031826500
2019, 18.4225743114948000, 6.0376049503684000, 2.9020919390022800, 4.3864107280969600, 3.2186428457498600, 1.8778238594532000
2020, 16.9834129512310000, 5.5681616663932800, 2.6825018860399700, 4.0559025257825900, 2.9831144176423500, 1.6937324330210700
2021, 15.5846060216427000, 5.1118112578988100, 2.4688423089683100, 3.7342744916677500, 2.7536832652986000, 1.5159947238862500
2022, 14.2261536866426000, 4.6685537099838300, 2.2611132226884400, 3.4215266332030300, 2.5303493738174400, 1.3446107245981700
2023, 12.9080557972193000, 4.2383890300989200, 2.0593146141618500, 3.1176589503884300, 2.3131127655506100, 1.1795804575085600
2024, 11.6303124725819000, 3.8213172256946600, 1.8634464833885400, 2.8226714432239500, 2.1019734218716600, 1.0209038965404000
2025, 10.3929236978292000, 3.4173382744193100, 1.6735088452696800, 2.5365641191601800, 1.8969313576817500, 0.8685810565948490
2026, 9.1958893239498100, 3.0264522135257700, 1.4895016849041000, 2.2593369632959400, 1.6979865618050100, 0.7226119339466090
2027, 8.0392095595598200, 2.6486589983105700, 1.3114250004291500, 1.9909899905324000, 1.5051390379667300, 0.5829965248703960
2028, 6.9228842854499800, 2.2839586734771700, 1.1392788141965900, 1.7315231785178200, 1.3183887861669100, 0.4497348405420780
2029, 5.8469135016202900, 1.9323511868715300, 0.9730630926787850, 1.4809365645051000, 1.1377357989549600, 0.3228268735110760
2030, 4.8112972825765600, 1.5938365831971200, 0.8127778619527820, 1.2392301112413400, 0.9631800986826420, 0.2022726126015190
2031, 3.8160355389118200, 1.2684148624539400, 0.6584231108427050, 1.0064038410782800, 0.7947216555476190, 0.0880720801651478
2032, 2.8611283302307100, 0.9560859724879260, 0.5099988467991350, 0.7824577316641810, 0.6323604993522170, -0.0197747424244881
2033, 1.9465756118297600, 0.6568499803543090, 0.3675050623714920, 0.5673918202519420, 0.4760966002941130, -0.1212678439915180
2034, 1.0723774433136000, 0.3707068562507630, 0.2309417538344860, 0.3612060844898220, 0.3259299807250500, -0.2164072245359420
2035, 0.2385337352752690, 0.0976565778255463, 0.1003089360892770, 0.1639005020260810, 0.1818606331944470, -0.3051928952336310
