"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"Julian Sproul, Man Pun Wan, Benjamin H. Mandel,∗ , Arthur H. Rosenfeld, Energy and Buildings 71 (2014) 20–27",http://zavit.org.il/wp-content/uploads/2015/04/Sproul-et-al.-2014-roof-comparison.pdf,USA,,,1  - Peer Reviewed,2014,,,US$/m2 roof,,"US2014$/Residential and Commercial roof area,  m2",,Average,
US GSA,http://www.gsa.gov/portal/mediaId/158783/fileName/The_Benefits_and_Challenges_of_Green_Roofs_on_Public_and_Commercial_Buildings.action,USA,,,2 - Public Sector/ Multilateral Agency,2011,,,US$/ft2 roof,0.0,"US2014$/Residential and Commercial roof area,  m2",,,
