"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
 Wassmann et al 2000,http://books.irri.org/0792367650_content.pdf,Asia (Sans Japan),Maligaya,,1  - Peer Reviewed,2000,,,%,,%,,Refer table 1 on page 26,
 Wassmann et al 2000,http://books.irri.org/0792367650_content.pdf,Asia (Sans Japan),Maligaya,,1  - Peer Reviewed,2000,,,%,,%,,Refer table 1 on page 26,True
 Wassmann et al 2000,http://books.irri.org/0792367650_content.pdf,Asia (Sans Japan),Beijing,,1  - Peer Reviewed,2000,,,%,,%,,Refer table 1 on page 26,
 Wassmann et al 2000,http://books.irri.org/0792367650_content.pdf,Asia (Sans Japan),Hangzhou,,1  - Peer Reviewed,2000,,,%,,%,,Refer table 1 on page 26,
 Wassmann et al 2000,http://books.irri.org/0792367650_content.pdf,Asia (Sans Japan),Los Baños,,1  - Peer Reviewed,2000,,,%,,%,,Refer table 3 on page 28,
 Wassmann et al 2000,http://books.irri.org/0792367650_content.pdf,Asia (Sans Japan),Los Baños,,1  - Peer Reviewed,2000,,,%,,%,,Refer table 3 on page 28,
 Wassmann et al 2000,http://books.irri.org/0792367650_content.pdf,Asia (Sans Japan),Los Baños,,1  - Peer Reviewed,2000,,,%,,%,,Refer table 3 on page 28,
 Wassmann et al 2000,http://books.irri.org/0792367650_content.pdf,Asia (Sans Japan),Jakenan,,1  - Peer Reviewed,2000,,,%,,%,,Refer table 3 on page 28,
 Wassmann et al 2000,http://books.irri.org/0792367650_content.pdf,Asia (Sans Japan),Maligaya,,1  - Peer Reviewed,2000,,,%,,%,,Refer table 3 on page 28,
 Wassmann et al 2000,http://books.irri.org/0792367650_content.pdf,Asia (Sans Japan),Maligaya,,1  - Peer Reviewed,2000,,,%,,%,,Refer table 3 on page 28,
Xu et al 2015,http://www.sciencedirect.com/science/article/pii/S0048969714015186,Asia (Sans Japan),China,,1  - Peer Reviewed,2015,,,%,,%,,Refer table 4,
Xu et al 2015,http://www.sciencedirect.com/science/article/pii/S0048969714015186,Asia (Sans Japan),China,,1  - Peer Reviewed,2015,,,%,,%,,Refer table 4,
Xu et al 2015,http://www.sciencedirect.com/science/article/pii/S0048969714015186,Asia (Sans Japan),China,,1  - Peer Reviewed,2015,,,%,,%,,Refer table 4,
Xu et al 2015,http://www.sciencedirect.com/science/article/pii/S0048969714015186,Asia (Sans Japan),China,,1  - Peer Reviewed,2015,,,%,,%,,Refer table 4,
Corton et al 2000,http://link.springer.com/article/10.1023%2FA%3A1009826131741,Asia (Sans Japan),"Phil Rice Central Expcrimental Station, 1997 Dry Season",,1  - Peer Reviewed,2000,,,%,,%,,"Phil Rice Central Expcrimental Station, 1997 Dry Season",
Corton et al 2000,http://link.springer.com/article/10.1023%2FA%3A1009826131741,Asia (Sans Japan),"Phil Rice Central Expcrimental Station, 1997 Dry Season",,1  - Peer Reviewed,2000,,,%,,%,,"Phil Rice Central Expcrimental Station, 1997 Dry Season",
Corton et al 2000,http://link.springer.com/article/10.1023%2FA%3A1009826131741,Asia (Sans Japan),"Phil Rice Central Expcrimental Station, 1997 Dry Season",,1  - Peer Reviewed,2000,,,%,,%,,"Phil Rice Central Expcrimental Station, 1997 Dry Season",
Corton et al 2000,http://link.springer.com/article/10.1023%2FA%3A1009826131741,Asia (Sans Japan),"Phil Rice Central Expcrimental Station, 1997 Wet Season",,1  - Peer Reviewed,2000,,,%,,%,,"Phil Rice Central Expcrimental Station, 1997 Wet Season",True
Corton et al 2000,http://link.springer.com/article/10.1023%2FA%3A1009826131741,Asia (Sans Japan),"Phil Rice Central Expcrimental Station, 1997 Wet Season",,1  - Peer Reviewed,2000,,,%,,%,,"Phil Rice Central Expcrimental Station, 1997 Wet Season",
Corton et al 2000,http://link.springer.com/article/10.1023%2FA%3A1009826131741,Asia (Sans Japan),"Phil Rice Central Expcrimental Station, 1997 Wet Season",,1  - Peer Reviewed,2000,,,%,,%,,"Phil Rice Central Expcrimental Station, 1997 Wet Season",True
Corton et al 2000,http://link.springer.com/article/10.1023%2FA%3A1009826131741,Asia (Sans Japan),"Phil Rice Central Expcrimental Station, 1998 Dry Season",,1  - Peer Reviewed,2000,,,%,,%,,"Phil Rice Central Expcrimental Station, 1998 Dry Season",
Corton et al 2000,http://link.springer.com/article/10.1023%2FA%3A1009826131741,Asia (Sans Japan),"Phil Rice Central Expcrimental Station, 1998 Dry Season",,1  - Peer Reviewed,2000,,,%,,%,,"Phil Rice Central Expcrimental Station, 1998 Dry Season",
Wang et al 1999,http://link.springer.com/article/10.1023%2FA%3A1006039231459#page-1,Asia (Sans Japan),"Beijing, China",,1  - Peer Reviewed,1999,,,%,,%,,Refer table 3,
Wang et al 1999,http://link.springer.com/article/10.1023%2FA%3A1006039231459#page-1,Asia (Sans Japan),"Beijing, China",,1  - Peer Reviewed,1999,,,%,,%,,Refer table 3,
