id,"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion Calculation,Common Units,Assumptions,Exclude Data?,ReasonForExclusion
1,"Hughes, A.D, Black, K.D., Campbell, I., Davidson, K., Kelly, M.S., Stanley, M.S. 2012. Does seaweed offer a solution for bioenergy with biological carbon capture and storage? Greenhouse Gases: Science and Technology 2: https://doi.org/10.1002/ghg.1319. ",https://onlinelibrary.wiley.com/doi/abs/10.1002/ghg.1319,World,,,1  - Peer Reviewed,2012,,0.6,% C farm seaweed export, 0.60 , % C farm seaweed export ,"""Macroalgae rapidly accumulate biomass and as part of this process, a significant proportion (estimates range up to 60%) of the carbon they fix photosynthetically is released into the water."" Abstract",N,
2,Personal communication Carlos Duarte/ Megan Reilly Cayten  (Oceans 2050),,World,,,,2020,,0.5,% C farm seaweed export, 0.50 , % C farm seaweed export ,,N,
