id,"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion Calculation,Common Units,Assumptions,Exclude Data?,ReasonForExclusion
1,Personal communication Carlos Duarte/ Megan Reilly Cayten  (Oceans 2050),,World,,,,2021,,0.5,%, 0.50 , % ,,N,
2,Krause- Jensen and Duarte (2016).,https://www.nature.com/articles/ngeo2790,World,,,1  - Peer Reviewed,2016,,0.24,%, 0.24 , % ,Results from the sum of the TgC of DOC and POC that enters the deep sea or is buried in shelf (166TgC) divided by the TgC exported (679),N,
