"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"IPCC Ocean Energy 2011, Wave- Low",https://www.ipcc.ch/pdf/special-reports/srren/Chapter 6 Ocean Energy.pdf,Global ,,,1  - Peer Reviewed,2011,,,Capacity factor (%),0.0,TWh/TW/year,,,
"IPCC Ocean Energy 2011, Wave - High",https://www.ipcc.ch/pdf/special-reports/srren/Chapter 6 Ocean Energy.pdf,Global ,,,1  - Peer Reviewed,2011,,,Capacity factor (%),0.0,TWh/TW/year,,,
"IPCC Ocean Energy 2011, Tidal Barrage - Low",https://www.ipcc.ch/pdf/special-reports/srren/Chapter 6 Ocean Energy.pdf,Global ,,,1  - Peer Reviewed,2011,,,Capacity factor (%),0.0,TWh/TW/year,,,
"IPCC Ocean Energy 2011, Tidal Barrage - High",https://www.ipcc.ch/pdf/special-reports/srren/Chapter 6 Ocean Energy.pdf,Global ,,,1  - Peer Reviewed,2011,,,Capacity factor (%),0.0,TWh/TW/year,,,
"IPCC Ocean Energy 2011, Tidal Stream - Low",https://www.ipcc.ch/pdf/special-reports/srren/Chapter 6 Ocean Energy.pdf,Global ,,,1  - Peer Reviewed,2011,,,Capacity factor (%),0.0,TWh/TW/year,,,
"IPCC Ocean Energy 2011, Tidal Stream -High",https://www.ipcc.ch/pdf/special-reports/srren/Chapter 6 Ocean Energy.pdf,Global ,,,1  - Peer Reviewed,2011,,,Capacity factor (%),0.0,TWh/TW/year,,,
IPCC WG3 AR5 (Table A.III.1) Ocean,https://www.ipcc.ch/pdf/assessment-report/ar5/wg3/ipcc_wg3_ar5_full.pdf,Global ,,,1  - Peer Reviewed,2014,,,hours,,TWh/TW/year,,,
IPCC WG3 AR5 (Table A.III.1) Ocean,https://www.ipcc.ch/pdf/assessment-report/ar5/wg3/ipcc_wg3_ar5_full.pdf,Global ,,,1  - Peer Reviewed,2014,,,hours,,TWh/TW/year,,,
"Laleu, V. (200) - La Rance tidal power Plant (presentation)",http://www.british-hydro.org/downloads/La%20Rance-BHA-Oct%202009.pdf,EU,France,,3 - For Profit,2009,,,Capacity factor (%),0.0,TWh/TW/year,,,
"Marine Energy Technology Roadmap, 2014 (low) Fig1",http://www.ukerc.ac.uk/publications/marine-energy-technology-roadmap-2014.html,OECD90,United Kingdom,,2 - Public Sector/ Multilateral Agency,2014,,,Capacity factor (%),0.0,TWh/TW/year,,,
"Marine Energy Technology Roadmap, 2014 (high) Fig1",http://www.ukerc.ac.uk/publications/marine-energy-technology-roadmap-2014.html,OECD90,United Kingdom,,2 - Public Sector/ Multilateral Agency,2014,,,Capacity factor (%),0.0,TWh/TW/year,,,
JRC (2013) Wave,http://publications.jrc.ec.europa.eu/repository/handle/JRC85804,EU,,,2 - Public Sector/ Multilateral Agency,2013,,,Capacity factor (%),0.0,TWh/TW/year,,,
JRC (2013) Tidal energy stream and range,http://publications.jrc.ec.europa.eu/repository/handle/JRC85804,EU,,,2 - Public Sector/ Multilateral Agency,2013,,,Capacity factor (%),0.0,TWh/TW/year,,,
JRC ETRI (2014) Wave - average,http://publications.jrc.ec.europa.eu/repository/handle/JRC92496,EU,,,2 - Public Sector/ Multilateral Agency,2014,,,Capacity factor (%),0.0,TWh/TW/year,,,
JRC ETRI (2014) Tidal - average,http://publications.jrc.ec.europa.eu/repository/handle/JRC92496,EU,,,2 - Public Sector/ Multilateral Agency,2014,,,Capacity factor (%),0.0,TWh/TW/year,,,
