,"AEZ1: Forest, prime, minimal","AEZ2: Forest, good, minimal","AEZ3: Forest, good, moderate","AEZ4: Forest, good, steep","AEZ5: Forest, marginal, minimal","AEZ6: Forest, marginal, moderate","AEZ7: Forest, marginal, steep","AEZ8: Grassland, prime, minimal","AEZ9: Grassland, good, minimal","AEZ10: Grassland, good, moderate","AEZ11: Grassland, good, steep","AEZ12: Grassland, marginal, minimal","AEZ13: Grassland, marginal, moderate","AEZ14: Grassland, marginal, steep","AEZ15: Irrigated Cropland, prime, minimal","AEZ16: Irrigated Cropland, good, minimal","AEZ17: Irrigated Cropland, good, moderate","AEZ18: Irrigated Cropland, good, steep","AEZ19: Irrigated Cropland, marginal, minimal","AEZ20: Irrigated Cropland, marginal, moderate","AEZ21: Irrigated Cropland, marginal, steep","AEZ22: Rainfed Cropland, prime, minimal","AEZ23: Rainfed Cropland, good, minimal","AEZ24: Rainfed Cropland, good, moderate","AEZ25: Rainfed Cropland, good, steep","AEZ26: Rainfed Cropland, marginal, minimal","AEZ27: Rainfed Cropland, marginal, moderate","AEZ28: Rainfed Cropland, marginal, steep",AEZ29: All Barren Land
Tropical-Humid,8.352084177111587,3.12842173361321,2.791559580448021,0.0,0.0,0.0,0.0,21.697462411284654,15.747612455716698,15.363920115577638,1.89426580943834,5.769037126338278,5.531719474701854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.046695055284804,7.193058247942291,6.880058209504083,0.0,0.938239511340589,0.7446457740839583,0.0,104.77418741521707
Temperate/Boreal-Humid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1944827000348,8.509264986411768,8.20712591365772,0.0,0.47110733821232625,0.2842312197377949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.451818236266379,2.2303393912070555,2.022593520975056,0.0,0.0,0.0,0.0,82.50458120357351
Tropical-Semi-Arid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4025714785539423,1.4032472990323182,1.2743154135451238,0.0,0.0,0.0,0.0,53.4940458401459
Temperate/Boreal-Semi-Arid,2.1525597253520754,0.0,0.0,0.0,0.0,0.0,0.0,15.553082390426368,8.633156709479453,8.186906384187433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9791914637893098,1.1564471735998285,1.0389025250119353,0.0,0.0,0.0,0.0,121.85678556757779
Global Arid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.832096105578092,18.67870463753312,18.41086183413663,9.008146187453745,11.552970587275867,11.387307063509061,5.5716309010215666,4.388395562232839,3.5901015903477362,3.538621421187359,1.7313920093087207,2.220514692184644,2.1886736790266568,1.0708837334680326,4.6775965104356265,3.8266939324347433,3.7718211534871005,1.8454929839592467,2.3668494847919166,2.3329101076495444,1.141456357731721,73.13935970342774
Global Arctic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
