,"AEZ1: Forest, prime, minimal","AEZ2: Forest, good, minimal","AEZ3: Forest, good, moderate","AEZ4: Forest, good, steep","AEZ5: Forest, marginal, minimal","AEZ6: Forest, marginal, moderate","AEZ7: Forest, marginal, steep","AEZ8: Grassland, prime, minimal","AEZ9: Grassland, good, minimal","AEZ10: Grassland, good, moderate","AEZ11: Grassland, good, steep","AEZ12: Grassland, marginal, minimal","AEZ13: Grassland, marginal, moderate","AEZ14: Grassland, marginal, steep","AEZ15: Irrigated Cropland, prime, minimal","AEZ16: Irrigated Cropland, good, minimal","AEZ17: Irrigated Cropland, good, moderate","AEZ18: Irrigated Cropland, good, steep","AEZ19: Irrigated Cropland, marginal, minimal","AEZ20: Irrigated Cropland, marginal, moderate","AEZ21: Irrigated Cropland, marginal, steep","AEZ22: Rainfed Cropland, prime, minimal","AEZ23: Rainfed Cropland, good, minimal","AEZ24: Rainfed Cropland, good, moderate","AEZ25: Rainfed Cropland, good, steep","AEZ26: Rainfed Cropland, marginal, minimal","AEZ27: Rainfed Cropland, marginal, moderate","AEZ28: Rainfed Cropland, marginal, steep",AEZ29: All Barren Land
Tropical-Humid,15.869041391155447,58.60294290928674,0.0,0.0,0.0,0.0,0.0,64.92896341531971,99.6897761836201,0.0,0.0,5.1287112789962075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.881519317101633,14.136533751362775,0.0,0.0,0.0,0.0,0.0,63.82394019273989
Temperate/Boreal-Humid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023645322320698936,0.0,0.0,0.0,0.0,0.0,18.694611471271042
Tropical-Semi-Arid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.197995031771137
Temperate/Boreal-Semi-Arid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.10417171879501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.16838513091284
Global Arid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.14239053104952,19.117780217759282,7.276023766577608,2.217909673193419,3.582292072619215,1.3633822526627475,0.41559219478240683,0.03039192427767849,0.03837083236917208,0.014603530592014712,0.004451512639580104,0.007189931417257213,0.0027364114073991606,0.0008341250008261202,0.08386650269771793,0.10588429633481121,0.04029843673606842,0.01228394732052115,0.01984061282505503,0.007551126167067359,0.0023017676009214304,7.299168615492772
Global Arctic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28501932273209024,0.35984653536927613,0.13695376313800606,0.04174685044863427,0.06742808926192036,0.02566241344007621,0.00782253011152623,0.002187641239398292,0.0027619710589530215,0.0010511768018377765,0.00032042435151763453,0.0005175384859848948,0.00019696964193817053,6.0041155471046115e-05,0.0012842328232548835,0.0016213873769188596,0.0006170827865429483,0.00018810189814408935,0.00030381577153950875,0.00011562905050708187,3.524655743977248e-05,0.13738940961991467
