"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
Calculated -  based on FAO; Sprinkler,,,,,,,,,KW/ha,0.0,TWh/yr,,1641.7172280966677,
Calculated -  based on FAO; Drip,,,,,,,,,KW/ha,0.0,TWh/yr,,1311.914088684129,
