"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"Abdalla et al., 2010",http://www.pnas.org/content/pnas/suppl/2014/06/04/1322434111.DCSupplemental/pnas.201322434SI.pdf,OECD90,"Carlow, Ireland",Temperate/Boreal-Humid,1  - Peer Reviewed,2010,,,Emissions Factor (% mass of fertilizer lost as N2O),0.0,t N2O-CO2-eq/ha/yr,,28.2044883303411,
"Chang et al., 1998",http://www.pnas.org/content/pnas/suppl/2014/06/04/1322434111.DCSupplemental/pnas.201322434SI.pdf,OECD90,"Lethbridge,Canada",Temperate/Boreal-Humid,1  - Peer Reviewed,1998,,,Emissions Factor (% mass of fertilizer lost as N2O),0.0,t N2O-CO2-eq/ha/yr,,5.71173915618645,
"Cheng et al., 2002",http://www.pnas.org/content/pnas/suppl/2014/06/04/1322434111.DCSupplemental/pnas.201322434SI.pdf,OECD90,"Tsukuba, Japan",Temperate/Boreal-Humid,1  - Peer Reviewed,2002,,,Emissions Factor (% mass of fertilizer lost as N2O),0.0,t N2O-CO2-eq/ha/yr,,9.6349129380648,
"Chiaradia et al., 2009",http://www.pnas.org/content/pnas/suppl/2014/06/04/1322434111.DCSupplemental/pnas.201322434SI.pdf,Latin America,"Capivari, San Paolo, Brazil",Tropical-Humid,1  - Peer Reviewed,2009,,,Emissions Factor (% mass of fertilizer lost as N2O),0.0,t N2O-CO2-eq/ha/yr,,4.77465368726006,
"Ding et al., 2007",http://www.pnas.org/content/pnas/suppl/2014/06/04/1322434111.DCSupplemental/pnas.201322434SI.pdf,Asia (Sans Japan),"Henan, China",Temperate/Boreal-Humid,1  - Peer Reviewed,2007,,,Emissions Factor (% mass of fertilizer lost as N2O),0.0,t N2O-CO2-eq/ha/yr,,19.6739898517924,
"Dong et al., 2005",http://www.pnas.org/content/pnas/suppl/2014/06/04/1322434111.DCSupplemental/pnas.201322434SI.pdf,Asia (Sans Japan),"Dianzi, Yucheng, China",Temperate/Boreal-Humid,1  - Peer Reviewed,2005,,,Emissions Factor (% mass of fertilizer lost as N2O),0.0,t N2O-CO2-eq/ha/yr,,19.6739898517924,
"Dusenbury et al., 2008",http://www.pnas.org/content/pnas/suppl/2014/06/04/1322434111.DCSupplemental/pnas.201322434SI.pdf,OECD90,"Bozeman, Montana, USA",Temperate/Boreal-Semi-Arid,1  - Peer Reviewed,2008,,,Emissions Factor (% mass of fertilizer lost as N2O),0.0,t N2O-CO2-eq/ha/yr,,7.77453265732953,
"Fernandez-Luqueno et al., 2009",http://www.pnas.org/content/pnas/suppl/2014/06/04/1322434111.DCSupplemental/pnas.201322434SI.pdf,Latin America,"Otumba, State of Mexico, Mexico",Tropical-Humid,1  - Peer Reviewed,2009,,,Emissions Factor (% mass of fertilizer lost as N2O),0.0,t N2O-CO2-eq/ha/yr,,5.02649213027895,
"Gagnon et al., 2011",http://www.pnas.org/content/pnas/suppl/2014/06/04/1322434111.DCSupplemental/pnas.201322434SI.pdf,OECD90,"Quebec City, QC, Canada",Temperate/Boreal-Humid,1  - Peer Reviewed,2011,,,Emissions Factor (% mass of fertilizer lost as N2O),0.0,t N2O-CO2-eq/ha/yr,,5.71173915618645,
"Gao et al., 2013",http://www.pnas.org/content/pnas/suppl/2014/06/04/1322434111.DCSupplemental/pnas.201322434SI.pdf,OECD90,"Carberry, Manitoba",Temperate/Boreal-Humid,1  - Peer Reviewed,2013,,,Emissions Factor (% mass of fertilizer lost as N2O),0.0,t N2O-CO2-eq/ha/yr,,5.71173915618645,
"Allen et al., 2010",http://www.pnas.org/content/pnas/suppl/2014/06/04/1322434111.DCSupplemental/pnas.201322434SI.pdf,OECD90,"Jacobs Well, Brisbane, Australia",Tropical-Semi-Arid,1  - Peer Reviewed,2010,,,Emissions Factor (% mass of fertilizer lost as N2O),0.0,t N2O-CO2-eq/ha/yr,,2.82079337495441,
"Halvorson et  al., 2008",http://www.pnas.org/content/pnas/suppl/2014/06/04/1322434111.DCSupplemental/pnas.201322434SI.pdf,OECD90,"Fort Collins, CO, USA",Temperate/Boreal-Semi-Arid,1  - Peer Reviewed,2008,,,Emissions Factor (% mass of fertilizer lost as N2O),0.0,t N2O-CO2-eq/ha/yr,,7.77453265732953,
"Hansen et al., 1993",http://www.pnas.org/content/pnas/suppl/2014/06/04/1322434111.DCSupplemental/pnas.201322434SI.pdf,OECD90,"Surnadal,  Norway ",Temperate/Boreal-Humid,1  - Peer Reviewed,1993,,,Emissions Factor (% mass of fertilizer lost as N2O),0.0,t N2O-CO2-eq/ha/yr,,11.7788384455051,
"Harrison et al., 1995",http://www.pnas.org/content/pnas/suppl/2014/06/04/1322434111.DCSupplemental/pnas.201322434SI.pdf,OECD90,"Harpenden, England",Temperate/Boreal-Humid,1  - Peer Reviewed,1995,,,Emissions Factor (% mass of fertilizer lost as N2O),0.0,t N2O-CO2-eq/ha/yr,,16.7979335372328,
