VMA number,Title on xls,Fixed Mean,Fixed High,Fixed Low
1,Current Adoption,4898244109596.979,8812832089595.156,983656129598.8013
2,CONVENTIONAL First Cost per Implementation Unit,1.2321684547799998,1.2321684547799998,1.2321684547799998
4,CONVENTIONAL Lifetime Capacity,14.162003603585898,14.162003603585898,14.162003603585898
5,SOLUTION Lifetime Capacity,7.019830211942056,7.019830211942056,7.019830211942056
6,CONVENTIONAL Average Annual Use,14.162003603585898,14.162003603585898,14.162003603585898
7,SOLUTION Average Annual Use,7.019830211942056,7.019830211942056,7.019830211942056
8,CONVENTIONAL Variable Operating Cost (VOM) per Functional Unit,0.013273817396536613,0.016274606976267293,0.010273027816805932
9,SOLUTION Variable Operating Cost (VOM) per Functional Unit,0.15725630094718854,0.27576958762131976,0.03874301427305732
10,CONVENTIONAL Fixed Operating Cost (FOM),1.5971260490990509,2.0882829000148506,1.1059691981832513
14,SOLUTION Total Energy Used per Functional Unit,9.261385289614363e-12,9.261385289614363e-12,9.261385289614363e-12
15,CONVENTIONAL Fuel Consumed per Functional Unit,0.052941803480931623,0.0633205904462522,0.04256301651561105
16,SOLUTION Fuel Efficiency Factor,0.8268821867810374,0.8268821867810374,0.8268821867810374
19,CONVENTIONAL Indirect CO2 Emissions per Unit,3.097673458077077e-05,4.907425055184714e-05,1.2879218609694396e-05
20,SOLUTION Indirect CO2 Emissions per Unit,1.864345210577371e-05,3.375130212771699e-05,3.53560208383043e-06
25,Car Insurance Costs,0.35969607675555043,0.5270370985146916,0.19235505499640923
26,Car Purchase (First) Costs,1.2374299723435005,1.5612458015001587,0.9136141431868423
27,Car Occupancy Rates,1.5735559559539887,1.5735559559539887,1.5735559559539887
28,Car Lifetime in Vehicle-km,198570.06401066668,247971.61415765597,149168.5138636774
29,Discount Rates - Household,0.04,0.04999999999999999,0.030000000000000013
