"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
Project Drawdown Assumptions,LAT+YEAR Model Projections,World,,,,,,TJ/ million m2 floor area,,TJ/ Million m2 of Comm.+Resid. Floor Area Equiv. for Cold Climates,,,
