"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
Dendooven et al 2012 GHGE Paper (2008-2009 estimate),http://www.sciencedirect.com/science/article/pii/S0048969712007085,Latin America,Mexico ,Tropical-Semi-Arid,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha / year,,"(Maize, CA,  includes savings  in GHG emissions,GHG from  machinery use in field and GHG of agronomic inputs (fertilizer and seed) compared to conventional )",
Dendooven et al 2012 GHGE Paper (2010-2011 estimate),http://www.sciencedirect.com/science/article/pii/S0048969712007085,Latin America,Mexico ,Tropical-Semi-Arid,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha / year,,"(Maize, CA,  includes savings  in GHG emissions,GHG from  machinery use in field and GHG of agronomic inputs (fertilizer and seed) compared to conventional )",
 Adviento-Borbe 2007,http://wa4py6yj8t.scholar.serialssolutions.com/?sid=google&auinit=MAA&aulast=ADVIENTO%E2%80%90BORBE&atitle=Soil+greenhouse+gas+fluxes+and+global+warming+potential+in+four+high%E2%80%90yielding+maize+systems&id=doi:10.1111/j.1365-2486.2007.01421.x&title=Global+change+biology&volume=13&issue=9&date=2007&spage=1972&issn=1354-1013,USA,Nebraska ,Temperate/Boreal-Humid,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha / year,,"(Maize-Soybean, recommended practices, agricultural production GHGs including fertilizer, seed, pesticides, lime, machinery, diesel, irrigation and grain drying) from CC-rec to CS-rec, rotation, resource-efficient management, conservation tillage plow)",
Dendooven et al 2012 (GWP paper),http://www.sciencedirect.com/science/article/pii/S0167880912000722,Latin America,Mexico ,Tropical-Semi-Arid,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha / year,,"(Wheat-Maize, zero-till, residue retained in field, ploughing, glyphosate application, planting and fertilizer application, and harvesting, production of seed and fertilizer)",
Dendooven et al 2012 (GWP paper),http://www.sciencedirect.com/science/article/pii/S0167880912000722,Latin America,Mexico ,Tropical-Semi-Arid,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha / year,,"(Wheat-Maize, zero-till, residue retained in field, ploughing, glyphosate application, planting and fertilizer application, and harvesting, production of seed and fertilizer)",
Mosier 2005 ,http://link.springer.com/article/10.1007/s10705-004-7356-0,USA,Michigan,Temperate/Boreal-Humid,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha / year,," (corn–soybean–wheat, no-till, conventional inputs, compared with conventional till including irrigation, farm operations, lime and fertilizer )",
Mosier 2005 ,http://link.springer.com/article/10.1007/s10705-004-7356-1,USA,Michigan,Temperate/Boreal-Humid,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha / year,," (corn–soybean–wheat, no-till, conventional inputs, compared with conventional till including irrigation, farm operations, lime and fertilizer )",
Mosier 2005 ,http://link.springer.com/article/10.1007/s10705-004-7356-2,USA,Colorado ,Temperate/Boreal-Humid,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha / year,,"(corn-soybean rotation, no-till, 0 N fertilizer, compared with conventional till, continuous cropping, 0 fertilizer, includes GHG emissions avoided from farm operations, irrigation and fertilizer)",
Mosier 2005 ,http://link.springer.com/article/10.1007/s10705-004-7356-3,USA,Colorado ,Temperate/Boreal-Humid,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha / year,,"(corn-soybean rotation, no-till, 0 N fertilizer, compared with conventional till, continuous cropping, 0 fertilizer, includes GHG emissions avoided from farm operations, irrigation and fertilizer)",
West and Marland 2002,http://www.sciencedirect.com/science/article/pii/S016788090100233X,USA,USA ,Temperate,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha / year,,"(no-till, corn, soybean, wheat, herbicides,  seed, irrigation water, fungicides, insecticides, applications, planting, plowing, disking, harvesting)",
Lal 2010 (modified from Pimentel and Pimentel 2008),http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=54367773&site=eds-live,,,Temperate,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha / year,,"General (inputs, including Labor, Mold board plow, Discing, Harrowing, Seeding, Machinery, Nitrogen, Phosphorus, Potassium, Lime, Seeds, Herbicides, Insecticides, Irrigation, Electricity,, Shredding, Transport)",
Smith et al 2008,http://www.jstor.org/stable/20208468,World,,Temperate/Boreal-Semi-Arid,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha / year,,"Cool-dry croplands, tillage and residue management, mean",
Smith et al 2008,http://www.jstor.org/stable/20208468,World,,Temperate/Boreal-Humid,1  - Peer Reviewed,,,,t CO2-eq/ha/yr,,t CO2-eq / ha / year,,"Cool-moist croplands, tillage and residue management, mean",
