VMA number,Title on xls,Fixed Mean,Fixed High,Fixed Low
1,Current Adoption,0.21126543371830106,0.43731117773651473,-0.014780310299912586
2,CONVENTIONAL First Cost per Implementation Unit,4.695343157987457,10.709616640974863,0.013234175249711874
3,SOLUTION First Cost per Implementation Unit,19.47968745713601,37.21036660214932,1.9326502196913482
4,CONVENTIONAL Lifetime Capacity,7058.394160583942,14624.185301533467,191.16788321167886
5,SOLUTION Lifetime Capacity,50000.0,50000.0,50000.0
6,CONVENTIONAL Average Annual Use,1000.0,1000.0,1000.0
7,SOLUTION Average Annual Use,1000.0,1000.0,1000.0
8,CONVENTIONAL Variable Operating Cost (VOM) per Functional Unit,0.0051813527773320895,0.008889024227952763,0.0014736813267114167
9,SOLUTION Variable Operating Cost (VOM) per Functional Unit,0.0019107061503416854,0.0019107061503416854,0.0019107061503416854
12,CONVENTIONAL Total Energy Used per Functional Unit,39.48102556780074,67.61380487744131,11.348246258160174
14,SOLUTION Total Energy Used per Functional Unit,13.966416257867207,18.285753963611885,9.64707855212253
19,CONVENTIONAL Indirect CO2 Emissions per Unit,633629.7441857421,1751445.2916220156,391.2408759124088
20,SOLUTION Indirect CO2 Emissions per Unit,588343.040378007,743623.0707572228,433063.00999879115
25,Future estimates of First cost - LED,7683062988095.237,10282205755673.031,5083920220517.443
26,LED Lamp Efficacy,73.16666666666667,95.14329566708942,51.190037666243924
27,Luminous Flux - Incandescent Lamp,513.0,513.0,513.0
28,Luminous Flux - Halogen Lamp,450.4,483.028821615253,417.771178384747
29,Luminous Flux - LFL (Linear Fluorescent),2111.4,2654.1889460923094,1568.6110539076906
30,Luminous Flux - CFL (Compact Fluorescent),522.5,522.5,522.5
31,Luminous Efficacy - Incandescent Lamp,13.5,16.74037034920393,10.25962965079607
32,Luminous Efficacy - Halogen Lamp,21.527777777777775,27.746340689846612,15.309214865708938
33,Luminous Efficacy - LFL (Linear Fluorescent),80.388,95.14341175298067,65.63258824701934
34,Luminous Efficacy - CFL (Compact Fluorescent),60.9375,67.13446246156131,54.74053753843869
35,LED Luminous Flux,600.0,600.0,600.0
