"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"ICCT, Global Roadmap Model",http://www.theicct.org/global-transportation-roadmap-model,OECD90,North America,,4 - Independently Verified,2012,,,RPK/kg fuel,7.0,Liter/ billion passenger-km,,"for flight only, Jet-A density taken from http://www.exxonmobilaviation.com/AviationGlobal/Files/WorldJetFuelSpecifications2005.pdf",
"ICCT, Global Roadmap Model",http://www.theicct.org/global-transportation-roadmap-model,OECD90,Europe,,4 - Independently Verified,2012,,,RPK/kg fuel,7.0,Liter/ billion passenger-km,,"for flight only, Jet-A density taken from http://www.exxonmobilaviation.com/AviationGlobal/Files/WorldJetFuelSpecifications2005.pdf",
"ICCT, Global Roadmap Model",http://www.theicct.org/global-transportation-roadmap-model,Middle East and Africa,Africa,,4 - Independently Verified,2012,,,RPK/kg fuel,7.0,Liter/ billion passenger-km,,"for flight only, Jet-A density taken from http://www.exxonmobilaviation.com/AviationGlobal/Files/WorldJetFuelSpecifications2005.pdf",
"ICCT, Global Roadmap Model",http://www.theicct.org/global-transportation-roadmap-model,Latin America,Latin America and Caribbean,,4 - Independently Verified,2012,,,RPK/kg fuel,7.0,Liter/ billion passenger-km,,"for flight only, Jet-A density taken from http://www.exxonmobilaviation.com/AviationGlobal/Files/WorldJetFuelSpecifications2005.pdf",
"ICCT, Global Roadmap Model",http://www.theicct.org/global-transportation-roadmap-model,Middle East and Africa,Middle East,,4 - Independently Verified,2012,,,RPK/kg fuel,7.0,Liter/ billion passenger-km,,"for flight only, Jet-A density taken from http://www.exxonmobilaviation.com/AviationGlobal/Files/WorldJetFuelSpecifications2005.pdf",
"ICCT, Global Roadmap Model",http://www.theicct.org/global-transportation-roadmap-model,Asia (Sans Japan),Asia Pacific,,4 - Independently Verified,2012,,,RPK/kg fuel,7.0,Liter/ billion passenger-km,,"for flight only, Jet-A density taken from http://www.exxonmobilaviation.com/AviationGlobal/Files/WorldJetFuelSpecifications2005.pdf",
