"Country","FAO commodity","2/3_vegan","lacto_ovo_vegetarian","low_red_meat","meatless_day","no_dairy","no_red_meat","pescetarian","vegan","GrandTotal"
"Botswana","Maize and products","344.0738238","291.3695729","342.3612434","306.9272609","403.0990679","323.4002543","347.4926709","361.3506312","336.4435175"
"Botswana","Marine Fish, Other","0.199853712","0","0.529779546","0.513909544","0.981628392","0.669973961","1.390525294","0","0.504399802"
"Botswana","Milk - Excluding Butter","118.6556011","492.0968376","314.5366178","375.413951","0","397.7717624","184.6480549","0","256.9958782"
"Botswana","Millet and products","6.088967529","5.156276779","6.058660526","5.43159635","7.133518929","5.723113794","6.149469804","6.394709821","5.95393637"
"Botswana","Molluscs, Other","0","0","0","0","0","0","0","0","0"
"Botswana","Mutton & Goat Meat","4.542407199","0","13.6272216","11.68047565","13.6272216","0","0","0","5.276516357"
"Botswana","Nuts and products","3.705253554","3.705253554","3.705253554","3.705253554","3.705253554","3.705253554","3.705253554","3.705253554","3.705253554"
"Botswana","Oats","1.8050299","1.528540547","1.796045611","1.610157021","2.114679525","1.696575235","1.822965357","1.895664967","1.7650009"
"Botswana","Offals, Edible","3.461942412","0","10.38582724","8.902137631","10.38582724","0","0","0","4.021435103"
"Botswana","Oilcrops Oil, Other","30.56758782","30.56758782","30.56758782","30.56758782","30.56758782","30.56758782","30.56758782","30.56758782","30.56758782"
"Botswana","Oilcrops, Other","0","0","0","0","0","0","0","0","0"
"Botswana","Olive Oil","4.528531529","4.528531529","4.528531529","4.528531529","4.528531529","4.528531529","4.528531529","4.528531529","4.528531529"
"Botswana","Olives (including preserved)","0","0","0","0","0","0","0","0","0"
"Botswana","Onions","4.019558935","4.28202691","3.568355758","2.383673001","3.568355758","3.568355758","4.28202691","4.995698062","3.831099069"
"Botswana","Oranges, Mandarines","9.787145795","10.42622396","8.688519963","5.803958982","8.688519963","8.688519963","10.42622396","12.16392795","9.328268536"
"Botswana","Palm Oil","9.811818313","9.811818313","9.811818313","9.811818313","9.811818313","9.811818313","9.811818313","9.811818313","9.811818313"
"Botswana","Palmkernel Oil","0","0","0","0","0","0","0","0","0"
"Botswana","Peas","7.46202825","3.590798836","2.295153381","2.739371349","4.252689141","2.902514855","6.024145051","9.894308991","4.693116681"
"Botswana","Pelagic Fish","4.196927942","0","11.12537047","10.79210042","20.61419623","14.06945318","29.20103117","0","10.59239584"
"Botswana","Pigmeat","1.84831405","0","5.544942149","4.752807557","5.544942149","0","0","0","2.14702445"
"Botswana","Pineapples and products","0","0","0","0","0","0","0","0","0"
"Botswana","Plantains","5.199199543","5.538695342","4.615579452","3.08322176","4.615579452","4.615579452","5.538695342","6.461811232","4.955431392"
"Botswana","Potatoes and products","19.80988447","16.77546264","19.71128348","17.67118902","23.20823443","18.61961367","20.00672294","20.80458832","19.37057326"
"Botswana","Poultry Meat","10.04195392","0","26.61957963","25.82216722","49.32341261","33.66386139","0","0","17.65471908"
"Botswana","Pulses, Other and products","78.35129663","37.70338777","24.0991105","28.76339917","44.65323598","30.47640597","63.25352303","103.8902444","49.27772515"
"Botswana","Rape and Mustard Oil","0","0","0","0","0","0","0","0","0"
"Botswana","Rice (Milled Equivalent)","90.13277172","76.32648978","89.68414818","80.40194524","105.5948862","84.71717194","91.0283649","94.65856367","88.13395459"
"Botswana","Roots, Other","88.13178042","74.63200465","87.69311655","78.61698302","103.2506284","82.83640959","89.007491","92.55709759","86.177338"
"Botswana","Rye and products","7.520957916","6.368918947","7.483523377","6.708987586","8.811164685","7.06906348","7.595688987","7.898604028","7.354170418"
"Botswana","Sesame seed","0","0","0","0","0","0","0","0","0"
"Botswana","Sesameseed Oil","2.264265764","2.264265764","2.264265764","2.264265764","2.264265764","2.264265764","2.264265764","2.264265764","2.264265764"
"Botswana","Sorghum and products","180.9905118","153.2668994","180.0896563","161.4505906","212.0391078","170.1157528","182.7889018","190.0784982","176.9768004"
"Botswana","Soyabean Oil","1.132132882","1.132132882","1.132132882","1.132132882","1.132132882","1.132132882","1.132132882","1.132132882","1.132132882"
"Botswana","Soyabeans","78.35129663","37.70338777","24.0991105","28.76339917","44.65323598","30.47640597","63.25352303","103.8902444","49.27772515"
"Botswana","Sugar (Raw Equivalent)","229.1972535","202.8453365","202.8453365","270.6074089","202.8453365","202.8453365","202.8453365","202.8453365","214.2672442"
"Botswana","Sugar beet","0","0","0","0","0","0","0","0","0"
"Botswana","Sugar cane","0","0","0","0","0","0","0","0","0"
"Botswana","Sunflower seed","0","0","0","0","0","0","0","0","0"
"Botswana","Sunflowerseed Oil","230.2003527","230.2003527","230.2003527","230.2003527","230.2003527","230.2003527","230.2003527","230.2003527","230.2003527"
"Botswana","Sweet potatoes","0.58460179","0.495054149","0.581692015","0.521487582","0.684889173","0.549476172","0.590410614","0.613956109","0.571637448"
"Botswana","Sweeteners, Other","30.68236326","27.15466352","27.15466352","36.22589142","27.15466352","27.15466352","27.15466352","27.15466352","28.68370069"
"Botswana","Tomatoes and products","1.733066514","1.846231781","1.538526484","1.027740587","1.538526484","1.538526484","1.846231781","2.153937077","1.651810464"
"Botswana","Vegetables, Other","43.06091224","45.87269099","38.22724249","25.53591962","38.22724249","38.22724249","45.87269099","53.51813949","41.04197088"
"Botswana","Wheat and products","318.2291095","269.4836785","316.6451676","283.8727684","372.8207394","299.1084116","321.3911538","334.2081892","311.171945"
"Brazil","Apples and products","7.070009921","7.341645339","6.118037782","4.54554131","6.118037782","6.118037782","7.341645339","8.565252895","6.64583135"
"Brazil","Bananas","51.08038263","53.04293165","44.20244305","32.84125368","44.20244305","44.20244305","53.04293165","61.88342026","48.01571879"
"Brazil","Barley and products","0.357271179","0.346002104","0.416608506","0.269217368","0.458296073","0.408165495","0.423568181","0.407696813","0.382480251"
"Brazil","Beans","401.8132585","252.8178528","113.5356772","157.9059426","151.6365636","153.1108099","339.7242737","531.6762424","255.4647346"
"Brazil","Bivalve molluscs","0","0","0","0","0","0","0","0","0"
"Brazil","Bovine Meat","30.80949084","0","92.42847253","79.22440503","92.42847253","0","0","0","35.78868544"
"Brazil","Butter, Ghee","1.813421874","5.440265623","5.440265623","5.440265623","0","5.440265623","5.440265623","0","3.797459828"
"Brazil","Cassava and products","60.97902414","59.05561898","71.10671572","45.95000479","78.22194709","69.66566308","72.29459257","69.58566833","65.28170713"
"Brazil","Cephalopods","0","0","0","0","0","0","0","0","0"
"Brazil","Cereals, Other","3.558540756","3.446296984","4.149560435","2.68149527","4.564782574","4.065465213","4.218881127","4.060796975","3.80963157"
"Brazil","Citrus, Other","0","0","0","0","0","0","0","0","0"
"Brazil","Coconut Oil","0","0","0","0","0","0","0","0","0"
"Brazil","Coconuts - Incl Copra","32.39307512","32.39307512","32.39307512","32.39307512","32.39307512","32.39307512","32.39307512","32.39307512","32.39307512"
"Brazil","Cottonseed Oil","21.61699598","21.61699598","21.61699598","21.61699598","21.61699598","21.61699598","21.61699598","21.61699598","21.61699598"
"Brazil","Cream","0","0","0","0","0","0","0","0","0"
"Brazil","Crustaceans","0.295740061","0","0.708938453","0.760474442","0.946847665","0.956053141","2.121303253","0","0.678629534"
"Brazil","Dates","0","0","0","0","0","0","0","0","0"
"Brazil","Demersal Fish","1.019710945","0","2.444417905","2.622113858","3.264728236","3.296468692","7.31424798","0","2.339912831"
"Brazil","Eggs","11.30934273","60.3686029","27.1103885","37.70525315","36.20823209","36.56025704","21.49246183","0","31.50885574"
"Brazil","Forage fish","0","0","0","0","0","0","0","0","0"
"Brazil","Freshwater Fish","2.576062967","0","6.175254344","6.624161915","8.247577953","8.327762847","18.47774946","0","5.911246538"
"Brazil","Fruits, Other","25.97295898","26.97086077","22.47571731","16.69886737","22.47571731","22.47571731","26.97086077","31.46600423","24.41466235"
"Brazil","Grapefruit and products","0","0","0","0","0","0","0","0","0"
"Brazil","Grapes and products (excl wine)","8.597235664","8.927548312","7.439623594","5.52744484","7.439623594","7.439623594","8.927548312","10.41547303","8.081428306"
"Brazil","Groundnut Oil","0","0","0","0","0","0","0","0","0"
"Brazil","Groundnuts (Shelled Eq)","3.160720868","3.160720868","3.160720868","3.160720868","3.160720868","3.160720868","3.160720868","3.160720868","3.160720868"
"Brazil","Honey","0.229968042","0.306809462","0.306809462","0.635176318","0.306809462","0.306809462","0.306809462","0","0.306746064"
"Brazil","Insects","0","0","0","0","0","0","0","0","0"
"Brazil","Lemons, Limes and products","2.034721527","2.11289715","1.760747625","1.308189218","1.760747625","1.760747625","2.11289715","2.465046675","1.912644574"
"Brazil","Maize Germ Oil","4.829328889","4.829328889","4.829328889","4.829328889","4.829328889","4.829328889","4.829328889","4.829328889","4.829328889"
"Brazil","Maize and products","277.322745","268.5754092","323.3818492","208.9731943","355.7407714","316.8281748","328.7841212","316.4643716","296.8906517"
"Brazil","Marine Fish, Other","0.308316071","0","0.739085255","0.792812753","0.987111285","0.996708214","2.21150926","0","0.707487483"
"Brazil","Milk - Excluding Butter","79.06045908","422.0200565","189.5211606","263.5869028","0","255.5825545","150.247803","0","189.5501455"
"Brazil","Millet and products","0","0","0","0","0","0","0","0","0"
"Brazil","Molluscs, Other","0","0","0","0","0","0","0","0","0"
"Brazil","Mutton & Goat Meat","0.707906008","0","2.123718025","1.820329736","2.123718025","0","0","0","0.822312371"
"Brazil","Nuts and products","2.798602406","2.798602406","2.798602406","2.798602406","2.798602406","2.798602406","2.798602406","2.798602406","2.798602406"
"Brazil","Oats","5.227106482","5.06223268","6.095249636","3.938822756","6.705165464","5.971722969","6.197074138","5.964865839","5.595931377"
"Brazil","Offals, Edible","1.350719458","0","4.052158374","3.473278607","4.052158374","0","0","0","1.569012421"
"Brazil","Oilcrops Oil, Other","0","0","0","0","0","0","0","0","0"
"Brazil","Oilcrops, Other","0","0","0","0","0","0","0","0","0"
"Brazil","Olive Oil","5.9791691","5.9791691","5.9791691","5.9791691","5.9791691","5.9791691","5.9791691","5.9791691","5.9791691"
"Brazil","Olives (including preserved)","1.015962016","1.015962016","1.015962016","1.015962016","1.015962016","1.015962016","1.015962016","1.015962016","1.015962016"
"Brazil","Onions","7.187364318","7.463508586","6.219590488","4.620992301","6.219590488","6.219590488","7.463508586","8.707426683","6.756144849"
"Brazil","Oranges, Mandarines","28.46085521","29.55434396","24.62861996","18.29841747","24.62861996","24.62861996","29.55434396","34.48006795","26.75329256"
"Brazil","Palm Oil","29.66587746","29.66587746","29.66587746","29.66587746","29.66587746","29.66587746","29.66587746","29.66587746","29.66587746"
"Brazil","Palmkernel Oil","0","0","0","0","0","0","0","0","0"
"Brazil","Peas","5.426799276","3.414500919","1.533387258","2.132642059","2.047969239","2.067880078","4.588239446","7.180699457","3.450249108"
"Brazil","Pelagic Fish","0.802433636","0","1.923567807","2.063400777","2.569088584","2.594065868","5.75574738","0","1.841330398"
"Brazil","Pigmeat","17.68697238","0","53.06091715","45.48078613","53.06091715","0","0","0","20.54540577"
"Brazil","Pineapples and products","10.20625903","10.59839164","8.831993034","6.561938748","8.831993034","8.831993034","10.59839164","12.36479025","9.593915284"
"Brazil","Plantains","0","0","0","0","0","0","0","0","0"
"Brazil","Potatoes and products","18.715015","18.12470453","21.8232953","14.10247279","24.00702428","21.38102319","22.18786547","21.35647208","20.03554739"
"Brazil","Poultry Meat","54.72429257","0","131.1832939","140.7196095","175.2064583","176.9098568","0","0","82.3739996"
"Brazil","Pulses, Other and products","3.645796327","2.29390738","1.030150066","1.432737455","1.375853123","1.38922949","3.082440619","4.824089924","2.317923492"
"Brazil","Rape and Mustard Oil","0","0","0","0","0","0","0","0","0"
"Brazil","Rice (Milled Equivalent)","220.3471905","213.3969822","256.9435188","166.0399556","282.6543475","251.7362873","261.2359019","251.4472269","235.8948993"
"Brazil","Ricebran Oil","1.379808254","1.379808254","1.379808254","1.379808254","1.379808254","1.379808254","1.379808254","1.379808254","1.379808254"
"Brazil","Roots, Other","0","0","0","0","0","0","0","0","0"
"Brazil","Rye and products","0","0","0","0","0","0","0","0","0"
"Brazil","Sesame seed","0.597995243","0.597995243","0.597995243","0.597995243","0.597995243","0.597995243","0.597995243","0.597995243","0.597995243"
"Brazil","Sesameseed Oil","0","0","0","0","0","0","0","0","0"
"Brazil","Sorghum and products","0.873193983","0.84565163","1.018218268","0.657984746","1.120105389","0.997583","1.035228165","0.996437509","0.934806594"
"Brazil","Soyabean Oil","226.7484897","226.7484897","226.7484897","226.7484897","226.7484897","226.7484897","226.7484897","226.7484897","226.7484897"
"Brazil","Soyabeans","49.28079819","31.00710422","13.92469928","19.36653588","18.59762148","18.77843193","41.66583112","65.2079767","31.33173374"
"Brazil","Sugar (Raw Equivalent)","167.9703524","118.5307223","118.5307223","245.3897841","118.5307223","118.5307223","118.5307223","118.689048","139.9425549"
"Brazil","Sugar cane","145.0650517","102.3672637","102.3672637","211.9271717","102.3672637","102.3672637","102.3672637","102.5039993","120.8592688"
"Brazil","Sugar non-centrifugal","10.28981451","7.261157275","7.261157275","15.03250619","7.261157275","7.261157275","7.261157275","7.270856264","8.572839863"
"Brazil","Sunflower seed","0","0","0","0","0","0","0","0","0"
"Brazil","Sunflowerseed Oil","6.209137143","6.209137143","6.209137143","6.209137143","6.209137143","6.209137143","6.209137143","6.209137143","6.209137143"
"Brazil","Sweet potatoes","1.476715835","1.430137148","1.721975951","1.112761325","1.89428397","1.687078291","1.750742508","1.685141076","1.580912978"
"Brazil","Sweeteners, Other","2.173904474","1.534047312","1.534047312","3.175881589","1.534047312","1.534047312","1.534047312","1.536096394","1.811163351"
"Brazil","Tomatoes and products","10.31473701","10.71103743","8.925864522","6.631682796","8.925864522","8.925864522","10.71103743","12.49621033","9.695884918"
"Brazil","Vegetables, Other","17.15821136","17.81744352","14.8478696","11.03157696","14.8478696","14.8478696","17.81744352","20.78701744","16.12877213"
"Brazil","Wheat and products","217.0275993","210.1820978","253.0725938","163.5385179","278.3960818","247.9438106","257.3003109","247.6591051","232.3410776"
"Brazil","Yams","1.277087907","1.2368059","1.48919285","0.962334118","1.638207631","1.459012785","1.514070637","1.457337449","1.367199293"
"Brunei Darussalam","Apples and products","7.94533574","8.166529936","6.805441613","5.264450594","6.805441613","6.805441613","8.166529936","9.527618259","7.427628112"
"Brunei Darussalam","Bananas","4.338153314","4.458925345","3.715771121","2.874390024","3.715771121","3.715771121","4.458925345","5.202079569","4.055484949"
"Brunei Darussalam","Barley and products","1.294050261","1.037492039","1.353766979","1.210596792","1.464724721","1.381767261","1.429090838","1.321351599","1.293052461"
"Brunei Darussalam","Beans","38.55411751","12.05385185","3.090103236","4.596720931","3.347533412","3.499036117","9.069615385","56.15424337","15.2506639"
"Brunei Darussalam","Bivalve molluscs","0","0","0","0","0","0","0","0","0"
"Brunei Darussalam","Bovine Meat","10.10383745","0","30.31151235","25.9812963","30.31151235","0","0","0","11.73674249"
"Brunei Darussalam","Butter, Ghee","7.137466714","21.41240014","21.41240014","21.41240014","0","21.41240014","21.41240014","0","14.94646309"
"Brunei Darussalam","Cassava and products","13.37988889","10.72719401","13.99733249","12.51701813","15.14458489","14.28684262","14.7761468","13.66217226","13.3695721"
"Brunei Darussalam","Cephalopods","1.11822705","0","3.090854484","2.875440986","3.348347246","3.499886783","9.071820339","0","2.689336173"
"Brunei Darussalam","Cereals, Other","5.693821147","4.56496497","5.956574707","5.326625886","6.444788774","6.079775946","6.287999685","5.813947034","5.68943083"
"Brunei Darussalam","Citrus, Other","0.397266787","0.408326497","0.340272081","0.26322253","0.340272081","0.340272081","0.408326497","0.476380913","0.371381406"
"Brunei Darussalam","Coconut Oil","0","0","0","0","0","0","0","0","0"
"Brunei Darussalam","Coconuts - Incl Copra","3.388813215","3.388813215","3.388813215","3.388813215","3.388813215","3.388813215","3.388813215","3.388813215","3.388813215"
"Brunei Darussalam","Cottonseed Oil","0","0","0","0","0","0","0","0","0"
"Brunei Darussalam","Cream","0.839701966","2.519105899","2.519105899","2.519105899","0","2.519105899","2.519105899","0","1.758407423"
"Brunei Darussalam","Crustaceans","1.707446688","0","4.71949704","4.390577198","5.112668679","5.344057896","13.85197182","0","4.106409463"
"Brunei Darussalam","Dates","1.589067148","1.633305987","1.361088323","1.052890119","1.361088323","1.361088323","1.633305987","1.905523652","1.485525622"
"Brunei Darussalam","Demersal Fish","0.344069862","0","0.951032149","0.884751073","1.030260691","1.076888241","2.791329335","0","0.827488053"
"Brunei Darussalam","Eggs","21.7075766","234.0522219","60.00119605","89.25551438","64.9997729","67.94153335","60.00119605","0","86.41834068"
"Brunei Darussalam","Forage fish","0","0","0","0","0","0","0","0","0"
"Brunei Darussalam","Freshwater Fish","0.688139723","0","1.902064298","1.769502145","2.060521382","2.153776482","5.58265867","0","1.654976106"
"Brunei Darussalam","Fruits, Other","39.66768036","40.77200885","33.97667404","26.28316162","33.97667404","33.97667404","40.77200885","47.56734366","37.08298647"
"Brunei Darussalam","Grapefruit and products","0.397266787","0.408326497","0.340272081","0.26322253","0.340272081","0.340272081","0.408326497","0.476380913","0.371381406"
"Brunei Darussalam","Grapes and products (excl wine)","2.780867509","2.858285478","2.381904565","1.842557708","2.381904565","2.381904565","2.858285478","3.334666391","2.599669839"
"Brunei Darussalam","Groundnut Oil","0","0","0","0","0","0","0","0","0"
"Brunei Darussalam","Groundnuts (Shelled Eq)","24.97833449","24.97833449","24.97833449","24.97833449","24.97833449","24.97833449","24.97833449","24.97833449","24.97833449"
"Brunei Darussalam","Honey","0.480829821","0.987124464","0.987124464","1.37743732","0.987124464","0.987124464","0.987124464","0","0.874631522"
"Brunei Darussalam","Insects","0","0","0","0","0","0","0","0","0"
"Brunei Darussalam","Lemons, Limes and products","1.191800361","1.22497949","1.020816242","0.789667589","1.020816242","1.020816242","1.22497949","1.429142739","1.114144217"
"Brunei Darussalam","Maize Germ Oil","7.789443101","7.789443101","7.789443101","7.789443101","7.789443101","7.789443101","7.789443101","7.789443101","7.789443101"
"Brunei Darussalam","Maize and products","84.8896971","68.05947774","88.80711382","79.41514958","96.08594172","90.64393229","93.74835895","86.68066488","84.82424147"
"Brunei Darussalam","Marine Fish, Other","9.924695157","0","27.43252234","25.52064469","29.71786963","31.06284131","80.51589467","0","23.86889289"
"Brunei Darussalam","Milk - Excluding Butter","35.39698754","381.652164","97.83964506","145.5425628","0","110.7873833","97.83964506","0","128.0529209"
"Brunei Darussalam","Millet and products","0","0","0","0","0","0","0","0","0"
"Brunei Darussalam","Molluscs, Other","0.516104792","0","1.426548224","1.327126609","1.545391037","1.615332361","4.186994002","0","1.24123208"
"Brunei Darussalam","Mutton & Goat Meat","3.017872596","0","9.053617787","7.760243817","9.053617787","0","0","0","3.505598115"
"Brunei Darussalam","Nuts and products","14.16297316","14.16297316","14.16297316","14.16297316","14.16297316","14.16297316","14.16297316","14.16297316","14.16297316"
"Brunei Darussalam","Oats","4.140960834","3.319974524","4.332054333","3.873909735","4.687119108","4.421655234","4.57309068","4.228325116","4.137767877"
"Brunei Darussalam","Offals, Edible","0.734077118","0","2.202231354","1.887626874","2.202231354","0","0","0","0.852713055"
"Brunei Darussalam","Oilcrops Oil, Other","34.90824501","34.90824501","34.90824501","34.90824501","34.90824501","34.90824501","34.90824501","34.90824501","34.90824501"
"Brunei Darussalam","Oilcrops, Other","0","0","0","0","0","0","0","0","0"
"Brunei Darussalam","Olive Oil","2.019485248","2.019485248","2.019485248","2.019485248","2.019485248","2.019485248","2.019485248","2.019485248","2.019485248"
"Brunei Darussalam","Olives (including preserved)","0","0","0","0","0","0","0","0","0"
"Brunei Darussalam","Onions","15.09613791","15.51640688","12.93033907","10.00245613","12.93033907","12.93033907","15.51640688","18.10247469","14.11249341"
"Brunei Darussalam","Oranges, Mandarines","10.72620325","11.02481541","9.187346178","7.107008301","9.187346178","9.187346178","11.02481541","12.86228465","10.02729795"
"Brunei Darussalam","Palm Oil","143.3834526","143.3834526","143.3834526","143.3834526","143.3834526","143.3834526","143.3834526","143.3834526","143.3834526"
"Brunei Darussalam","Palmkernel Oil","0","0","0","0","0","0","0","0","0"
"Brunei Darussalam","Peas","0","0","0","0","0","0","0","0","0"
"Brunei Darussalam","Pelagic Fish","2.666541427","0","7.370499155","6.856820813","7.984520355","8.345883867","21.63280235","0","6.413032411"
"Brunei Darussalam","Pigmeat","11.41897739","0","34.25693217","29.36308471","34.25693217","0","0","0","13.2644253"
"Brunei Darussalam","Pineapples and products","5.652538855","5.809902726","4.841585605","3.745280565","4.841585605","4.841585605","5.809902726","6.778219847","5.284226857"
"Brunei Darussalam","Plantains","7.150802166","7.349876942","6.124897452","4.738005534","6.124897452","6.124897452","7.349876942","8.574856433","6.684865301"
"Brunei Darussalam","Potatoes and products","14.75933256","11.83314937","15.44043355","13.8075013","16.70596571","15.75979167","16.29954228","15.07071887","14.74795213"
"Brunei Darussalam","Poultry Meat","56.58832919","0","156.4139331","145.5128465","169.4444578","177.113177","0","0","85.5693807"
"Brunei Darussalam","Pulses, Other and products","70.68254877","22.0987284","5.665189266","8.427321707","6.137144589","6.414899548","16.62762821","102.9494462","27.95955048"
"Brunei Darussalam","Rape and Mustard Oil","0","0","0","0","0","0","0","0","0"
"Brunei Darussalam","Rice (Milled Equivalent)","670.5077891","537.5730096","701.4498058","627.2666553","758.9421867","715.9580575","740.4786098","684.6538856","669.9907829"
"Brunei Darussalam","Roots, Other","1.823653125","1.462095914","1.907809501","1.7060455","2.064177797","1.947269175","2.013960394","1.862127806","1.822246967"
"Brunei Darussalam","Rye and products","0","0","0","0","0","0","0","0","0"
"Brunei Darussalam","Sesame seed","0.772525809","0.772525809","0.772525809","0.772525809","0.772525809","0.772525809","0.772525809","0.772525809","0.772525809"
"Brunei Darussalam","Sesameseed Oil","4.327468389","4.327468389","4.327468389","4.327468389","4.327468389","4.327468389","4.327468389","4.327468389","4.327468389"
"Brunei Darussalam","Sorghum and products","0","0","0","0","0","0","0","0","0"
"Brunei Darussalam","Soyabean Oil","1.730987356","1.730987356","1.730987356","1.730987356","1.730987356","1.730987356","1.730987356","1.730987356","1.730987356"
"Brunei Darussalam","Soyabeans","208.8348032","65.29169755","16.73805919","24.89890504","18.13247265","18.9531123","49.12708333","304.1688183","82.60776279"
"Brunei Darussalam","Sugar (Raw Equivalent)","205.0581853","177.2875536","177.2875536","247.3877427","177.2875536","177.2875536","177.2875536","178.0517241","189.2415881"
"Brunei Darussalam","Sugar beet","0","0","0","0","0","0","0","0","0"
"Brunei Darussalam","Sugar cane","0","0","0","0","0","0","0","0","0"
"Brunei Darussalam","Sunflower seed","0","0","0","0","0","0","0","0","0"
"Brunei Darussalam","Sunflowerseed Oil","24.81081877","24.81081877","24.81081877","24.81081877","24.81081877","24.81081877","24.81081877","24.81081877","24.81081877"
"Brunei Darussalam","Sweet potatoes","2.75173997","2.206180392","2.878724899","2.574279904","3.114671572","2.938266244","3.038897713","2.809795043","2.749618194"
"Brunei Darussalam","Sweeteners, Other","59.82766653","51.72532189","51.72532189","72.17771559","51.72532189","51.72532189","51.72532189","51.94827586","55.2130246"
"Brunei Darussalam","Tomatoes and products","1.986333935","2.041632484","1.701360403","1.316112648","1.701360403","1.701360403","2.041632484","2.381904565","1.856907028"
"Brunei Darussalam","Vegetables, Other","51.89229663","53.33695236","44.4474603","34.38299409","44.4474603","44.4474603","53.33695236","62.22644442","48.51106283"
"Brunei Darussalam","Wheat and products","340.0764085","272.6529078","355.7699621","318.144837","384.9296567","363.1284361","375.5650721","347.2512001","339.8141869"
"Brunei Darussalam","Yams","0.250158179","0.200561854","0.261702264","0.234025446","0.283151961","0.267115113","0.276263428","0.255435913","0.24996529"
"Bulgaria","Apples and products","10.5982353","11.00925359","9.174377995","6.806848377","9.174377995","9.174377995","11.00925359","12.84412919","9.964240434"
"Bulgaria","Bananas","8.22210401","8.540971735","7.117476446","5.280748517","7.117476446","7.117476446","8.540971735","9.964467025","7.73025121"
"Bulgaria","Barley and products","8.902848467","8.179862565","9.064937464","9.097987586","10.48772208","9.490576649","9.425152325","8.728768489","9.117385728"
"Bulgaria","Beans","229.463093","29.89270384","14.45138772","16.65729002","20.82879433","17.62687716","74.04759939","336.9689457","83.51948104"
"Bulgaria","Bivalve molluscs","0","0","0","0","0","0","0","0","0"
"Bulgaria","Bovine Meat","3.197084659","0","9.591253976","8.221074837","9.591253976","0","0","0","3.713773063"
"Bulgaria","Butter, Ghee","3.902560083","11.70768025","11.70768025","11.70768025","0","11.70768025","11.70768025","0","8.172293138"
"Bulgaria","Cassava and products","0","0","0","0","0","0","0","0","0"
"Bulgaria","Cephalopods","0","0","0","0","0","0","0","0","0"
"Bulgaria","Cereals, Other","0","0","0","0","0","0","0","0","0"
"Bulgaria","Citrus, Other","0","0","0","0","0","0","0","0","0"
"Bulgaria","Coconut Oil","0","0","0","0","0","0","0","0","0"
"Bulgaria","Coconuts - Incl Copra","1.128012849","1.128012849","1.128012849","1.128012849","1.128012849","1.128012849","1.128012849","1.128012849","1.128012849"
"Bulgaria","Cottonseed Oil","0","0","0","0","0","0","0","0","0"
"Bulgaria","Cream","0.095184392","0.285553177","0.285553177","0.285553177","0","0.285553177","0.285553177","0","0.199324223"
"Bulgaria","Crustaceans","0","0","0","0","0","0","0","0","0"
"Bulgaria","Dates","0.84717782","0.880032874","0.733360728","0.544110487","0.733360728","0.733360728","0.880032874","1.026705019","0.796498969"
"Bulgaria","Demersal Fish","0.251103046","0","0.753309139","0.645693548","1.085744942","0.918838239","3.859887673","0","0.868351863"
"Bulgaria","Eggs","9.417331483","58.43926682","28.25199445","32.56446193","40.71961761","34.45997333","28.25199445","0","31.47654369"
"Bulgaria","Forage fish","0","0","0","0","0","0","0","0","0"
"Bulgaria","Freshwater Fish","0.835429135","0","2.506287405","2.148246347","3.612313634","3.057008853","12.84198925","0","2.889038808"
"Bulgaria","Fruits, Other","52.29323342","54.32125744","45.26771453","33.58597927","45.26771453","45.26771453","54.32125744","63.37480034","49.16501061"
"Bulgaria","Grapefruit and products","1.352167121","1.404606552","1.17050546","0.868446144","1.17050546","1.17050546","1.404606552","1.638707644","1.271279409"
"Bulgaria","Grapes and products (excl wine)","15.30995773","15.90370495","13.25308746","9.833010685","13.25308746","13.25308746","15.90370495","18.55432244","14.39410388"
"Bulgaria","Groundnut Oil","10.61947237","10.61947237","10.61947237","10.61947237","10.61947237","10.61947237","10.61947237","10.61947237","10.61947237"
"Bulgaria","Groundnuts (Shelled Eq)","5.348605629","5.348605629","5.348605629","5.348605629","5.348605629","5.348605629","5.348605629","5.348605629","5.348605629"
"Bulgaria","Honey","0.312337423","0.857142857","0.857142857","0.925602352","0.857142857","0.857142857","0.857142857","0","0.713874497"
"Bulgaria","Insects","0","0","0","0","0","0","0","0","0"
"Bulgaria","Lemons, Limes and products","1.379216319","1.432704766","1.193920638","0.885818827","1.193920638","1.193920638","1.432704766","1.671488893","1.296710502"
"Bulgaria","Maize Germ Oil","20.61426989","20.61426989","20.61426989","20.61426989","20.61426989","20.61426989","20.61426989","20.61426989","20.61426989"
"Bulgaria","Maize and products","211.1416782","193.9952046","214.9858122","215.7696353","248.7288476","225.0803536","223.5287376","207.0131637","216.2296854"
"Bulgaria","Marine Fish, Other","0","0","0","0","0","0","0","0","0"
"Bulgaria","Milk - Excluding Butter","70.43750358","437.1000504","211.3125107","243.5678736","0","257.7454664","211.3125107","0","198.4679749"
"Bulgaria","Millet and products","0","0","0","0","0","0","0","0","0"
"Bulgaria","Molluscs, Other","0","0","0","0","0","0","0","0","0"
"Bulgaria","Mutton & Goat Meat","2.853570881","0","8.560712642","7.337753693","8.560712642","0","0","0","3.314743212"
"Bulgaria","Nuts and products","7.050080304","7.050080304","7.050080304","7.050080304","7.050080304","7.050080304","7.050080304","7.050080304","7.050080304"
"Bulgaria","Oats","1.425338818","1.309589362","1.451289135","1.456580433","1.679075797","1.519433623","1.508959242","1.397468755","1.45968606"
