"Country","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"Peru","30090372","30470739","30926036","31444299","31989265","32510462","32971846","33359416","33684218","33966046","34236195","34517501","34814660","35119951","35429212","35734664","36030592","36316896","36596066","36867743","37131741","37387959","37636011","37875782","38107859","38333101","38552118","38765025","38971595","39171666","39364970","39551257","39730464","39902535","40067277","40224491","40373987","40515630","40649326","40774819","40891848","41000215","41099806","41190602","41272596","41345871","41410480","41466500","41513972","41552827","41582988","41604490","41617411","41622022","41618742","41608097","41590544","41566404","41535899","41499286","41456820","41408776","41355432","41297093","41234207","41167268","41096678","41022720","40945594","40865540","40782756","40697445","40609745","40519790","40427709","40333563","40237414","40139299","40039197","39937099","39832935","39726623","39618054","39507097","39393605","39277362","39158180"
"Philippines","100513137","102113206","103663812","105172921","106651394","108116622","109581085","111046910","112508991","113964103","115406850","116833055","118241483","119632644","121006009","122361316","123697926","125015254","126311550","127583581","128827331","130039796","131219343","132365993","133480504","134564431","135618864","136643591","137637900","138601776","139535238","140438213","141310851","142152969","142963817","143742427","144488171","145200784","145880684","146528565","147145390","147732025","148288672","148815395","149312610","149780717","150220076","150630952","151013415","151367378","151692586","151988919","152256425","152495223","152705316","152886658","153039238","153163252","153258826","153325900","153364382","153374316","153355991","153309904","153236494","153136359","153010120","152858317","152681667","152481213","152258128","152013532","151748231","151462989","151158755","150836465","150497024","150141284","149769995","149383930","148983781","148570266","148144099","147705999","147256700","146796933","146327441"
"Poland","38091095","38034076","37989218","37953176","37921585","37887771","37846605","37758139","37649477","37522714","37379597","37221590","37049811","36865087","36667990","36458876","36238167","36006515","35765067","35515533","35259922","34999816","34736165","34469233","34199051","33925322","33647865","33366945","33083006","32796183","32506643","32214505","31919814","31622613","31322933","31020734","30715963","30408654","30098708","29785865","29469682","29149892","28826413","28499262","28168387","27833745","27495374","27153344","26807782","26458693","26106077","25750031","25390797","25028787","24664544","24298742","23932059","23564910","23197788","22831473","22466828","22104621","21745363","21389442","21037456","20689934","20347331","20009975","19678077","19351882","19031574","18717261","18409056","18106883","17810439","17519247","17232923","16951204","16673905","16400870","16131998","15867016","15605640","15347420","15091796","14838141","14585686"
"Portugal","10418224","10368346","10325540","10288527","10256192","10226178","10196707","10160154","10120728","10078824","10034736","9988687","9940835","9891213","9839826","9786618","9731543","9674633","9616050","9556148","9495302","9433847","9371902","9309427","9246293","9182287","9117253","9051156","8984043","8915842","8846504","8775947","8704172","8631146","8556843","8481218","8404258","8325979","8246423","8165559","8083397","7999938","7915269","7829492","7742747","7655182","7566998","7478303","7389269","7300149","7211214","7122710","7034794","6947634","6861475","6776600","6693229","6611481","6531418","6453110","6376613","6301941","6229106","6158071","6088711","6020820","5954206","5888812","5824547","5761188","5698467","5636186","5574227","5512542","5451036","5389628","5328256","5266898","5205574","5144325","5083196","5022253","4961622","4901385","4841679","4782639","4724433"
"Puerto Rico","3453667","3381512","3283121","3163676","3039598","2933404","2860840","2871079","2877923","2882442","2885282","2886663","2886286","2883492","2877187","2866126","2849223","2826073","2797330","2764857","2731235","2698419","2667059","2636832","2607441","2578239","2548735","2519013","2489305","2459460","2429258","2398505","2367152","2335237","2302822","2270006","2236864","2203417","2169672","2135660","2101475","2067149","2032722","1998231","1963737","1929275","1894897","1860641","1826536","1792599","1758830","1725233","1691840","1658668","1625723","1593016","1560550","1528349","1496391","1464690","1433220","1401990","1370965","1340167","1309556","1279125","1248837","1218703","1188683","1158765","1128907","1099092","1069306","1039537","1009786","980000","950205","920372","890519","860679","830850","801072","771372","741773","712282","682963","653819"
"Qatar","2459202","2565708","2654379","2724727","2781682","2832071","2881060","2928923","2975236","3019804","3062493","3103185","3141863","3178560","3213323","3246295","3277567","3307221","3335271","3361627","3386165","3408847","3429644","3448723","3466432","3483263","3499590","3515528","3531068","3546100","3560473","3574054","3586865","3598927","3610219","3620698","3630325","3639106","3646991","3653964","3659998","3665065","3669144","3672248","3674395","3675595","3675868","3675215","3673667","3671271","3668081","3664117","3659431","3654042","3647992","3641333","3634096","3626324","3618022","3609218","3599931","3590162","3579945","3569304","3558225","3546691","3534694","3522274","3509447","3496248","3482736","3468956","3454937","3440712","3426342","3411898","3397449","3383023","3368675","3354459","3340384","3326498","3312855","3299493","3286464","3273841","3261688"
"Republic of Korea","50607904","50823087","50983446","51096408","51171700","51225321","51269183","51246559","51200903","51133304","51044812","50936425","50809112","50663778","50501324","50322548","50128197","49918862","49695012","49456948","49204832","48938821","48659277","48366409","48059995","47739626","47405058","47056259","46693487","46317218","45928070","45526483","45112838","44687086","44248763","43797147","43331848","42853226","42361873","41858063","41342112","40814569","40275994","39727451","39170789","38608205","38041655","37472299","36901023","36329324","35758688","35190444","34625633","34065035","33509340","32959132","32414929","31877241","31346561","30823221","30307503","29799610","29299752","28807992","28324026","27847401","27377739","26914909","26458883","26009498","25566609","25130057","24699885","24275958","23857694","23444379","23035544","22631191","22231679","21837653","21449836","21068989","20695734","20330699","19974338","19627077","19289213"
"Republic of Moldova","4073407","4070705","4066013","4059687","4051950","4043258","4033963","4019086","4001945","3982759","3961705","3938923","3914523","3888568","3861143","3832266","3801980","3770360","3737538","3703699","3669095","3633917","3598264","3562178","3525708","3488886","3451733","3414275","3376580","3338639","3300438","3261969","3223249","3184265","3145026","3105481","3065639","3025476","2984998","2944173","2902982","2861392","2819418","2777057","2734310","2691135","2647555","2603589","2559259","2514623","2469734","2424671","2379457","2334175","2288898","2243720","2198734","2154005","2109597","2065605","2022136","1979286","1937089","1895624","1854926","1815047","1776016","1737896","1700657","1664313","1628829","1594184","1560358","1527367","1495119","1463544","1432610","1402258","1372448","1343180","1314395","1286090","1258213","1230710","1203509","1176557","1149769"
"Reunion","856960","863359","869742","876131","882531","888932","895308","901696","908063","914382","920614","926707","932636","938416","944038","949497","954814","959954","964923","969688","974226","978514","982543","986295","989776","992976","995890","998530","1000880","1002937","1004722","1006225","1007455","1008431","1009137","1009618","1009875","1009903","1009723","1009365","1008842","1008170","1007370","1006443","1005410","1004304","1003083","1001805","1000454","999061","997615","996146","994630","993090","991522","989943","988331","986689","985015","983303","981562","979769","977904","975984","973997","971930","969769","967521","965167","962715","960140","957433","954595","951627","948528","945275","941897","938388","934730","930947","927039","923011","918856","914598","910224","905783","901249"
"Romania","20035928","19925182","19796280","19653966","19506110","19364558","19237682","19124957","19008228","18888153","18765232","18639741","18511820","18381387","18248273","18112153","17972803","17830237","17684771","17537196","17388530","17239544","17090573","16941530","16792285","16642533","16492073","16340884","16189092","16036734","15883889","15730571","15576796","15422436","15267298","15111093","14953593","14794782","14634655","14473064","14309854","14144956","13978395","13810278","13640859","13470446","13299323","13127675","12955682","12783713","12612177","12441476","12271780","12103255","11936226","11770981","11607765","11446728","11287926","11131283","10976650","10823905","10673032","10524033","10376847","10231386","10087566","9945317","9804582","9665210","9527058","9389983","9253899","9118741","8984477","8851089","8718560","8586799","8455756","8325335","8195429","8065973","7936880","7808099","7679593","7551329","7423307"
