# Adoption Data for the Solar PV Rooftop solution
"Year", "World"
2012, 38.819600000000
2013, 54.043600000000
2014, 75.229200000000
2015, 150.000000000000
2016, 175.000000000000
2017, 250.000000000000
2018, 153.063250385437
2019, 174.382261838524
2020, 214.158092496879
2021, 219.805095828300
2022, 243.808261301229
2023, 268.605487717012
2024, 294.146446543769
2025, 326.788857405437
2026, 347.258247302681
2027, 374.728432171077
2028, 402.741035322926
2029, 431.245728226347
2030, 477.381108104949
2031, 489.530069160387
2032, 519.209060127245
2033, 549.178826718155
2034, 579.389040401237
2035, 598.673979223877
2036, 640.329494916394
2037, 670.959078684710
2038, 701.627795417677
2039, 732.285316583414
2040, 738.856576648477
2041, 793.365458085681
2042, 823.687421358450
2043, 853.796874936469
2044, 883.643490287857
2045, 927.696488798829
2046, 942.346892183224
2047, 971.103021663441
2048, 999.394998789507
2049, 1027.172495029540
2050, 1054.385181851670
2051, 1081.341386162010
2052, 1106.914813114660
2053, 1132.131100491770
2054, 1156.581264323450
2055, 1180.214976077810
2056, 1202.981907222990
2057, 1224.831729227090
2058, 1245.714113558240
2059, 1265.578731684550
2060, 1284.375255074150
