Year, Baseline: Based on- IEA ETP 2016 6DS, Baseline: Based on- AMPERE MESSAGE-MACRO Reference, Baseline: Based on- AMPERE GEM E3 Reference, Baseline: Based on- AMPERE IMAGE/TIMER Reference, Conservative: Based on- IEA ETP 2016 4DS, Conservative: Based on- AMPERE MESSAGE-MACRO 550, Conservative: Based on- AMPERE GEM E3 550, Conservative: Based on- AMPERE IMAGE/TIMER 550, Conservative: Based on- Greenpeace 2015 Reference, Ambitious: Based on- IEA ETP 2016 2DS, Ambitious: Based on- AMPERE MESSAGE-MACRO 450, Ambitious: Based on- AMPERE GEM E3 450, Ambitious: Based on- AMPERE IMAGE/TIMER 450, Ambitious: Based on- Greenpeace Energy [R]evolution, 100% REN: Based on- Greenpeace Advanced [R]evolution
2031, 10137.68429449250, 7931.70774043529, 10070.15534155220, 11974.12738342420, 9560.67025954729, 7669.49690299915, 7902.05687853963, 10126.68065975660, 10292.44682178930, 8465.89613024690, 7463.57732061025, 7413.32073848354, 9542.63476409328, 8704.12332104959, 9421.21192279817
2032, 10425.52304780930, 8061.87988888182, 10164.34414165760, 12143.28282675830, 9773.90993380867, 7775.02625874360, 7978.68751044160, 10322.17031549960, 10505.74945772940, 8582.31186537663, 7577.82605581551, 7447.01455787426, 9688.37510782314, 8819.66804213402, 9644.18515811270
2033, 10713.48825826200, 8186.59833863144, 10243.42516514450, 12313.50388754830, 9987.31360762284, 7876.96984402365, 8048.41181560777, 10508.01416675980, 10712.14988836040, 8698.92846638732, 7690.70431335521, 7478.18606829357, 9824.12879218796, 8929.83891986070, 9869.16971554830
2034, 11001.72152014650, 8306.13037360003, 10307.80090290650, 12484.96596734700, 10201.00700311230, 7976.00285087233, 8111.68412077623, 10684.41033458740, 10911.78850235540, 8815.84754182361, 7802.94821095793, 7508.05639565126, 9950.31110848178, 9035.06935427465, 10096.67395625670
2035, 11290.34719907030, 8420.72064947468, 10357.83864193820, 12657.81376248040, 10415.09783955040, 8072.78019200757, 8168.93433818146, 10851.52706176930, 11104.78359266380, 8933.15257634124, 7915.27589592344, 7537.82723383060, 10067.30822243230, 9135.77186239318, 10327.18902945250
2036, 11437.17447193030, 8530.60348227353, 10393.88607396450, 12832.18040447290, 10519.43052284120, 8167.94904734247, 8220.58066270781, 11009.51787805910, 11291.20824676230, 8987.31933833145, 8028.39989435754, 7568.69406872406, 10175.49189658340, 9232.32013307408, 10561.16759884800
2037, 11584.57038726620, 8635.96585224712, 10416.22679018460, 13008.13210751920, 10624.29878043020, 8262.11413655599, 8266.99462419667, 11158.47332630360, 11471.09341748380, 9041.95797261166, 8142.99299344955, 7601.81535578289, 10275.17547636180, 9325.05294059093, 10799.02617846390
2038, 11732.54734976470, 8736.93390113620, 10425.06678068700, 13185.64744171160, 10729.70901355090, 8355.82552646601, 8308.48989330691, 11298.40287756580, 11644.46072772260, 9097.06824580252, 8259.67575824326, 7638.30355263849, 10366.59853872130, 9414.30183003576, 11041.17534361330
2039, 11881.09625049740, 8833.59075383456, 10420.55943670640, 13364.64306930590, 10835.64812655490, 8449.59610518086, 8345.34114971221, 11429.25760081430, 11811.30799201940, 9152.63359797665, 8379.03307022877, 7679.24315623853, 10449.94908001730, 9500.37977868979, 11288.00580637900
2040, 12030.20684801250, 8843.41051680387, 10382.99591417520, 13545.04345480950, 10942.10232099520, 8589.62159906193, 8349.06206560373, 11623.57350601670, 12140.97270843660, 9208.63725458800, 8507.68978634185, 7984.75615849320, 10615.47277053400, 9716.85883939452, 11660.03628952840
2041, 12197.97317345270, 9014.35585758716, 10372.18126135370, 13541.58649255570, 11068.08145962330, 8639.43683564123, 8406.27332621842, 11663.60130944550, 12125.41240052460, 9274.68624773222, 8628.18404982922, 7778.91227529952, 10593.24719516880, 9664.26306998803, 11797.26448442970
2042, 12366.28812617680, 9098.72299710110, 10328.72673575820, 13539.00478383440, 11194.55609618910, 8736.64183411084, 8431.00299380897, 11767.09940266690, 12272.65656822540, 9341.14697340387, 8759.25963136219, 7839.94242790118, 10653.68046729530, 9742.69299831514, 12060.47712455810
2043, 12535.16652730810, 9179.22314352271, 10272.67164135690, 13537.20831861990, 11321.53626254170, 8836.10545080567, 8452.31695161863, 11861.44585511270, 12413.37269558490, 9408.02269425917, 8895.50373114475, 7909.96173332085, 10706.92600456140, 9819.21537865157, 12329.95791440080
2044, 12704.62738902230, 9255.94376583519, 10204.17705516290, 13536.09563576380, 11449.03582509090, 8938.36527936383, 8470.50637724660, 11946.58520318060, 12547.57386266210, 9475.31993395092, 9037.52924992852, 7990.11001350128, 10753.17823831150, 9894.16074008130, 12606.12521804230
2045, 12874.65868805150, 9328.96121169875, 10123.39438951180, 13535.55325923620, 11577.04076392880, 9043.95200045831, 8485.85527018039, 12022.44569608810, 12675.24079286550, 9543.02226134823, 9185.94222357806, 8081.52757960409, 10792.61975342720, 9967.83527863416, 12889.36801068710
2046, 13014.38475907500, 9398.37260312776, 10030.50085213730, 13535.50152451830, 11665.47552493110, 9153.41999037154, 8498.66960169978, 12088.98066932230, 12796.33282548460, 9579.27960118094, 9341.37267384913, 8185.38232481132, 10825.45848334550, 10040.52986543090, 13180.05532502600
2047, 13154.53313369660, 9464.23915672035, 9925.63857526001, 13535.81177380020, 11754.27097876940, 9267.29202947767, 8509.22579368553, 12146.09577573950, 12910.74255648370, 9615.81550587890, 9504.41825138277, 8302.81994426121, 10851.86236186300, 10112.48466647360, 13478.48739876600
2048, 13294.92645033590, 9526.54993770775, 9808.88110017981, 13536.25604682450, 11843.26617044310, 9386.02227692282, 8517.73920531256, 12193.60339318000, 13018.28899864970, 9652.49585231694, 9675.60502604241, 8434.92991331248, 10871.91906578110, 10183.88403950310, 13784.88326106600
2049, 13435.33177457110, 9585.25759769968, 9680.27718243268, 13536.56002542980, 11932.25281554400, 9510.02866493969, 8524.39755275318, 12231.27002147430, 13118.73781747340, 9689.15010541490, 9855.41889691466, 8582.77264294063, 10885.67879469150, 10254.87220790260, 14099.39580320380
2050, 13575.52813097120, 9661.30808834903, 9544.95885774602, 13536.48948940890, 12021.03572834260, 9513.20458090369, 8536.71729540339, 12068.52413301000, 13130.38426401970, 9725.62083659280, 9980.68297647583, 8681.68576349796, 10657.17279001260, 10292.11884416190, 14390.86221968360
2051, 13715.43136862730, 9691.87418215038, 9388.00002916774, 13493.29408933860, 12109.54278778120, 9775.72898719185, 8533.10128098020, 12276.41075296660, 13297.59792850710, 9761.85209022455, 10243.04810409760, 8930.07333765643, 10894.75826694320, 10396.34603430650, 14753.52387452000
2052, 13854.92418305030, 9739.95017134926, 9224.74866304863, 13449.42914851490, 12197.67344981940, 9918.50940743642, 8535.77382957922, 12283.75998752500, 13375.81112315010, 9797.76584932358, 10452.08048893790, 9131.88299015070, 10890.49491695390, 10467.33272867970, 15093.67839100300
2053, 13993.69943274480, 9784.57066532538, 9050.30971457002, 13404.70611293880, 12285.16156747640, 10068.55090191740, 8537.67970625008, 12280.78216495080, 13446.21506873760, 9833.15261216434, 10671.97797448990, 9353.95568911096, 10880.55747751360, 10538.66218569480, 15442.67523702710
2054, 14131.38286717830, 9825.72483576134, 8864.83379768749, 13358.92123806670, 12371.68509222920, 10226.29078324680, 8539.05611911330, 12267.30278126180, 13508.45952720620, 9867.76117282450, 10903.22977867390, 9597.36385024468, 10865.05793401730, 10610.38344257190, 15800.45294885360
2055, 14267.68056445580, 9863.45150661327, 8668.53294375176, 13311.94160729830, 12456.99546373750, 10392.20973207720, 8540.18584396883, 12243.21445929670, 13562.28049444470, 9901.40213868145, 11146.36669336580, 9863.21354061346, 10844.16802017500, 10682.60837932050, 16167.01684759760
2056, 14402.41611692520, 9897.80898402848, 8461.64993657989, 13263.66189462340, 12540.94889051180, 10566.80093798180, 8541.36987621081, 12208.43888278470, 13607.53439867520, 9933.97159115578, 11401.92900220790, 10152.61520022670, 10818.08480128450, 10755.53793372460, 16542.48613871840
2057, 14535.57624645620, 9928.97185137641, 8244.53706812449, 13214.13212630830, 12623.54450154750, 10750.67468513170, 8543.00997041069, 12163.04539298100, 13644.23830847650, 9965.47971197536, 11670.58034420950, 10466.78465458340, 10787.13528328940, 10829.49430818490, 16927.15485889120
2058, 14667.24444634160, 9957.25106995773, 8017.65835711217, 13163.57905767870, 12704.86497151390, 10944.58839962850, 8545.62414326333, 12107.27091936480, 13672.50327635470, 9996.00213081423, 11953.14437292100, 10807.07951517310, 10751.79430868380, 10904.86977405110, 17321.42587019430
2059, 14797.61079412550, 9983.04565248395, 7781.53428961777, 13112.33721679570, 12785.08394246770, 11149.40452678290, 8549.80397407576, 12041.45510167580, 13692.53998933170, 10025.68466238540, 12250.56341903640, 11174.96783538960, 10712.62805935710, 10982.13303087190, 17725.83054370450
2060, 14926.84501638540, 10006.70463957870, 7536.62543741876, 13060.66581642920, 12864.35552276730, 11412.51506860350, 8556.09643680040, 12035.53166608080, 13704.53794432600, 10054.65580463920, 12588.91918328730, 11571.88837994420, 10756.51569985250, 11061.73451466900, 18140.88402467410
