Source ID, Link, Region, Specific Geographic Location, Source Validation Code, Year, License Code, Raw Data Input, Original Units, Weight
IRENA (2012), https://www.irena.org/DocumentDownloads/Publications/RE_Technologies_Cost_Analysis-SOLAR_PV.pdf, World, , 2 - Public Sector/ Multilateral Agency, 2012, , 6.5, US$2012/kW
NREL (2016), http://www.nrel.gov/analysis/tech_lcoe_re_cost_est.html, USA, , 2 - Public Sector/ Multilateral Agency, 2016, , 20, US$2016/kW
"Lazard's LCOE Analysis–Version 10.0, 2016,  Solar PV rooftop RSD low", https://www.lazard.com/perspective/levelized-cost-of-energy-analysis-100/, USA, , 3 - For Profit, 2016, , 20, US$2016/kW
"Lazard's LCOE Analysis–Version 10.0, 2016,  Solar PV rooftop RSD high", https://www.lazard.com/perspective/levelized-cost-of-energy-analysis-100/, USA, , 3 - For Profit, 2016, , 25, US$2016/kW
"Lazard's LCOE Analysis–Version 10.0, 2016,  Solar PV rooftop Comercial High", https://www.lazard.com/perspective/levelized-cost-of-energy-analysis-100/, USA, , 3 - For Profit, 2016, , 15, US$2016/kW
"Lazard's LCOE Analysis–Version 10.0, 2016,  Solar PV rooftop Comercial Low", https://www.lazard.com/perspective/levelized-cost-of-energy-analysis-100/, USA, , 3 - For Profit, 2016, , 20, US$2016/kW
IPCC 2014 Low value (Table A.III.2), https://www.ipcc.ch/pdf/assessment-report/ar5/wg3/ipcc_wg3_ar5_annex-iii.pdf, World, , 1  - Peer Reviewed, 2014, , 17, US$2010/kW
IPCC 2014 High Value (Table A.III.2), https://www.ipcc.ch/pdf/assessment-report/ar5/wg3/ipcc_wg3_ar5_annex-iii.pdf, World, , 1  - Peer Reviewed, 2014, , 44, US$2010/kW
