# Adoption Data for the Solar PV Rooftop solution
"Year", "World"
2012, 38.819600000000
2013, 54.043600000000
2014, 75.229200000000
2015, 150.000000000000
2016, 175.000000000000
2017, 250.000000000000
2018, 137.573233859275
2019, 153.216635243381
2020, 213.414292442878
2021, 185.835780787204
2022, 202.823112649187
2023, 220.270009039394
2024, 238.182263808959
2025, 281.545768524673
2026, 275.426023890694
2027, 294.769116905130
2028, 314.600743703456
2029, 334.926698136805
2030, 346.176420114466
2031, 377.084765313101
2032, 398.928465758315
2033, 421.289669243084
2034, 444.174169618541
2035, 418.973794578569
2036, 491.536236446048
2037, 516.025390600365
2038, 541.061017049902
2039, 566.648909645791
2040, 601.324058892195
2041, 619.504668681158
2042, 646.784122822903
2043, 674.639018515531
2044, 703.075149610178
2045, 760.499426350281
2046, 761.714293410054
2047, 791.928893817550
2048, 822.747905031596
2049, 854.177120903324
2050, 874.691850918033
2051, 918.889342024358
2052, 952.183934975931
2053, 986.111907989718
2054, 1020.679054916850
2055, 1055.891169608470
2056, 1091.754045915690
2057, 1128.273477689670
2058, 1165.455258781520
2059, 1203.305183042390
2060, 1241.829044323400
