# Adoption Data for the Solar PV Rooftop solution
"Year", "World"
2012, 38.819600000000
2013, 54.043600000000
2014, 75.458024197574
2015, 150.000000000000
2016, 175.000000000000
2017, 250.000000000000
2018, 131.592432729368
2019, 156.222743951722
2020, 152.333503049623
2021, 211.553111564842
2022, 242.158822821083
2023, 274.662665058972
2024, 309.018833349648
2025, 345.181660242435
2026, 383.104647402079
2027, 422.740834000259
2028, 464.044103356721
2029, 506.968628311401
2030, 538.225580325215
2031, 597.498585778957
2032, 645.012524100012
2033, 693.965632235123
2034, 744.313469510427
2035, 796.011628719048
2036, 849.014979513010
2037, 903.278341871902
2038, 958.757431981947
2039, 1015.408262021210
2040, 1094.274439846130
2041, 1132.046763215450
2042, 1191.943048989710
2043, 1252.827358068930
2044, 1314.650386519840
2045, 1377.362507659880
2046, 1440.914726791270
2047, 1505.258114637990
2048, 1570.342446707470
2049, 1636.116869173100
2050, 1695.701600945030
2051, 1769.531217402200
2052, 1837.068674737350
2053, 1905.085124789040
2054, 1973.520771918450
2055, 2042.317296300170
2056, 2111.420191285140
2057, 2180.778615075850
2058, 2250.342429078500
2059, 2320.063660804490
2060, 2389.894768911180
