# Adoption Data for the Solar PV Rooftop solution
"Year", "World"
2012, 38.819600000000
2013, 54.043600000000
2014, 75.458024197574
2015, 150.000000000000
2016, 175.000000000000
2017, 250.000000000000
2018, 122.851211646074
2019, 139.916155940637
2020, 178.202538584864
2021, 178.668801925798
2022, 200.610868910127
2023, 224.433970975507
2024, 250.266951701890
2025, 278.238946935936
2026, 308.478633110364
2027, 341.114544274177
2028, 376.276126304037
2029, 414.093305036468
2030, 446.131028002321
2031, 498.215881649601
2032, 544.782680202215
2033, 594.528683004008
2034, 647.586577417854
2035, 704.089518083204
2036, 764.170478242449
2037, 827.962835977786
2038, 895.601274521596
2039, 967.221313982699
2040, 1042.411470399850
2041, 1122.948935080310
2042, 1207.327163935090
2043, 1296.227173387600
2044, 1389.781681926790
2045, 1488.123299975810
2046, 1591.385541850230
2047, 1699.702260029010
2048, 1813.206084559970
2049, 1932.029043706170
2050, 2057.311254805520
2051, 2186.159148163510
2052, 2321.729630932550
2053, 2463.137931154300
2054, 2610.503840305360
2055, 2763.948061049490
2056, 2923.595604098290
2057, 3089.576128791890
2058, 3262.020218643400
2059, 3441.061663695850
2060, 3626.835199916080
