# 'Variable Meta-analysis'!C207:X211, VMA #5
Source ID, Link, Region, Specific Geographic Location, Source Validation Code, Year, License Code, Raw Data Input, Original Units, Weight
IPCC WG3 AR5 (Table A.III.1) Solar PV, https://www.ipcc.ch/pdf/assessment-report/ar5/wg3/ipcc_wg3_ar5_annex-iii.pdf, World, , 1  - Peer Reviewed, 2014, , 25, years, 
"ITRPV, 2016 (p. 40)", http://www.itrpv.net/Reports/Downloads/, World, , , 2016, , 25, years, 
IEA Roadmap 2014, http://www.iea.org/publications/freepublications/publication/TechnologyRoadmapSolarPhotovoltaicEnergy_2014edition.pdf, World, , 2 - Public Sector/ Multilateral Agency, 2014, , 25, years, 
"Lazard's LCOE Analysis–Version 10.0, 2016, Solar PV rooftop Commercial low high", https://www.lazard.com/perspective/levelized-cost-of-energy-analysis-100/, USA, , 3 - For Profit, 2016, , 20, years, 
"Lazard's LCOE Analysis–Version 10.0, 2016, Solar PV rooftop Residential low end", https://www.lazard.com/perspective/levelized-cost-of-energy-analysis-100/, USA, , 3 - For Profit, 2016, , 25, years, 
