VMA number,Title on xls,Fixed Mean,Fixed High,Fixed Low
1,Current Adoption,64646599722.55068,74659570334.3678,54633629110.73356
2,CONVENTIONAL First Cost per Implementation Unit,27301.838757440706,34446.2976378079,20157.379877073516
3,SOLUTION First Cost per Implementation Unit,32952.42190413766,40895.10088673392,25009.742921541394
4,CONVENTIONAL Lifetime Capacity,312461.1068981493,390197.2103653039,234725.00343099466
5,SOLUTION Lifetime Capacity,312461.10689814953,312461.10689814953,312461.10689814953
6,CONVENTIONAL Average Annual Use,24807.10964561463,24807.10964561463,24807.10964561463
7,SOLUTION Average Annual Use,24807.10964561465,24807.10964561465,24807.10964561465
8,CONVENTIONAL Variable Operating Cost (VOM) per Functional Unit,0.011798301217552484,0.016441231532959562,0.007155370902145404
9,SOLUTION Variable Operating Cost (VOM) per Functional Unit,0.00700545722102493,0.009794792407209041,0.004216122034840819
10,CONVENTIONAL Fixed Operating Cost (FOM),9794.335088291715,14350.943144486899,5237.727032096531
11,SOLUTION Fixed Operating Cost (FOM),9794.335088291715,14350.943144486899,5237.727032096531
15,CONVENTIONAL Fuel Consumed per Functional Unit,0.052941803480931623,0.0633205904462522,0.04256301651561105
16,SOLUTION Fuel Efficiency Factor,0.3683548938375828,0.4282278369760641,0.3084819506991015
19,CONVENTIONAL Indirect CO2 Emissions per Unit,9.651605026524015,15.45198044998235,3.8512296030656783
20,SOLUTION Indirect CO2 Emissions per Unit,10.011136535413234,14.251816769410006,5.770456301416464
23,Urban Travel TAM - Current,27295.73066666667,28930.70485171493,25660.75648161841
24,Urban Travel TAM - Projected,52910.92242178973,60843.40271941565,44978.442124163805
25,Interurban Travel TAM - Current,26233.703999999998,26665.487999999998,25801.92
26,Interurban Travel TAM - Projected,49964.62353180468,57294.52673429901,42634.72032931035
27,Average Global Car Occupancy - Conventional,1.5735559559539887,1.5735559559539887,1.5735559559539887
28,Discount Rate: Households,0.04,0.04999999999999999,0.030000000000000013
29,Learning Rate,0.07,0.07,0.07
30,Average Global Car Occupancy - Solution,1.5735559559539887,1.5735559559539887,1.5735559559539887
