"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"Nykänen et al., 1995 (Strack 2008), Table 3.7. Full reference: Strack, M. (n.d.). Peatlands and Climate Change, 227.",http://www.peatsociety.org/sites/default/files/files/PeatlandsandClimateChangeBookIPS2008.pdf,OECD90,Eastern Finland,,1  - Peer Reviewed,2008,,7.8,Kg N2O/ha/yr,2.067,t N2O-CO2-eq / ha / year,,Table 3.7,
"Nykänen et al., 1995 (Strack 2008), Table 3.7. Full reference: Strack, M. (n.d.). Peatlands and Climate Change, 227.",http://www.peatsociety.org/sites/default/files/files/PeatlandsandClimateChangeBookIPS2008.pdf,OECD90,Eastern Finland,,1  - Peer Reviewed,2008,,9.3,Kg N2O/ha/yr,2.4645,t N2O-CO2-eq / ha / year,,Table 3.7,
"Maljanen et al., 2003b (Strack 2008), Table 3.7. Full reference: Strack, M. (n.d.). Peatlands and Climate Change, 227.",http://www.peatsociety.org/sites/default/files/files/PeatlandsandClimateChangeBookIPS2008.pdf,OECD90,Eastern Finland,,1  - Peer Reviewed,2008,,8.3,Kg N2O/ha/yr,2.1995,t N2O-CO2-eq / ha / year,,Table 3.7,
"Maljanen et al., 2003b (Strack 2008), Table 3.7. Full reference: Strack, M. (n.d.). Peatlands and Climate Change, 227.",http://www.peatsociety.org/sites/default/files/files/PeatlandsandClimateChangeBookIPS2008.pdf,OECD90,Eastern Finland,,1  - Peer Reviewed,2008,,11.0,Kg N2O/ha/yr,2.915,t N2O-CO2-eq / ha / year,,Table 3.7,
"Maljanen et al., 2003b (Strack 2008), Table 3.7. Full reference: Strack, M. (n.d.). Peatlands and Climate Change, 227.",http://www.peatsociety.org/sites/default/files/files/PeatlandsandClimateChangeBookIPS2008.pdf,OECD90,Eastern Finland,,1  - Peer Reviewed,2008,,5.4,Kg N2O/ha/yr,1.431,t N2O-CO2-eq / ha / year,,Table 3.7,
"Maljanen et al., 2004 (Strack 2008), Table 3.7. Full reference: Strack, M. (n.d.). Peatlands and Climate Change, 227.",http://www.peatsociety.org/sites/default/files/files/PeatlandsandClimateChangeBookIPS2008.pdf,OECD90,Western Finland,,1  - Peer Reviewed,2008,,11.3,Kg N2O/ha/yr,2.9945,t N2O-CO2-eq / ha / year,,Table 3.7,
"Maljanen et al., 2004 (Strack 2008), Table 3.7. Full reference: Strack, M. (n.d.). Peatlands and Climate Change, 227.",http://www.peatsociety.org/sites/default/files/files/PeatlandsandClimateChangeBookIPS2008.pdf,OECD90,Western Finland,,1  - Peer Reviewed,2008,,1.7,Kg N2O/ha/yr,0.4505,t N2O-CO2-eq / ha / year,,Table 3.7,
"Maljanen et al., 2004 (Strack 2008), Table 3.7. Full reference: Strack, M. (n.d.). Peatlands and Climate Change, 227.",http://www.peatsociety.org/sites/default/files/files/PeatlandsandClimateChangeBookIPS2008.pdf,OECD90,Western Finland,,1  - Peer Reviewed,2008,,3.8,Kg N2O/ha/yr,1.007,t N2O-CO2-eq / ha / year,,Table 3.7,
"Maljanen et al., 2004 (Strack 2008), Table 3.7. Full reference: Strack, M. (n.d.). Peatlands and Climate Change, 227.",http://www.peatsociety.org/sites/default/files/files/PeatlandsandClimateChangeBookIPS2008.pdf,OECD90,Western Finland,,1  - Peer Reviewed,2008,,6.2,Kg N2O/ha/yr,1.643,t N2O-CO2-eq / ha / year,,Table 3.7,
"Regina et al., 2004 (Strack 2008), Table 3.7. Full reference: Strack, M. (n.d.). Peatlands and Climate Change, 227.",http://www.peatsociety.org/sites/default/files/files/PeatlandsandClimateChangeBookIPS2008.pdf,OECD90,Sourthern Finland,,1  - Peer Reviewed,2008,,24.0,Kg N2O/ha/yr,6.36,t N2O-CO2-eq / ha / year,,Table 3.7,
