Year,coal,natural gas,hydro,oil products
2012,9646.08695652174,5271.688405797101,3683.0,1038.9869565217393
2013,9669.356521739131,5377.439130434782,3787.0,1013.0847826086958
2014,9702.182608695653,5488.645652173913,3904.0,987.9528985507249
2015,9744.565217391306,5608.035869565218,3897.0,963.9764492753625
2016,9796.504347826089,5727.426086956521,4049.0,940.0
2017,9858.0,5855.0,4037.0,917.1789855072466
2018,9929.052173913045,5988.029710144928,4198.046376811594,895.1282608695655
2019,10009.66086956522,6126.515217391305,4286.365217391304,873.8478260869567
2020,10104.604347826089,6273.184420289856,4373.592753623188,853.7228260869567
2021,10199.547826086959,6419.853623188406,4460.820289855073,833.5978260869567
2022,10308.826086956524,6574.706521739131,4546.956521739131,814.6282608695655
2023,10427.66086956522,6735.015217391305,4632.365217391304,796.4289855072466
2024,10556.052173913045,6900.779710144929,4717.046376811594,779.0
2025,10698.778260869567,7074.7278985507255,4800.636231884058,762.7264492753625
2026,10841.504347826089,7248.676086956522,4884.226086956522,746.4528985507249
2027,10998.565217391306,7430.807971014494,4966.72463768116,731.3347826086958
2028,11165.182608695653,7618.395652173915,5048.495652173913,716.9869565217393
2029,11341.356521739133,7811.439130434784,5129.539130434783,703.4094202898552
2030,11531.865217391307,8012.6663043478275,5209.491304347826,690.9873188405799
2031,11722.37391304348,8213.89347826087,5289.44347826087,678.5652173913045
2032,11927.21739130435,8423.304347826088,5368.304347826087,667.2985507246378
2033,12141.61739130435,8638.171014492755,5446.43768115942,656.8021739130437
2034,12365.57391304348,8858.49347826087,5523.843478260869,647.076086956522
2035,12603.865217391307,9086.999637681161,5600.157971014492,633.538043478261
2036,12842.156521739133,9315.50579710145,5676.472463768116,620.0
2037,13094.782608695654,9552.195652173914,5751.695652173913,605.0
2038,13356.965217391305,9794.341304347827,5826.191304347825,590.0
2039,13628.704347826088,10041.942753623189,5899.959420289855,567.6588580709645
2040,13910.0,10295.0,5972.636231884057,545.3177161419289
2041,14200.852173913045,10553.51304347826,6045.31304347826,529.0468215892054
2042,14501.260869565218,10817.48188405797,6116.898550724637,512.7759270364817
2043,14811.226086956522,11086.906521739129,6187.756521739129,496.50503248375804
2044,15130.747826086958,11361.786956521737,6257.886956521739,480.2341379310344
2045,15459.82608695652,11642.123188405796,6326.926086956521,463.9632433783108
2046,15798.460869565217,11927.915217391303,6395.965217391304,447.69234882558715
2047,16146.652173913044,12219.16304347826,6463.91304347826,431.42145427286346
2048,16504.399999999998,12515.866666666665,6531.133333333331,415.1505597201399
2049,16871.704347826086,12818.026086956519,6597.62608695652,398.8796651674162
2050,17248.565217391304,13125.641304347824,6663.391304347824,382.6087706146926
2051,17634.982608695653,13438.712318840577,6728.428985507245,366.3378760619689
2052,18030.95652173913,13757.23913043478,6792.73913043478,350.06698150924535
2053,18436.486956521738,14081.221739130431,6856.321739130432,333.79608695652166
2054,18851.573913043474,14410.660144927533,6919.176811594201,317.5251924037981
2055,19276.217391304344,14745.554347826084,6981.304347826084,301.2542978510744
2056,19710.41739130434,15085.904347826083,7042.704347826084,284.9834032983508
2057,20154.173913043473,15431.710144927532,7103.3768115942,268.71250874562713
2058,20607.486956521734,15782.97173913043,7163.3217391304315,252.44161419290356
2059,21070.356521739126,16139.689130434777,7222.5391304347795,236.17071964017987
2060,21542.78260869565,16501.862318840573,7281.028985507242,219.8998250874563
