Year,coal,natural gas,hydro,oil products
2012,11028.399176750723,4458.385298729887,3683.0,1146.1078657183725
2013,10640.149785969506,4806.606149364943,3787.0,1089.814039460294
2014,10258.213339996073,5154.827,3904.0,1033.346
2015,9697.148000000001,5404.60601204096,3897.0,983.2018191542593
2016,9513.880565563322,5654.38502408192,4049.0,933.0576383085186
2017,9151.784878649387,5881.597045741378,4037.0,884.7166810956269
2018,8796.603419633997,6082.084010310543,4357.840803259849,838.266054116692
2019,8448.486509289844,6256.8409711799795,4466.503179519491,793.6666025607778
2020,8111.267063497929,6394.993033280953,4574.69791010333,750.8791716169485
2021,7774.047617706014,6533.145095381926,4682.424995011367,709.8646064742679
2022,7448.0262780117155,6636.682365495563,4789.684434243602,670.5837523218001
2023,7129.670770079417,6718.469845471728,4896.4762278000335,632.997454348609
2024,6819.131414681808,6779.502588700985,5002.800375680663,597.0665577437587
2025,6520.616929631616,6811.39333359101,5108.656877885489,563.5404535695475
2026,6222.102444581424,6843.284078481033,5214.0457344145125,530.0143493953362
2027,5935.913471424027,6848.022931812951,5318.9669452677335,498.8147280298922
2028,5658.141933892083,6835.987261960219,5423.420510445152,469.11388878904484
2029,5388.938152758282,6808.172122313398,5527.406429946768,440.87267686185817
2030,5132.8866477670745,6758.677884756575,5630.924703772582,414.74259628329077
2031,4876.835142775868,6709.18364719975,5733.975331922593,388.61251570472336
2032,4634.2365554726375,6640.000418514053,5836.5583143968015,364.515256852903
2033,4400.807007658312,6559.017933596523,5938.673651195207,341.72100607099935
2034,4176.696820105581,6467.2312458377255,6040.3213423178095,320.1906085480766
2035,3966.866314490623,6361.228360598157,6141.50138776461,300.4776812917528
2036,3757.0358088756657,6255.2254753585885,6242.2137875356075,280.76475403542895
2037,3561.7856267438647,6136.996499419375,6342.458541630803,262.79098742383246
2038,3376.4560879644205,6011.943534201151,6442.2356500501955,245.9244548274727
2039,3201.1975133100223,5881.06163309448,6541.545112793785,230.12600143541363
2040,3041.346026388578,5743.4264349362675,6640.386929861572,215.8513572279336
2041,2881.494539467134,5605.791236778055,6738.761101253557,201.57671302045355
2042,2737.350781824025,5463.392848349427,6836.667626969738,188.74756837568077
2043,2603.879271396723,5319.145737594608,6934.106507010118,176.82988369146472
2044,2481.230328957924,5174.044957904165,7031.077741374695,165.78450415686916
2045,2375.115880047256,5029.65378159141,7127.581330063469,155.96927272483293
2046,2269.0014311365876,4885.2626052786545,7223.617273076441,146.1540412927967
2047,2179.722117299433,4743.571139124715,7319.185570413611,137.4906483414477
2048,2101.86665454154,4605.006217597407,7414.286222074977,129.5429412959752
2049,2035.5853636356005,4470.562894087296,7508.91922806054,122.27176534544333
2050,1986.9659720529726,4344.2920743841,7603.084588370301,115.93707641545086
2051,1938.3465804703446,4218.021254680903,7696.78230300426,109.6023874854584
2052,1907.6897297564065,4101.913045565756,7790.012371962416,104.12587595413265
2053,1889.2083339851852,3993.906648030059,7882.77479524477,99.169276274004
2054,1883.05271392937,3894.9971154643717,7975.06957285132,94.693433634136
2055,1939.5004366893265,3811.72298713484,8066.896704782067,90.86041693278719
2056,1908.3200840547197,3728.448858805308,8158.256191037013,87.02740023143838
2057,1940.043715781263,3662.8002414930506,8249.148031616156,83.5
2058,1984.6944063139745,3610.228702713066,8339.572226519496,83.0
2059,2042.4224764255487,3571.72929585591,8429.528775747034,80.0
2060,1952.2458412775024,3503.6055449656624,8519.01767929877,76.03810301009673
