Year,coal,natural gas,hydro,oil products
2012,12428.857142857141,7136.171064604188,3683.0,1343.142857142857
2013,12010.761904761905,7112.746132848046,3787.0,1294.5714285714287
2014,11601.142857142857,7089.321201091904,3904.0,1246.857142857143
2015,11200.0,7109.989687594785,3897.0,1200.4285714285716
2016,10807.333333333334,7130.658174097667,4049.0,1154.0
2017,10423.142857142857,7179.228389444952,4037.0,1108.857142857143
2018,10047.428571428572,7243.643312101913,4177.142857142857,1064.5714285714287
2019,9680.190476190477,7321.835608128604,4267.619047619047,1021.1428571428573
2020,9325.666666666668,7416.559296329999,4357.142857142857,978.5714285714287
2021,8971.142857142859,7511.282984531394,4445.714285714285,936.8571428571431
2022,8629.333333333334,7618.403397027602,4533.333333333332,896.0000000000002
2023,8296.000000000002,7731.03184713376,4619.999999999999,856.0000000000002
2024,7971.142857142859,7847.101000909919,4705.714285714285,816.8571428571431
2025,7659.000000000002,7964.196542311192,4790.47619047619,779.0000000000002
2026,7346.857142857144,8081.292083712467,4874.285714285714,741.1428571428573
2027,7047.4285714285725,8195.279344858964,4957.142857142856,704.5714285714288
2028,6756.476190476193,8304.437973915681,5039.047619047618,668.8571428571431
2029,6474.000000000002,8406.700636942674,5119.999999999999,634.0000000000002
2030,6204.238095238097,8494.484683045192,5199.999999999999,600.4285714285717
2031,5934.476190476192,8582.268729147709,5279.047619047618,566.8571428571431
2032,5677.4285714285725,8651.43949044586,5357.142857142857,534.5714285714288
2033,5428.857142857145,8705.444949954504,5434.285714285714,503.14285714285734
2034,5188.761904761906,8742.217773733697,5510.47619047619,472.5714285714289
2035,4961.380952380954,8749.006976038821,5585.714285714284,443.2857142857146
2036,4734.000000000001,8755.796178343948,5660.0,414.00000000000034
2037,4519.333333333334,8728.467091295115,5733.333333333333,386.0000000000001
2038,4313.142857142857,8675.636032757051,5805.714285714285,358.857142857143
2039,4115.428571428572,8595.235668789806,5877.142857142857,332.57142857142867
2040,3930.428571428572,8469.346678798905,5947.619047619047,307.14285714285734
2041,3745.4285714285725,8343.457688808006,6017.142857142857,282.57142857142867
2042,3573.142857142858,8167.945404913557,6085.714285714285,258.8571428571431
2043,3409.333333333334,7956.594479830147,6153.333333333333,236.0
2044,3254.0,7707.3375796178325,6220.0,214.0
2045,3111.3809523809514,7418.10737033667,6285.714285714285,192.8571428571429
2046,2968.7619047619028,7086.836518046709,6350.476190476191,172.57142857142867
2047,2838.8571428571413,6711.457688808007,6414.285714285714,153.1428571428571
2048,2717.4285714285706,6289.903548680618,6477.142857142857,134.57142857142867
2049,2604.476190476189,5820.106763724599,6539.047619047619,116.85714285714289
2050,2504.2380952380927,5300.0,6600.0,100.0
2051,2403.9999999999964,4727.515923566879,6660.0,83.99999999999977
2052,2316.476190476189,4100.5872004852945,6719.047619047619,68.85714285714243
2053,2237.428571428569,3417.1464968152895,6777.142857142858,54.571428571428214
2054,2166.8571428571395,2675.1264786169295,6834.285714285715,41.14285714285688
2055,2104.761904761899,1872.4598119502652,6890.476190476191,28.571428571428214
2056,2051.1428571428532,1007.0791628753459,6945.714285714286,16.857142857142435
2057,2005.9999999999964,76.91719745223509,7000.000000000001,5.999999999999318
2058,1969.3333333333267,0.0,7053.333333333335,0.0
2059,1941.1428571428514,0.0,7105.714285714287,0.0
2060,1921.4285714285634,0.0,7157.142857142859,0.0
