Year,coal,natural gas,hydro,oil products
2012,9856.898441207608,5324.579710144928,3683.0,1068.6884057971015
2013,9856.955010404117,5427.048550724638,3787.0,1041.8391304347826
2014,9856.939699923338,5529.517391304348,3904.0,1015.545652173913
2015,9857.006260723541,5636.80652173913,3897.0,990.0858695652173
2016,9857.308443763004,5744.095652173914,4049.0,964.6260869565217
2017,9858.0,5855.0,4037.0,940.0
2018,9859.234680392801,5968.314492753623,4197.533333333333,915.9297101449275
2019,9861.166235899682,6084.039130434783,4286.2,892.4152173913043
2020,9864.450605994232,6203.378985507246,4375.0,869.4565217391304
2021,9867.734976088781,6322.718840579711,4463.933333333333,847.0536231884057
2022,9872.679662687548,6445.673913043479,4553.0,825.2065217391304
2023,9878.93622823349,6571.039130434783,4642.2,803.9152173913043
2024,9886.658423684883,6698.814492753623,4731.533333333333,783.1797101449274
2025,9896.0,6830.205072463768,4821.0,763.2778985507246
2026,9907.114708137115,6961.595652173914,4910.6,743.3760869565217
2027,9920.156299054503,7096.601449275363,5000.333333333333,724.3079710144926
2028,9935.278523710436,7234.017391304348,5090.2,705.795652173913
2029,9952.635133063191,7373.84347826087,5180.2,687.8391304347825
2030,9973.650821377723,7517.284782608696,5270.333333333333,670.716304347826
2031,9994.666509692257,7660.726086956522,5360.6,653.5934782608695
2032,10019.648778885115,7807.782608695652,5451.0,637.3043478260869
2033,10047.480436607892,7957.249275362319,5541.533333333333,621.5710144927536
2034,10078.31523381886,8109.126086956521,5632.2,606.3934782608695
2035,10113.962242178659,8264.618115942028,5723.0,592.0496376811593
2036,10149.609250538459,8420.110144927536,5813.9333333333325,577.7057971014492
2037,10190.37597196364,8579.217391304348,5905.0,564.195652173913
2038,10234.760836710107,8740.734782608695,5996.199999999999,551.2413043478261
2039,10282.917595736137,8904.66231884058,6087.533333333333,538.8427536231884
2040,10337.039698098055,9072.205072463767,6178.999999999999,527.2778985507247
2041,10391.161800459971,9239.747826086956,6270.5999999999985,515.7130434782609
2042,10451.556748074325,9410.905797101448,6362.333333333332,504.9818840579711
2043,10516.338593801336,9584.473913043477,6454.199999999999,494.8065217391305
2044,10585.661088599276,9760.452173913043,6546.199999999999,485.18695652173926
2045,10662.102058920162,9938.840579710144,6638.333333333332,476.4010869565219
2046,10738.543029241046,10119.639130434782,6730.5999999999985,467.61521739130455
2047,10822.409977001424,10302.847826086956,6822.999999999998,459.6630434782611
2048,10911.432577665826,10488.466666666667,6915.533333333331,452.26666666666677
2049,11005.76458219253,10676.495652173911,7008.199999999998,445.426086956522
2050,11108.368194429233,10868.139855072463,7100.999999999998,439.41920289855096
2051,11210.971806665935,11059.784057971014,7193.933333333331,433.4123188405799
2052,11322.154528529185,11255.043478260868,7286.999999999998,428.23913043478296
2053,11439.261658087831,11452.71304347826,7380.199999999997,423.6217391304351
2054,11562.446946300148,11652.792753623187,7473.53333333333,419.5601449275366
2055,11691.86414412441,11856.487681159419,7566.999999999996,416.33224637681195
2056,11827.66700251889,12060.18260869565,7660.599999999997,413.1043478260873
2057,11970.009272441863,12267.492753623188,7754.33333333333,410.7101449275367
2058,12119.044704851603,12477.21304347826,7848.199999999997,408.87173913043523
2059,12274.927050706383,12689.343478260867,7942.199999999995,407.5891304347831
2060,12437.810060964479,12903.884057971012,8036.3333333333285,406.8623188405802
